DRA Office,ID,State,Asian 2010 Total,Asian 2010 VAP,Asian 2019 CVAP,Asian 2019 Total,Asian 2020 ACSTot,Asian 2020 CVAP,Asian 2020 Total,Asian 2020 TotalAdj,Asian 2020 VAP,AsianAlone 2019 CVAP,AsianAlone 2020 ACSTot,AsianAlone 2020 CVAP,AsianAlone 2020 NHVAP,Black 2010 Total,Black 2010 VAP,Black 2019 CVAP,Black 2019 Total,Black 2020 ACSTot,Black 2020 CVAP,Black 2020 Total,Black 2020 TotalAdj,Black 2020 VAP,BlackAlone 2010 Total,BlackAlone 2010 VAP,BlackAlone 2019 CVAP,BlackAlone 2019 Total,BlackAlone 2020 ACSTot,BlackAlone 2020 CVAP,BlackAlone 2020 NHVAP,Dem 2012 Pres,Dem 2012-2020 Comp,Dem 2014 AG,Dem 2014 Gov,Dem 2014 Sen,Dem 2016 AG,Dem 2016 Gov,Dem 2016 LtG,Dem 2016 Pres,Dem 2016 Sen,Dem 2016 SenRoff,Dem 2016-2020 Comp,Dem 2016-2021 Comp,Dem 2017 AG,Dem 2017 Gov,Dem 2017 LtG,Dem 2017 SenSp,Dem 2018 AG,Dem 2018 Gov,Dem 2018 LtG,Dem 2018 Sen,Dem 2018 SenRoff,Dem 2018 SenSp,Dem 2019 AG,Dem 2019 Gov,Dem 2019 GovRoff,Dem 2019 LtG,Dem 2020 AG,Dem 2020 Aud,Dem 2020 Gov,Dem 2020 LtG,Dem 2020 Pres,Dem 2020 Sen,Dem 2020 Sen,Dem 2020 SenSp,Dem 2020 SoS,Dem 2020 Tres,Dem 2021 AG,Dem 2021 Gov,Dem 2021 LtG,Dem 2021 SenRoff,Dem 2021 SenSpRoff,Dem_2018_AG,Dem_2018_Sen,F109,F110,Hispanic 2010 Total,Hispanic 2010 VAP,Hispanic 2019 CVAP,Hispanic 2019 Total,Hispanic 2020 ACSTot,Hispanic 2020 CVAP,Hispanic 2020 NHVAP,Hispanic 2020 Total,Hispanic 2020 TotalAdj,Hispanic 2020 VAP,Label,Native 2010 Total,Native 2010 VAP,Native 2019 CVAP,Native 2019 Total,Native 2020 ACSTot,Native 2020 CVAP,Native 2020 Total,Native 2020 TotalAdj,Native 2020 VAP,NativeAlone 2010 Total,NativeAlone 2010 VAP,NativeAlone 2019 CVAP,NativeAlone 2019 Total,NativeAlone 2020 ACSTot,NativeAlone 2020 CVAP,NativeAlone 2020 NHVAP,OtherAlone 2019 CVAP,OtherAlone 2020 ACSTot,OtherAlone 2020 CVAP,OtherAlone 2020 NHVAP,Pacific 2010 Total,Pacific 2010 VAP,Pacific 2019 CVAP,Pacific 2019 Total,Pacific 2020 ACSTot,Pacific 2020 CVAP,Pacific 2020 Total,Pacific 2020 TotalAdj,Pacific 2020 VAP,PacificAlone 2020 ACSTot,PacificAlone 2020 CVAP,PacificAlone 2020 NHVAP,Rep 2012 Pres,Rep 2012-2020 Comp,Rep 2014 AG,Rep 2014 Gov,Rep 2014 Sen,Rep 2016 AG,Rep 2016 Gov,Rep 2016 LtG,Rep 2016 Pres,Rep 2016 Sen,Rep 2016 SenRoff,Rep 2016-2020 Comp,Rep 2016-2021 Comp,Rep 2017 AG,Rep 2017 Gov,Rep 2017 LtG,Rep 2017 SenSp,Rep 2018 AG,Rep 2018 Gov,Rep 2018 LtG,Rep 2018 Sen,Rep 2018 SenRoff,Rep 2018 SenSp,Rep 2019 AG,Rep 2019 Gov,Rep 2019 GovRoff,Rep 2019 LtG,Rep 2020 AG,Rep 2020 Aud,Rep 2020 Gov,Rep 2020 LtG,Rep 2020 Pres,Rep 2020 Sen,Rep 2020 Sen,Rep 2020 SenSp,Rep 2020 SoS,Rep 2020 Tres,Rep 2021 AG,Rep 2021 Gov,Rep 2021 LtG,Rep 2021 SenRoff,Rep 2021 SenSpRoff,Rep_2018_AG,Rep_2018_Sen,Total 2010 Total,Total 2010 VAP,Total 2012 Pres,Total 2012-2020 Comp,Total 2014 AG,Total 2014 Gov,Total 2014 Sen,Total 2016 AG,Total 2016 Gov,Total 2016 LtG,Total 2016 Pres,Total 2016 Sen,Total 2016 SenRoff,Total 2016-2020 Comp,Total 2016-2021 Comp,Total 2017 AG,Total 2017 Gov,Total 2017 LtG,Total 2017 SenSp,Total 2018 AG,Total 2018 Gov,Total 2018 LtG,Total 2018 Sen,Total 2018 SenRoff,Total 2018 SenSp,Total 2019 AG,Total 2019 CVAP,Total 2019 Gov,Total 2019 GovRoff,Total 2019 LtG,Total 2019 Total,Total 2020 ACSTot,Total 2020 AG,Total 2020 Aud,Total 2020 CVAP,Total 2020 Gov,Total 2020 LtG,Total 2020 NHVAP,Total 2020 Pres,Total 2020 Sen,Total 2020 Sen,Total 2020 SenSp,Total 2020 SoS,Total 2020 Total,Total 2020 TotalAdj,Total 2020 Tres,Total 2020 VAP,Total 2021 AG,Total 2021 Gov,Total 2021 LtG,Total 2021 SenRoff,Total 2021 SenSpRoff,Total_2018_AG,Total_2018_Sen,TwoOrMore 2019 CVAP,TwoOrMore 2020 ACSTot,TwoOrMore 2020 NHVAP,White 2010 Total,White 2010 VAP,White 2019 CVAP,White 2019 Total,White 2020 ACSTot,White 2020 CVAP,White 2020 NHVAP,White 2020 Total,White 2020 TotalAdj,White 2020 VAP
Representative,4,TX,42654,29882,27635,78508,87076,30869,98443,,68304,25779,77746,0,63720,55676,38157,45855,70685,70868,45592,80358,,56043,0,0,43218,0,58980,0,50232,,,,37664,31702,,,,80818,,,95531,,,,,,87816,76674,87292,91021,,,,,,,,,,,125278,,114416,,,,,,,,,,,,,74871,46695,43095,98127,103030,47818,71788,109555,,71788,4,10454,7189,7615,12347,13928,7823,26046,,18424,0,0,2796,0,3876,0,3708,1035,1728,0,1931,846,541,332,1296,1212,306,1523,,1013,430,0,279,,,,94351,96623,,,,171923,,,180501,,,,,,153606,167897,155076,156450,,,,,,,,,,,214657,,218253,,,,,,,,,,,611947,454509,,,,132015,128325,,,,265256,,,281477,,,,,,246966,248439,247275,249356,,,,486993,,,,723991,739971,,,500207,,,577526,345022,,339894,,,766987,,,577526,,,,,,,,0,23661,22253,432257,334301,361904,468574,470510,367311,363615,456408,,363615
Representative,5,TX,27835,19790,19056,35881,37952,20810,40568,,30519,18280,32466,0,27843,87970,57474,69713,108800,112218,71650,118843,,81400,0,0,67248,0,99038,0,75407,,,,41088,35315,,,,81979,,,91721,,,,,,84989,76623,84458,87346,,,,,,,,,,,113847,,107707,,,,,,,,,,,,,155441,93835,78736,203420,213158,85082,148251,226402,,148251,5,9991,6851,5614,10271,11049,5550,25137,,18654,0,0,2478,0,2761,0,2488,742,1450,0,1654,946,586,179,1385,1364,208,1258,,856,240,0,279,,,,87862,89608,,,,151941,,,153154,,,,,,130579,141511,131944,132603,,,,,,,,,,,180739,,181535,,,,,,,,,,,671452,488707,,,,128950,124923,,,,241989,,,249205,,,,,,220320,221481,220542,221543,,,,476755,,,,725947,738317,,,485555,,,573597,298295,,296408,,,766987,,,573597,,,,,,,,0,17543,17303,396759,313797,303237,375106,371661,301667,300372,367502,,300372
Representative,6,TX,21330,15498,13650,28362,28325,13470,32487,,24448,12312,24173,0,21864,87404,60064,68970,105498,110797,71909,117497,,83603,0,0,66962,0,97787,0,77459,,,,35936,31179,,,,73237,,,83133,,,,,,76481,68294,76061,78578,,,,,,,,,,,105413,,99223,,,,,,,,,,,,,199411,122620,95676,244178,249199,99540,173016,259476,,173016,6,9258,6354,4140,11846,11951,4549,24714,,18081,0,0,1656,0,1645,0,2135,950,1000,0,1814,1471,894,659,2125,2215,487,2291,,1468,1473,0,878,,,,82693,84055,,,,143595,,,146275,,,,,,124747,135839,126039,127607,,,,,,,,,,,172918,,173640,,,,,,,,,,,670405,484252,,,,118629,115234,,,,225564,,,233777,,,,,,205951,207317,206310,207740,,,,461766,,,,731871,739596,,,467679,,,572594,282193,,279747,,,766987,,,572594,,,,,,,,0,15757,16076,359600,282814,277882,351717,348565,277827,279352,344553,,279352
Representative,7,TX,114350,87317,78745,157478,164043,83389,164911,,127236,75782,149538,0,120710,120346,84441,86438,145981,153248,91238,160142,,116791,0,0,84972,0,141043,0,107261,,,,56276,48549,,,,133905,,,144851,,,,,,132732,120724,130699,136972,,,,,,,,,,,179451,,165088,,,,,,,,,,,,,207362,143696,85147,225345,233399,94637,168560,230614,,168560,7,8051,5849,2542,6013,6658,2663,15986,,11783,0,0,1162,0,1400,0,824,829,2794,0,3431,1209,896,124,1172,1309,100,1592,,1066,165,0,265,,,,46916,50845,,,,69728,,,79848,,,,,,65929,78995,68656,65923,,,,,,,,,,,96316,,102160,,,,,,,,,,,647761,491416,,,,103192,99394,,,,214210,,,229445,,,,,,202797,203415,203165,204366,,,,431629,,,,754668,771671,,,447355,,,594919,279639,,273494,,,766987,,,594919,,,,,,,,0,18524,14185,209783,177409,177967,228392,224805,174719,179683,210438,,179683
Representative,8,TX,26690,18514,21242,41585,45940,22769,51665,,37361,19983,38428,0,33930,68412,44317,57223,92037,105824,63022,109718,,74409,0,0,55517,0,91366,0,67097,,,,29342,24912,,,,72905,,,85046,,,,,,75819,69002,75053,77475,,,,,,,,,,,111748,,104679,,,,,,,,,,,,,164161,101411,91415,219170,225913,101265,167949,249527,,167949,8,8143,5331,4241,10168,10799,4144,23942,,17324,0,0,1750,0,2251,0,2164,747,2254,0,2262,1133,683,421,1954,1789,329,1625,,1019,438,0,317,,,,79325,80026,,,,145384,,,157121,,,,,,131439,140475,133075,132986,,,,,,,,,,,196684,,195621,,,,,,,,,,,560712,398369,,,,108667,104938,,,,227290,,,246709,,,,,,211413,212231,211789,211935,,,,440854,,,,698185,730106,,,466217,,,565897,312460,,307867,,,766987,,,565897,,,,,,,,0,17704,16150,300614,232355,266004,344613,351761,273914,276028,345586,,276028
Representative,9,TX,64279,49534,38478,78812,76675,37151,81086,,63617,37582,67627,0,60250,267907,190841,205780,294061,298115,207106,293568,,218536,0,0,203924,0,282877,0,207379,,,,82559,77007,,,,160230,,,163276,,,,,,148584,139652,146861,151206,,,,,,,,,,,195474,,184515,,,,,,,,,,,,,248595,160659,106498,299545,291668,108611,206142,301525,,206142,9,7149,4795,1529,4830,6696,1881,17656,,12541,0,0,639,0,805,0,733,739,2125,0,2751,1089,735,245,1036,719,107,1278,,895,128,0,192,,,,27209,29141,,,,41067,,,47398,,,,,,38505,48398,40874,38506,,,,,,,,,,,58370,,60257,,,,,,,,,,,677135,482915,,,,109769,106149,,,,208073,,,214277,,,,,,190296,190653,190505,190776,,,,437272,,,,776616,766697,,,438725,,,565956,256721,,251230,,,766987,,,565956,,,,,,,,0,13820,9858,101966,84301,84484,109887,107654,83124,78651,95246,,78651
Representative,10,TX,25355,18796,16593,38663,40568,17340,49513,,36361,14586,33534,0,32124,71069,50670,57260,83772,84305,58535,83934,,61608,0,0,55487,0,74813,0,55446,,,,44468,37072,,,,89622,,,106484,,,,,,99150,88308,99149,104055,,,,,,,,,,,135000,,124867,,,,,,,,,,,,,133520,86529,80564,168463,172428,85847,129974,191251,,129974,10,6975,5044,3671,9160,8777,3850,19569,,14435,0,0,901,0,1037,0,1510,1308,1671,0,2362,884,607,343,1700,1704,384,1480,,1000,388,0,311,,,,96748,98773,,,,158886,,,169647,,,,,,146540,161521,147870,149359,,,,,,,,,,,198883,,203105,,,,,,,,,,,623484,474683,,,,141215,135845,,,,263788,,,283019,,,,,,253092,254931,253781,255788,,,,495974,,,,709171,719015,,,507746,,,591007,340242,,336056,,,766987,,,591007,,,,,,,,0,15670,17713,392080,316307,336540,417987,419471,340682,351567,429742,,351567
Representative,11,TX,14792,10317,8612,20693,21515,9122,23349,,16464,7014,13533,0,12207,78007,50159,56061,99526,102433,58288,104802,,70145,0,0,54129,0,81088,0,59804,,,,21680,19099,,,,58948,,,61944,,,,,,56139,50772,57453,57836,,,,,,,,,,,78034,,73768,,,,,,,,,,,,,224392,144579,161815,293555,298805,166631,200105,295916,,200105,11,10142,7039,5184,11774,11713,5386,22244,,16297,0,0,1679,0,2225,0,2287,1379,1364,0,2106,3570,2194,1313,4056,4213,1311,6034,,3748,2071,0,2461,,,,83669,82990,,,,151570,,,154463,,,,,,131248,139632,130095,133628,,,,,,,,,,,186136,,184877,,,,,,,,,,,667614,488857,,,,105349,102089,,,,219458,,,220476,,,,,,192001,193184,192159,193030,,,,505074,,,,748092,755547,,,512333,,,567819,268222,,265245,,,766987,,,567819,,,,,,,,0,18168,17868,350422,280965,270895,340763,338294,270239,270981,334920,,270981
Representative,12,TX,23056,16536,16575,32939,33781,17042,40567,,29723,14596,26908,0,25272,61592,40675,53313,85310,88538,54899,101731,,69461,0,0,50993,0,74145,0,62548,,,,48610,40254,,,,86025,,,101787,,,,,,93131,83909,91732,97556,,,,,,,,,,,130336,,120454,,,,,,,,,,,,,132392,82114,82086,171865,180837,90362,125768,188697,,125768,12,8745,6217,5454,10762,10717,5317,23842,,17459,0,0,2136,0,2239,0,2518,1024,1614,0,2035,1320,862,269,1599,1656,188,2323,,1491,779,0,666,,,,88608,91641,,,,149773,,,158465,,,,,,134941,147403,137247,136247,,,,,,,,,,,189255,,193239,,,,,,,,,,,615741,456653,,,,137218,131895,,,,248658,,,266371,,,,,,234204,235595,234715,235875,,,,497519,,,,718881,734073,,,512781,,,580455,325041,,322575,,,766987,,,580455,,,,,,,,0,19286,19995,395274,313586,339194,425889,428247,344359,341653,421066,,341653
Representative,13,TX,18695,13335,9047,24348,25014,9831,24575,,17643,7952,18494,0,14463,52272,36306,36260,57371,61039,38086,62951,,44023,0,0,34123,0,48123,0,38099,,,,29089,23980,,,,56429,,,63702,,,,,,60771,54945,63652,62775,,,,,,,,,,,79204,,73446,,,,,,,,,,,,,180607,113188,104455,211863,214189,107163,144154,215932,,144154,13,12240,8660,7513,14027,16295,7770,27274,,20339,0,0,3315,0,3931,0,3695,887,757,0,1729,1050,730,744,2556,2074,435,1615,,1049,716,0,300,,,,108677,108685,,,,187605,,,184052,,,,,,158143,167480,155207,161719,,,,,,,,,,,215375,,214523,,,,,,,,,,,741060,554782,,,,137766,132665,,,,255390,,,252773,,,,,,224207,225864,224506,226254,,,,533362,,,,766717,768142,,,536386,,,585231,299512,,295797,,,766987,,,585231,,,,,,,,0,17915,19738,484489,386458,374892,468842,464018,372793,363053,445745,,363053
Representative,14,TX,20628,14754,13050,26012,26352,13164,27828,,20408,12114,22310,0,17651,121876,87731,88673,123209,127913,91343,130216,,94668,0,0,87150,0,118387,0,88905,,,,50845,45136,,,,89714,,,91566,,,,,,84662,76175,83709,85919,,,,,,,,,,,110058,,104038,,,,,,,,,,,,,146334,95361,89369,180117,183234,94567,130969,192809,,130969,14,8110,5916,4456,8889,9565,4646,19810,,14715,0,0,1420,0,2019,0,1987,798,913,0,1900,846,536,130,954,841,113,1171,,782,243,0,260,,,,92853,93630,,,,164915,,,167543,,,,,,142845,154297,144709,146505,,,,,,,,,,,199664,,198263,,,,,,,,,,,697076,522913,,,,143698,138766,,,,264490,,,263951,,,,,,232429,233802,232830,234061,,,,521591,,,,743877,752336,,,531951,,,585292,314415,,309934,,,766987,,,585292,,,,,,,,0,13638,15808,406241,322140,325403,411898,411592,327458,327812,404463,,327812
Representative,15,TX,8436,5838,4715,10415,10240,4825,10918,,8062,4464,8399,0,6762,10553,7470,6821,11259,11547,6680,12125,,8655,0,0,6407,0,7816,0,6403,,,,42361,37807,,,,98387,,,93494,,,,,,86600,78673,85233,88609,,,,,,,,,,,109181,,100823,,,,,,,,,,,,,549198,356009,304697,612012,621091,313147,434980,624361,,434980,15,4460,3081,1341,4648,5403,1503,13105,,9840,0,0,453,0,533,0,669,105,1653,0,1235,400,267,190,452,483,259,645,,402,266,0,93,,,,42571,42657,,,,74636,,,85995,,,,,,67171,78348,69197,69981,,,,,,,,,,,115716,,111029,,,,,,,,,,,684684,465143,,,,84932,80464,,,,179811,,,182790,,,,,,157254,158867,157510,159602,,,,412121,,,,749868,757889,,,420113,,,551585,227207,,218768,,,766987,,,551585,,,,,,,,0,3209,4642,117752,95755,94392,116657,114917,93713,96801,117166,,96801
Representative,16,TX,11729,8340,5600,14261,15634,5643,16718,,12123,4809,8704,0,8115,27818,18075,18550,34003,33598,17709,34595,,23499,0,0,17537,0,21889,0,17385,,,,44511,39458,,,,134603,,,139734,,,,,,126483,123268,124745,139304,,,,,,,,,,,163541,,151222,,,,,,,,,,,,,583346,398372,360165,615546,620501,369842,463686,629842,,463686,16,7773,5374,2627,9688,9270,2571,18274,,13935,0,0,1591,0,2057,0,1564,944,472,0,1427,1719,1067,625,2155,1906,666,2791,,1750,1129,0,934,,,,28098,29832,,,,51691,,,59609,,,,,,50142,58520,52773,47473,,,,,,,,,,,77014,,73360,,,,,,,,,,,718776,506274,,,,72609,69290,,,,197822,,,205534,,,,,,182924,185244,183054,187877,,,,463114,,,,751899,754904,,,470897,,,573880,244296,,237620,,,766986,,,573880,,,,,,,,0,8140,6282,100432,82356,74662,93914,92015,73637,74487,89996,,74487
Representative,17,TX,14858,10540,10518,22782,23564,10804,25354,,18552,9020,17943,0,15321,118653,84009,87533,126642,126694,87919,130592,,94305,0,0,86280,0,114438,0,87251,,,,40063,35083,,,,81546,,,92078,,,,,,85964,77887,87274,88204,,,,,,,,,,,114760,,107271,,,,,,,,,,,,,153202,96497,89716,185324,194748,94734,131353,193683,,131353,17,7936,5610,3903,9143,9200,4147,20403,,15441,0,0,1514,0,1576,0,1914,839,1274,0,2118,843,544,279,993,1166,285,1548,,1105,451,0,475,,,,90643,91435,,,,150175,,,155907,,,,,,135055,146596,134570,138268,,,,,,,,,,,182909,,182877,,,,,,,,,,,699568,524588,,,,130707,126519,,,,242779,,,253115,,,,,,226219,227871,226804,228242,,,,532940,,,,754123,767296,,,542093,,,589524,302545,,297571,,,766987,,,589524,,,,,,,,0,15215,17141,412321,331401,340181,420616,421651,343658,333951,406452,,333951
Representative,18,TX,30691,23686,22183,37212,40816,24051,43332,,35620,21310,36183,0,32222,249172,182122,183738,254779,261275,186029,264490,,198049,0,0,181261,0,244597,0,187743,,,,71850,65796,,,,143924,,,147310,,,,,,133608,125921,132270,136191,,,,,,,,,,,177328,,166835,,,,,,,,,,,,,272053,176788,123552,327466,333165,132761,229406,332547,,229406,18,7773,5317,2649,6762,8075,2468,20858,,15112,0,0,723,0,932,0,942,1113,1716,0,2238,1353,899,335,1389,1566,244,2024,,1480,482,0,608,,,,27046,28881,,,,43218,,,48907,,,,,,39975,48701,42002,39876,,,,,,,,,,,60358,,62712,,,,,,,,,,,671286,489683,,,,98896,94677,,,,195029,,,200200,,,,,,177003,177444,177205,177366,,,,443359,,,,746363,762100,,,456995,,,576291,240937,,236518,,,766987,,,576291,,,,,,,,0,12319,11241,123395,108159,110722,131333,132705,110899,111891,127965,,111891
Representative,19,TX,11663,8762,6165,15313,15810,6083,18348,,13951,4983,11323,0,11416,50938,34798,34951,56103,56898,35202,61084,,42663,0,0,32621,0,44426,0,37180,,,,21462,18781,,,,55570,,,59322,,,,,,56846,50276,61172,58397,,,,,,,,,,,73170,,66920,,,,,,,,,,,,,258279,168433,171433,295051,298879,175335,201052,293914,,201052,19,9551,6818,5255,12575,12113,5275,20658,,15494,0,0,2131,0,2387,0,2536,757,1334,0,1456,1063,730,281,1213,1214,270,1585,,988,366,0,337,,,,97587,96244,,,,170483,,,170984,,,,,,146625,155680,142132,150310,,,,,,,,,,,202442,,201527,,,,,,,,,,,732303,547105,,,,119048,115025,,,,237055,,,234941,,,,,,208313,209672,208659,210282,,,,533219,,,,763458,766591,,,536761,,,578679,279814,,275711,,,766987,,,578679,,,,,,,,0,13728,14017,410377,332217,315073,396715,394147,314498,310685,384927,,310685
Representative,20,TX,23042,17058,12240,32374,36035,12934,36952,,26992,10150,27167,0,20667,40828,27660,31306,51205,55168,31914,59388,,41320,0,0,29440,0,40641,0,32847,,,,54950,48305,,,,128504,,,137488,,,,,,123069,113840,119273,128239,,,,,,,,,,,172370,,159130,,,,,,,,,,,,,489408,336135,351262,565901,578893,363469,392056,540441,,392056,20,10713,7510,2725,12684,12586,2364,22494,,17195,0,0,1130,0,1164,0,1298,1019,1085,0,2120,1879,1253,632,2090,2223,596,2921,,1907,740,0,665,,,,36052,39019,,,,63410,,,69171,,,,,,55495,67280,60113,55674,,,,,,,,,,,85593,,87932,,,,,,,,,,,681161,491042,,,,91002,87324,,,,203972,,,212254,,,,,,183695,184415,183880,185716,,,,516796,,,,793397,809676,,,529748,,,574548,262321,,255385,,,766987,,,574548,,,,,,,,0,13503,11429,133599,111335,117744,148703,146490,117508,113466,135128,,113466
Representative,21,TX,17038,11893,10953,24185,24704,11281,30083,,21467,9182,16013,0,15924,24747,16758,20331,34164,34003,20729,37947,,26729,0,0,18584,0,23661,0,20449,,,,59107,47190,,,,107813,,,127950,,,,,,119295,104204,116620,123981,,,,,,,,,,,164129,,149450,,,,,,,,,,,,,176810,120236,138794,224508,235178,145710,168362,235714,,168362,21,8297,5985,4086,11770,11427,4327,22114,,16711,0,0,814,0,877,0,1730,1092,2527,0,2550,1367,873,292,1466,1712,327,2558,,1785,383,0,628,,,,130301,135602,,,,197900,,,212443,,,,,,184402,203995,189165,188004,,,,,,,,,,,246182,,254132,,,,,,,,,,,631295,485991,,,,189408,182792,,,,323744,,,348429,,,,,,311853,314209,313182,314880,,,,538415,,,,731104,746277,,,551267,,,604056,416692,,412854,,,766987,,,604056,,,,,,,,0,16944,18995,411222,334382,363192,448641,450700,368134,375418,451460,,375418
Representative,22,TX,57299,39419,44919,93263,105420,49886,119105,,82839,43281,96176,0,78186,58742,39554,52241,85571,88579,54970,99463,,68178,0,0,51010,0,76677,0,61662,,,,38275,32188,,,,91233,,,106365,,,,,,97204,86122,95395,100505,,,,,,,,,,,138153,,126119,,,,,,,,,,,,,149193,95568,106380,208242,212689,111481,146574,216902,,146574,22,5238,3503,3461,7404,8205,3161,15787,,11298,0,0,1996,0,1992,0,1109,865,1610,0,2182,731,458,162,1172,784,160,1205,,810,313,0,183,,,,94676,96688,,,,153033,,,162998,,,,,,140673,154784,143703,142547,,,,,,,,,,,191891,,195125,,,,,,,,,,,562852,401234,,,,132951,128875,,,,255269,,,274596,,,,,,243063,244400,243612,244827,,,,456201,,,,722941,740829,,,469640,,,557229,335107,,328377,,,766987,,,557229,,,,,,,,0,15321,15209,297596,225529,248416,336681,336055,249475,252124,324471,,252124
Representative,23,TX,13705,9231,8476,18649,19475,9189,27237,,18844,7363,14401,0,14339,20826,14583,18519,28913,29201,18570,37248,,26217,0,0,17243,0,20267,0,20380,,,,45327,38912,,,,103691,,,107696,,,,,,96640,87658,94821,101893,,,,,,,,,,,134512,,123651,,,,,,,,,,,,,408452,273596,263709,456764,452076,265653,340976,482437,,340976,23,7349,5002,3399,9664,11346,4110,18938,,13615,0,0,1729,0,2537,0,1871,959,1203,0,1816,1139,750,502,1926,1717,404,2372,,1564,509,0,581,,,,70303,71738,,,,113057,,,124658,,,,,,103364,116972,106402,105745,,,,,,,,,,,155638,,154761,,,,,,,,,,,640754,456072,,,,115630,110650,,,,227991,,,237269,,,,,,205450,207743,205901,209321,,,,454181,,,,706704,702226,,,457205,,,568074,294015,,286236,,,766987,,,568074,,,,,,,,0,10148,10531,197765,157092,158943,202991,201080,158597,177580,217997,,177580
Representative,24,TX,45178,30987,33132,68251,70508,33680,77111,,54234,30371,61106,0,48928,41885,27434,33877,59712,64023,36972,66043,,44772,0,0,31940,0,52408,0,38640,,,,58166,46482,,,,114863,,,132702,,,,,,125424,106040,122099,132323,,,,,,,,,,,168211,,149360,,,,,,,,,,,,,104781,66190,61370,132170,132488,62084,90349,133852,,90349,24,7833,5374,6088,12071,11956,5763,20767,,15259,0,0,1986,0,2336,0,1923,1258,1826,0,2184,2871,1734,854,3222,3095,1011,3925,,2583,1819,0,1693,,,,129981,135509,,,,192164,,,198956,,,,,,176301,199201,180592,177789,,,,,,,,,,,216479,,231745,,,,,,,,,,,684055,503187,,,,188147,181991,,,,324081,,,339338,,,,,,309530,311503,310219,312829,,,,525253,,,,767653,766053,,,524586,,,581738,391004,,390038,,,766987,,,581738,,,,,,,,0,22035,20338,487480,374319,389189,502631,492030,384517,377683,472474,,377683
Representative,25,TX,24326,17807,14552,27111,28275,14229,32281,,24566,13339,23235,0,21111,72312,47465,62018,97321,100791,62998,103284,,72332,0,0,59963,0,89163,0,65603,,,,46162,39127,,,,81351,,,90983,,,,,,85709,75796,85118,88136,,,,,,,,,,,112341,,105153,,,,,,,,,,,,,122809,76135,76129,152318,159744,81743,110135,166945,,110135,25,9164,6469,5031,8851,9172,5353,24157,,17935,0,0,2046,0,2090,0,2607,972,1342,0,1878,1536,934,748,2540,2825,1111,2684,,1700,1689,0,875,,,,105315,107725,,,,183106,,,185776,,,,,,160692,173869,162361,163918,,,,,,,,,,,216142,,216810,,,,,,,,,,,686055,510524,,,,151477,146852,,,,276094,,,282311,,,,,,252258,253669,252927,254067,,,,529286,,,,744976,762008,,,539537,,,586313,333134,,329995,,,766987,,,586313,,,,,,,,0,17079,19776,462280,364953,370166,463109,467671,373013,364328,447757,,364328
Representative,26,TX,38818,26462,29730,65140,72121,31814,85771,,60224,27470,62204,0,55139,39773,25963,41023,66069,71248,44420,82275,,56050,0,0,38976,0,58466,0,49286,,,,34244,28412,,,,82905,,,106285,,,,,,95332,83983,93852,100910,,,,,,,,,,,144687,,130819,,,,,,,,,,,,,94096,57685,58598,127011,132789,63789,97018,147447,,97018,26,8022,5362,5076,9232,9680,5198,24352,,17354,0,0,1888,0,2369,0,2514,704,1352,0,2262,895,566,450,1377,1643,507,1826,,1190,737,0,349,,,,87533,89754,,,,161960,,,176237,,,,,,149672,164413,152338,151380,,,,,,,,,,,211707,,218078,,,,,,,,,,,557258,400040,,,,121778,118166,,,,258207,,,289064,,,,,,251926,253415,252432,254379,,,,470737,,,,697567,725168,,,489588,,,569880,361817,,357979,,,766987,,,569880,,,,,,,,0,21445,21420,380507,286297,335441,436548,445810,343049,341892,433991,,341892
Representative,27,TX,12225,8760,6519,15358,15074,7305,17623,,12872,5897,11869,0,10155,38816,26901,26321,39766,40720,26393,41818,,29835,0,0,25205,0,32351,0,25051,,,,48627,41486,,,,90129,,,90397,,,,,,83320,72375,82813,85436,,,,,,,,,,,109703,,103660,,,,,,,,,,,,,371315,252071,262789,420883,424911,267626,292191,410805,,292191,27,8365,6053,3903,8498,9334,3874,18357,,14032,0,0,1197,0,1361,0,1646,541,605,0,1864,1030,656,320,1275,1062,394,1509,,999,416,0,351,,,,86201,87555,,,,142553,,,146881,,,,,,124508,139715,125907,128260,,,,,,,,,,,174232,,172511,,,,,,,,,,,726038,538884,,,,134828,129041,,,,242255,,,241634,,,,,,212917,214922,213159,215224,,,,540172,,,,770028,770989,,,543787,,,585427,288126,,283048,,,766987,,,585427,,,,,,,,0,9408,11740,304102,249227,240057,294358,290073,238148,242429,290582,,242429
Representative,28,TX,7753,5253,4300,9612,10235,4765,12278,,8615,3471,7034,0,5736,34962,24546,27129,43005,42455,26122,43961,,31283,0,0,26343,0,33682,0,26124,,,,51102,44457,,,,111717,,,109668,,,,,,98894,90248,96146,101684,,,,,,,,,,,131746,,124270,,,,,,,,,,,,,517198,338765,313172,578346,583344,319841,402711,577559,,402711,28,6594,4490,2718,7884,7480,2362,16247,,12040,0,0,658,0,682,0,1012,688,989,0,1343,1055,663,207,1555,1418,199,1882,,1248,230,0,504,,,,41691,42609,,,,74446,,,84831,,,,,,65075,78549,69174,69480,,,,,,,,,,,114202,,108387,,,,,,,,,,,685730,470028,,,,92792,87065,,,,194479,,,198681,,,,,,168889,171049,169152,172680,,,,451105,,,,759241,765513,,,459405,,,552637,249354,,240247,,,766987,,,552637,,,,,,,,0,7683,8350,128743,101809,103085,129470,131875,105936,106857,132163,,106857
