"","Candidate","State","State_processed","District","Party","GOP.Num","Gender.Num","White.Num","Black.Num","Asian.Num","Latino.Num","Middle_Eastern.Num","Native_American.Num","Incumbent.Num","Senator.Num","Trump.Num","Party.Committee.Num","Emily.s.List.Num","Maggie.s.List.Num","Sanders.Num","Renew.America.Num","Winner.Num","2020.White.%","Pres_2020","Comp","Dem-Rep.2020","Dem-Rep.Comp","total_fundraised_sum"
"640","Nancy Mace","South Carolina","SC","1","GOP",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.682173076423374,0.534863137447391,0.55618984957556,-0.0863706620158115,-0.133263023453828,1893604.31
"641","Nancy Pelosi","California","CA","11","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.432195017861094,0.862858449112291,0.866086019113457,0.745543674278022,0.75053829678619,5182216.62999998
"642","Nanette Diaz Barragan","California","CA","44","DEM",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.125258756832566,0.72928631425118,0.748372710005244,0.482063959245273,0.516651903169084,256351
"643","Naomi Andrews","Oklahoma","OK","2","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604781586899886,0.22393839206014,0.262006787322377,-0.533766488241679,-0.443274619836248,2400
"644","Natalie James","Arkansas","AR","N/A","DEM",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.685217849832842,0.34775061953015,0.342214756985615,-0.276206679031294,-0.287493052112205,20219
"645","Natasha Hill","Washington","WA","5","DEM",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787216194695633,0.432496101634922,0.437020864053704,-0.0989706402885269,-0.11016155180982,146760.06
"646","Nathaniel Moran","Texas","TX","1","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.599864143720819,0.723537818012316,0.729623742534503,-0.458725865410564,-0.473221526583839,448111
"647","Neal Dunn","Florida","FL","2","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.632815536757317,0.548252220559367,0.545377450535487,-0.109623719655595,-0.107131512071156,461723
"648","Neil C. Parrott","Maryland","MD","6","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600897351014662,0.438180252552535,0.480128368134574,0.0977049916832022,0.00930572409863872,106150.26
"649","Nicholas J. LaLota","New York","NY","1","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.715768027378113,0.491670681777449,0.470760840051036,0.00212975441487612,0.0404171642292185,0
"650","Nick Begich","Alaska","AK","At-Large","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575079323307758,0.531228937631618,0.527586302441067,-0.101163691483322,-0.109981928285773,1288795.32
"651","Nick Langworthy","New York","NY","23","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.879878399579907,0.575779662239646,0.553654310102012,-0.171957283688349,-0.133880132750407,581970
"652","Nick Mitchell","Utah","UT","2","DEM",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707532913398149,0.390756038785775,0,-0.16919243606433,0,11500
"653","Nicole Malliotakis","New York","NY","11","GOP",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.514401438406324,0.531960974751355,0.462723103202464,-0.0761723310581013,0.0573107909992064,1247663.1
"654","Nicolee Ambrose","Maryland","MD","2","GOP",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.593789644911312,0.382881625943664,0.441015269314282,0.206614274697622,0.0843314421797297,108310
"655","Nikema Williams","Georgia","GA","5","DEM",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.357869244331407,0.826684824755528,0.800420019711451,0.665250768070946,0.618654033325248,289151.5
"656","Nikki Budzinski","Illinois","IL","13","DEM",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.644954005495723,0.544432400500458,0.534873884373469,0.112151720256025,0.116499861545156,1702447.14
"657","Norma J. Torres","California","CA","35","DEM",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.148979653408785,0.628930610813358,0.639570413857359,0.279628229156391,0.298265826462426,92535
"658","Nydia M. Velazquez","New York","NY","7","DEM",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.362288939999048,0.80500054210616,0.857377992345599,0.622926443938479,0.742201766015459,175239
"659","Odessa Kelly","Tennessee","TN","7","DEM",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694383561822233,0.412897414674522,0.421080647458822,-0.151245800671892,-0.130335200137949,135339.89
"660","Omar Navarro","California","CA","43","GOP",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.069190263288624,0.170062649605485,0.150999570635224,0.637825438103963,0.68083570427619,5525
"661","Pam Genant","North Carolina","NC","10","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757145922458997,0.296455353973724,0.302445336927079,-0.394688946675494,-0.372244742672965,46267.6
"662","Pat Fallon","Texas","TX","4","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.595066148448409,0.622154529276394,0.641263762225688,-0.259053045892726,-0.301871911381747,166777.57
"663","Pat Harrigan","North Carolina","NC","14","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570742324698158,0.4096598972851,0.42529084305543,0.163618913427472,0.123825218149372,501649.3
"664","Pat Ryan","New York","NY","18","DEM",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.628270553212411,0.533298941485121,0.536769257308695,0.0834949474328876,0.100375117118397,2563727.05
"665","Patricia R. Chesbro","Alaska","AK","N/A","DEM",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.575079323307758,0.430065246148296,0.417604374155294,-0.101163691483322,-0.109981928285773,125320.22
"666","Patrick David Gillespie","Texas","TX","33","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132351656546982,0.243456432176606,0.232846153846154,0.498862104068178,0.51500641025641,0
"667","Patrick McHenry","North Carolina","NC","10","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.757145922458997,0.691144300649218,0.674690079600044,-0.394688946675494,-0.372244742672965,1073949.03
"668","Patrick Schmidt","Kansas","KS","2","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697791604830694,0.406875872858871,0.403855672232252,-0.1631130229766,-0.148914123340206,404107.05
"669","Patty Murray","Washington","WA","N/A","DEM",1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0.638369969894674,0.579700678275016,0.572311675854974,0.192028525470481,0.160739471000499,5310078.10000002
"670","Patty Pansing Brooks","Nebraska","NE","1","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778765474395172,0.432796880583657,0.403806245692659,-0.110615313095919,-0.163738637282419,876429.45
"671","Paul D. Steury","Indiana","IN","2","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759475135520136,0.377888159669154,0.392238443334948,-0.22569386470762,-0.183530303987866,39486
"672","Paul D. Tonko","New York","NY","20","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.72375545548032,0.584103908730774,0.570500749152275,0.191175101622863,0.175850484977525,294887.23
"673","Paul DeGroot","New Jersey","NJ","11","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616457789911065,0.409618676259256,0.437051865543005,0.1682204281883,0.110275478661919,157765.32
"674","Paul J. Lange","Illinois","IL","15","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897219896587,0.29598547161603,0.303905601556194,-0.387448022581722,-0.343731727700307,12393
"675","Paul Jones","California","CA","44","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125258756832566,0.247222355005907,0.23172080683616,0.482063959245273,0.516651903169084,0
"676","Paul Junge","Michigan","MI","8","GOP",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.734023108010665,0.482279070851099,0.461579709948679,0.0202930966193704,0.0484014678600929,685539.26
"677","Paul King","New York","NY","5","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127818155375168,0.184311219723636,0.132021506197834,0.623691231531511,0.725858051454438,94357.17
"678","Penny Ronning","Montana","MT","2","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814409541922072,0.353151640357998,0.379396175258076,-0.268418100550096,-0.218765163216398,67984.5
"679","Pete Aguilar","California","CA","33","DEM",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.175048664981551,0.615363520687991,0.619887632179396,0.253418747166279,0.259186928040433,664308.69
"680","Pete Sessions","Texas","TX","17","GOP",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.529933362625442,0.6045679155167,0.615953222843372,-0.22525244178552,-0.252173913043478,155150
"681","Pete Stauber","Minnesota","MN","8","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.869704981831232,0.545332141765022,0.500381277758797,-0.112804697370885,-0.0507359070720874,418669.339999999
"682","Peter Hernandez","California","CA","18","GOP",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.183959193243935,0.268943531999776,0.270232958617737,0.440465315709998,0.440269179521961,140192.11
"683","Peter Welch","Vermont","VT","N/A","DEM",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.891341161322828,0.66086416930664,0.580605809229868,0.354126522747314,0.210270454905884,1468397.37
"684","Phyllis Harvey-Hall","Alabama","AL","2","DEM",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593715125634792,0.347080345473997,0.367428914108555,-0.293705922901532,-0.25738391850251,33094.86
"685","Pramila Jayapal","Washington","WA","7","DEM",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0.625367206166855,0.862993386007558,0.849974877706572,0.751225175786091,0.712475351712108,559907.01
"686","Quintessa Hathaway","Arkansas","AR","2","DEM",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66272269532755,0.42113133217832,0.406029295033142,-0.131245101954414,-0.159569055001119,0
"687","Raja Krishnamoorthi","Illinois","IL","8","DEM",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.544271617682376,0.567779819373713,0.541508854539871,0.154107854216062,0.128160507728529,2764746.76000001
"688","Ralph Norman","South Carolina","SC","5","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.641298461168156,0.584162858784579,0.583557081420025,-0.18171669357266,-0.185918934219718,211347.36
"689","Rand Paul","Kentucky","KY","N/A","GOP",0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0.813337192032733,0.62125299002171,0.584173391244526,-0.259512343146786,-0.187425766311113,5394954.31
"690","Randal Cooper","Tennessee","TN","6","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777015931061337,0.344931091336294,0.363922468916212,-0.291427061371509,-0.250352461022464,0
"691","Randi McCallian","Missouri","MO","8","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868376997104102,0.236344050833129,0.257038223849851,-0.512997354713791,-0.459334706645304,14497.03
"692","Randy Feenstra","Iowa","IA","4","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.826131925856741,0.620280209727526,0.6211332195497,-0.25970603764781,-0.267532403797392,463182.53
"693","Randy Weber","Texas","TX","14","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.527340098332827,0.635033315840529,0.634750389276798,-0.284992764340124,-0.287845092460343,262698.98
"694","Raphael Warnock","Georgia","GA","N/A","DEM",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.500578981820979,0.49505169769542,0.471841354581189,0.00253476955603721,-0.0387860799520469,38762456.1499988
"695","Rashida Tlaib","Michigan","MI","12","DEM",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.459528382567104,0.736783276714818,0.736128055193303,0.485087302652638,0.494606272949632,963984.670000003
"696","Raúl Grijalva","Arizona","AZ","7","DEM",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.284554329099396,0.656406438441999,0.655145095507761,0.32764905235782,0.33180615927601,149828.28
"697","Raul Ruiz","California","CA","25","DEM",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.242943485494437,0.566757524005565,0.563872330793028,0.153077650979638,0.14347946376921,333466.68
"698","Ray McCormick","Indiana","IN","8","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876931667610588,0.326639608784896,0.376494372721629,-0.328325880786384,-0.218125089542973,88035
"699","Rebekah Jones","Florida","FL","1","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69409311498256,0.328879848038104,0.300331691335363,-0.322165362516066,-0.375409531333504,325382
"700","Regan Deering","Illinois","IL","13","GOP",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.644954005495723,0.432280680244433,0.418374022828313,0.112151720256025,0.116499861545156,707778.66
"701","Rich McCormick","Georgia","GA","6","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.637010936617804,0.565966188908195,0.606944191654912,-0.147609127650792,-0.238863357146107,1926298.27
"702","Richard ""Dick"" Ausman","Wisconsin","WI","7","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895287865728267,0.391922390669865,0.408085709196095,-0.199298112940009,-0.161847079547929,26500
"703","Richard Blumenthal","Connecticut","CT","N/A","DEM",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.632076371679649,0.592615704856311,0.567429733385332,0.200754869279738,0.157927550617136,2268705.07
"704","Richard E. Neal","Massachusetts","MA","1","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.694153011830706,0.596176073974186,0.554921725114721,0.215844224315364,0.134781353557102,455957.7
"705","Richard Hudson","North Carolina","NC","9","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.556008539947859,0.532302393933275,0.520377846051253,-0.0796482017455297,-0.0631311327045822,486661.89
"706","Rick Crawford","Arkansas","AR","1","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.732924124495521,0.689810036542163,0.681776020019498,-0.409063014310023,-0.390632832451165,431452.62
"707","Rick Edwin Jones","Utah","UT","1","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787137610281891,0.376202587636846,0,-0.193435596067466,0,0
"708","Rick Larsen","Washington","WA","2","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.690281561035229,0.597200120766641,0.583336116813677,0.227638308449806,0.18371741079802,250546.86
"709","Rick Neighbors","Alabama","AL","4","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799251554153652,0.185735389923199,0.223576695296741,-0.616634398637096,-0.54493756719077,35625
"710","Rick W. Allen","Georgia","GA","12","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.521270728341105,0.544775068641025,0.562948756611695,-0.10144791495553,-0.139495325646091,190222.6
"711","Rishi Kumar","California","CA","16","DEM",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.434777280077172,0.754304816053862,0.742817943579467,0.530302554356647,0.505364575304455,277566
"712","Ritchie J. Torres","New York","NY","15","DEM",1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0928631827957543,0.844714314154888,0.901531977256074,0.698030918241207,0.815282282572268,1229933.45
"713","Ritesh Tandon","California","CA","17","GOP",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.208694529321933,0.253000914185778,0.250888761229196,0.474187500828067,0.47933994388524,75133
"714","Ro Khanna","California","CA","17","DEM",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.208694529321933,0.727188415013845,0.730228705114436,0.474187500828067,0.47933994388524,2154936.34
"715","Rob J. Wittman","Virginia","VA","1","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.707589103558022,0.523987864567182,0.541317039382545,-0.0666169336563087,-0.0998862062141302,834083.05
"716","Robert Aderholt","Alabama","AL","4","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.799251554153652,0.802369788560295,0.768514262487512,-0.616634398637096,-0.54493756719077,1127212
"717","Robert Asencio","Florida","FL","28","DEM",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.150811015299894,0.464562730552043,0.510310747885584,-0.0633511850302158,0.0344350470398175,53772.5
"718","Robert Burns","New Hampshire","NH","2","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870489934883451,0.447414729117526,0.508211436427464,0.0883023200668938,-0.0451648348813875,97868.94
"719","Robert C. ""Bobby"" Scott","Virginia","VA","3","DEM",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.38961911884113,0.680002008275275,0.672206183663396,0.3806124648921,0.360807207053652,214255
"720","Robert G. Burke","Massachusetts","MA","8","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663152827671674,0.312723328381813,0.377365414145064,0.352840245064278,0.224496996657935,0
"721","Robert Garcia","California","CA","42","DEM",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.180797850132913,0.717180860252202,0.725216193330145,0.458255311798238,0.472435624624322,885851.49
"722","Robert J. Menendez","New Jersey","NJ","8","DEM",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.248774544710668,0.718505234182758,0.742718935805704,0.447512199190891,0.503947059021129,1179513.34
"723","Robert P. Zimmerman","New York","NY","3","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557289783016355,0.534444756141546,0.563816927399806,0.0814781789764757,0.143390366698173,1855476.53
"724","Robert Schafranek","Texas","TX","29","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833338765846097,0.310462042049603,0.27208370096081,0.36727593192405,0.438311530418713,0
"725","Robin Fulford","Texas","TX","2","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493501193631704,0.379124866462558,0.352816564542949,-0.227659925686219,-0.273619431599888,109310.46
"726","Robin Kelly","Illinois","IL","2","DEM",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.333344390236136,0.692923292084164,0.681526129495552,0.400008367375602,0.407808119681996,229184.05
"727","Roger D. Day","Indiana","IN","4","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813758792063633,0.342941542738818,0.343346878172005,-0.291345081741699,-0.277746935986676,0
"728","Ron Estes","Kansas","KS","4","GOP",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.696212234672621,0.597144783549717,0.583259707044873,-0.217460107324612,-0.215838892565235,295380.87
"729","Ron Johnson","Wisconsin","WI","N/A","GOP",0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0.78626395087108,0.488209845077295,0.482103324915825,0.00629952491259839,0.0132410914702581,17113163.52
"730","Ron Wyden","Oregon","OR","N/A","DEM",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.716538722229669,0.564630179010889,0.547451907051773,0.161054175235141,0.142783005733249,2309300.79
"731","Ronny Jackson","Texas","TX","13","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.581163696385988,0.7190863805123,0.728131564684519,-0.454642885760838,-0.476118889280105,1116042.64
"732","Rosa L. DeLauro","Connecticut","CT","3","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.607115471811134,0.592223263470806,0.581217756369762,0.197238126753631,0.181673115392714,437673.02
"733","Ruben Gallego","Arizona","AZ","3","DEM",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.195664047358963,0.745059426300931,0.741594707245952,0.506243247011258,0.505789654763986,880751.819999999
"734","Rudy Recile","California","CA","8","GOP",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.239595329589512,0.219540126155675,0.224900850417316,0.540001680415996,0.532574337522937,7125
"735","Rudy Salas","California","CA","22","DEM",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.157667590927162,0.552428349869341,0.55539093256572,0.128927744375279,0.129527720159731,1481405.64
"736","Russ Fulcher","Idaho","ID","1","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.800312760656536,0.676839417248844,0.671019151486961,-0.381614428922187,-0.380344045651253,108011
"737","Russell Fry","South Carolina","SC","7","GOP",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.638562752067483,0.588353079502086,0.586039746322781,-0.186578788713721,-0.185550673725859,535384.41
"738","Ryan K. Zinke","Montana","MT","1","GOP",0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.8481937311847,0.521751490055243,0.507681497875114,-0.0687589032182666,-0.037959430286079,2145727.87
"739","Ryan Melton","Iowa","IA","4","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826131925856741,0.360574172079716,0.353600815752308,-0.25970603764781,-0.267532403797392,15064
"740","S. Brett Guthrie","Kentucky","KY","2","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.835419962395402,0.674352838189652,0.632546100056697,-0.365735951160173,-0.285810227057966,282850
"741","Salud Carbajal","California","CA","24","DEM",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.497259813607173,0.63351413496046,0.610661986644511,0.290617740357613,0.242990857775869,390226
"742","Sam Graves","Missouri","MO","6","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.86231224751873,0.676809323693487,0.652965130343628,-0.37102118155162,-0.33709062424403,307051.4
"743","Sam Peters","Nevada","NV","4","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37303184516925,0.447714393294583,0.420610196311131,0.0826596380872223,0.105523413934629,853484.3
"744","Samantha Meadows","Ohio","OH","2","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915392135301394,0.266499381273202,0.289536337027172,-0.453587557774276,-0.400226192732916,6130
"745","Sandeep Srivastava","Texas","TX","3","DEM",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.559697882754206,0.418996965086108,0.387063498257556,-0.143760816867848,-0.20209636207546,82341
"746","Sandy Smith","North Carolina","NC","1","GOP",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474040795526171,0.458223724458583,0.443796374912326,0.0728975488396754,0.0971058363173244,408555.88
"747","Sanford Bishop","Georgia","GA","2","DEM",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.399419973155134,0.547355430960394,0.535877552764249,0.10374593500414,0.0822403087527415,1033766.49
"748","Sara Jacobs","California","CA","51","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.456653314886158,0.624636406683353,0.604224692019282,0.272918893323412,0.230336100696304,205189.66
"749","Sarah Palin","Alaska","AK","At-Large","GOP",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.575079323307758,0.531228937631618,0.527586302441067,-0.101163691483322,-0.109981928285773,999860.529999999
"750","Scott Baugh","California","CA","47","GOP",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.50235488320438,0.433950776771302,0.454926485474238,0.110789357222707,0.0705283935621014,1731513.38
"751","Scott DesJarlais","Tennessee","TN","4","GOP",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.758586066427738,0.679448306463541,0.669151351912119,-0.377366513829315,-0.357275965281006,26244
"752","Scott Fitzgerald","Wisconsin","WI","5","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.858980745607189,0.606190444502165,0.631993762144634,-0.228401170341335,-0.284272930925653,219277.92
"753","Scott Franklin","Florida","FL","18","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.553021823377157,0.608131922028447,0.606377369246117,-0.227792478870348,-0.229727803904803,341398.31
"754","Scott Huffman","North Carolina","NC","8","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696128721648019,0.323411120568097,0.325380495177736,-0.340090702371727,-0.327316430848432,13873.75
"755","Scott M. Collier","Maryland","MD","7","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298667834478336,0.173749052251722,0.204465084885035,0.631617842301085,0.563311616850817,0
"756","Scott Perry","Pennsylvania","PA","10","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.712275646389424,0.513416990349578,0.506549609810479,-0.0413271333039683,-0.0379389632107023,1007011.06
"757","Scott Peters","California","CA","50","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.547556273145343,0.653635876096175,0.626777640215561,0.330987873792097,0.274755927475593,571200.07
"758","Scott R. Gryder","Illinois","IL","14","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588151157591382,0.432733961355979,0.425933840216005,0.114611267734764,0.0975169375010353,360182.34
"759","Scotty Moore","Florida","FL","9","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300315514007028,0.407057045623613,0.392151214575666,0.173916226870428,0.195961900719005,360518.54
"760","Sean Casten","Illinois","IL","6","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.720519532903352,0.545114307388711,0.514709427118605,0.108765288660495,0.0776075802619345,1870037.53
"761","Sean Patrick Maloney","New York","NY","17","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.644116704484466,0.543694814608092,0.566443129688899,0.100400267706484,0.153226091227484,1520176.13
"762","Seth M. Magaziner","Rhode Island","RI","2","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.735214390652848,0.558208340558349,0.569322094938271,0.136635888098954,0.159317603356951,2426021.42
"763","Seth Moulton","Massachusetts","MA","6","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.766767677931535,0.626300799165012,0.559352662332787,0.274783181711637,0.141863361112621,407715.95
"764","Shamaine Daniels","Pennsylvania","PA","10","DEM",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.712275646389424,0.472089857045609,0.468610646599777,-0.0413271333039683,-0.0379389632107023,177870
"765","Shante Munns","Florida","FL","11","DEM",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593807241351965,0.440814319663783,0.4145442558297,-0.108572833378209,-0.154844917499198,5910
"766","Sharice Davids","Kansas","KS","3","DEM",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0.750398246354514,0.511591859076433,0.476605522987617,0.0445013933121019,0.00092832952259797,2487492.67
"767","Sheila Cherfilus-McCormick","Florida","FL","20","DEM",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.206230719130133,0.757333677060414,0.778842292259878,0.522641023027716,0.567207325853591,274107.08
"768","Sheila Jackson Lee","Texas","TX","18","DEM",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.166841158976619,0.735993226445087,0.735814185814186,0.485479606702167,0.491523476523476,345258.6
"769","Shontel Brown","Ohio","OH","11","DEM",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.40747746717008,0.78274820107754,0.781519249990511,0.575981629925588,0.580852490542644,1457016.5
