"","index","Candidate","State","Office","District","Party","Candidate_processed","Last_name","District_processed","State_processed","FEC_index","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ID"
"739","730","Blake D. Moore","Utah","Representative","1","GOP","Blake D. Moore","MOORE","1","UT","2887","MOORE, BLAKE","REP","H0UT01205"
"740","731","Chris Stewart","Utah","Representative","2","GOP","Chris Stewart","STEWART","2","UT","2900","STEWART, CHRIS","REP","H2UT02324"
"741","732","John Curtis","Utah","Representative","3","GOP","John Curtis","CURTIS","3","UT","2911","CURTIS, JOHN","REP","H8UT03238"
"742","733","Burgess Owens","Utah","Representative","4","GOP","Burgess Owens","OWENS","4","UT","2917","OWENS, BURGESS","REP","H0UT04076"
"743","734","Chris Chaffee","Maryland","Senator","N/A","GOP","Chris Chaffee","CHAFFEE","0","MD",NA,NA,NA,NA
"744","735","Andy Harris","Maryland","Representative","1","GOP","Andy Harris","HARRIS","1","MD","1246","HARRIS, ANDREW P","REP","H8MD01094"
"745","736","Nicolee Ambrose","Maryland","Representative","2","GOP","Nicolee Ambrose","AMBROSE","2","MD","1256","AMBROSE, NICOLEE","REP","H2MD02368"
"746","737","Yuripzy Morgan","Maryland","Representative","3","GOP","Yuripzy Morgan","MORGAN","3","MD","1262","MORGAN, YURIPZY","REP","H2MD02343"
"747","738","Jeff Warner","Maryland","Representative","4","GOP","Jeff Warner","WARNER","4","MD","1274","WARNER, JEFF","REP","H2MD04307"
"748","739","Chris Palombi","Maryland","Representative","5","GOP","Chris Palombi","PALOMBI","5","MD","1282","PALOMBI, CHRISTOPHER","REP","H0MD05225"
"749","740","Neil C. Parrott","Maryland","Representative","6","GOP","Neil C. Parrott","PARROTT","6","MD","1288","PARROTT, NEIL CONRAD","REP","H0MD06231"
"750","741","Scott M. Collier","Maryland","Representative","7","GOP","Scott M. Collier","COLLIER","7","MD",NA,NA,NA,NA
"751","742","Gregory Thomas Coll","Maryland","Representative","8","GOP","Gregory Thomas Coll","COLL","8","MD","1302","COLL, GREGORY THOMAS","REP","H0MD08203"
"752","743","Blake Masters","Arizona","Senator","N/A","GOP","Blake Masters","MASTERS","0","AZ","3290","MASTERS, BLAKE","REP","S2AZ00372"
"753","744","David Schweikert","Arizona","Representative","1","GOP","David Schweikert","SCHWEIKERT","1","AZ",NA,NA,NA,NA
"754","745","Eli Crane","Arizona","Representative","2","GOP","Eli Crane","CRANE","2","AZ",NA,NA,NA,NA
"755","746","Jeff Zink","Arizona","Representative","3","GOP","Jeff Zink","ZINK","3","AZ",NA,NA,NA,NA
"756","747","Kelly Cooper","Arizona","Representative","4","GOP","Kelly Cooper","COOPER","4","AZ",NA,NA,NA,NA
"757","748","Andy Biggs","Arizona","Representative","5","GOP","Andy Biggs","BIGGS","5","AZ",NA,NA,NA,NA
"758","749","Juan Ciscomani","Arizona","Representative","6","GOP","Juan Ciscomani","CISCOMANI","6","AZ",NA,NA,NA,NA
"759","750","Luis Pozzolo","Arizona","Representative","7","GOP","Luis Pozzolo","POZZOLO","7","AZ",NA,NA,NA,NA
"760","751","Debbie Lesko","Arizona","Representative","8","GOP","Debbie Lesko","LESKO","8","AZ",NA,NA,NA,NA
"761","752","Paul Gosar","Arizona","Representative","9","GOP","Paul Gosar","GOSAR","9","AZ",NA,NA,NA,NA
"762","753","Jerry Moran","Kansas","Senator","N/A","GOP","Jerry Moran","MORAN","0","KS","3479","MORAN, JERRY","REP","S0KS00091"
"763","754","Tracey Mann","Kansas","Representative","1","GOP","Tracey Mann","MANN","1","KS","1098","MANN, TRACEY ROBERT","REP","H0KS01123"
"764","755","Jake LaTurner","Kansas","Representative","2","GOP","Jake LaTurner","LATURNER","2","KS","1104","LATURNER, JAKE","REP","H0KS02188"
"765","756","Amanda L. Adkins","Kansas","Representative","3","GOP","Amanda L. Adkins","ADKINS","3","KS","1110","ADKINS, AMANDA","REP","H0KS03236"
"766","757","Ron Estes","Kansas","Representative","4","GOP","Ron Estes","ESTES","4","KS","1116","ESTES, RON","REP","H8KS04112"
"767","758","Jack Bergman","Michigan","Representative","1","GOP","Jack Bergman","BERGMAN","1","MI","1321","BERGMAN, JOHN","REP","H6MI01226"
"768","759","John Moolenaar","Michigan","Representative","2","GOP","John Moolenaar","MOOLENAAR","2","MI","1324","MOOLENAAR, JOHN MR.","REP","H4MI04126"
"769","760","John Gibbs","Michigan","Representative","3","GOP","John Gibbs","GIBBS","3","MI","1333","GIBBS, JOHN","REP","H2MI03197"
"770","761","Bill Huizenga","Michigan","Representative","4","GOP","Bill Huizenga","HUIZENGA","4","MI","1337","HUIZENGA, WILLIAM P","REP","H0MI02094"
"771","762","Tim Walberg","Michigan","Representative","5","GOP","Tim Walberg","WALBERG","5","MI",NA,NA,NA,NA
"772","763","Whittney Williams","Michigan","Representative","6","GOP","Whittney Williams","WILLIAMS","6","MI","1349","WILLIAMS, WHITTNEY","REP","H2MI06158"
"773","764","Tom Barrett","Michigan","Representative","7","GOP","Tom Barrett","BARRETT","7","MI","1353","BARRETT, THOMAS MORE","REP","H2MI07123"
"774","765","Paul Junge","Michigan","Representative","8","GOP","Paul Junge","JUNGE","8","MI","1358","JUNGE, PAUL","REP","H0MI08141"
"775","766","Lisa McClain","Michigan","Representative","9","GOP","Lisa McClain","MCCLAIN","9","MI",NA,NA,NA,NA
"776","767","John James","Michigan","Representative","10","GOP","John James","JAMES","10","MI","1375","JAMES, JOHN","REP","H2MI10150"
"777","768","Mark Ambrose","Michigan","Representative","11","GOP","Mark Ambrose","AMBROSE","11","MI","1387","AMBROSE, MARK","REP","H2MI11265"
"778","769","Steven Elliott","Michigan","Representative","12","GOP","Steven Elliott","ELLIOTT","12","MI","1394","ELLIOTT, STEVEN","REP","H2MI13311"
"779","770","Martell D. Bivings","Michigan","Representative","13","GOP","Martell D. Bivings","BIVINGS","13","MI","1410","BIVINGS, MARTELL DE'ANGELO","REP","H2MI13360"
"780","771","Eric Schmitt","Missouri","Senator","N/A","GOP","Eric Schmitt","SCHMITT","0","MO","3556","SCHMITT, ERIC","REP","S2MO00544"
"781","772","Andrew Jones","Missouri","Representative","1","GOP","Andrew Jones","JONES","1","MO","1480","JONES, ANDREW M JR","REP","H2MO01179"
"782","773","Ann Wagner","Missouri","Representative","2","GOP","Ann Wagner","WAGNER","2","MO","1485","WAGNER, ANN L.","REP","H2MO02102"
"783","774","Blaine Luetkemeyer","Missouri","Representative","3","GOP","Blaine Luetkemeyer","LUETKEMEYER","3","MO","1495","LUETKEMEYER, W BLAINE","REP","H8MO09153"
"784","775","Mark Alford","Missouri","Representative","4","GOP","Mark Alford","ALFORD","4","MO","1506","ALFORD, MARK","REP","H2MO04207"
"785","776","Jacob Turk","Missouri","Representative","5","GOP","Jacob Turk","TURK","5","MO","1513","TURK, JACOB","REP","H6MO05189"
"786","777","Sam Graves","Missouri","Representative","6","GOP","Sam Graves","GRAVES","6","MO","1518","GRAVES, SAMUEL B. JR.","REP","H0MO06073"
"787","778","Eric Burlison","Missouri","Representative","7","GOP","Eric Burlison","BURLISON","7","MO","1526","BURLISON, ERIC","REP","H2MO07143"
"788","779","Jason Smith","Missouri","Representative","8","GOP","Jason Smith","SMITH","8","MO","1533","SMITH, JASON T","REP","H4MO08162"
"789","780","Tiffany Smiley","Washington","Senator","N/A","GOP","Tiffany Smiley","SMILEY","0","WA","3856","SMILEY, TIFFANY","REP","S2WA00387"
"790","781","Vincent J. Cavaleri","Washington","Representative","1","GOP","Vincent J. Cavaleri","CAVALERI","1","WA","3028","CAVALERI, VINCENT","REP","H2WA01252"
"791","782","Dan Matthews","Washington","Representative","2","GOP","Dan Matthews","MATTHEWS","2","WA","3033","MATTHEWS, DAN","REP","H2WA02177"
"792","783","Joe Kent","Washington","Representative","3","GOP","Joe Kent","KENT","3","WA","3041","KENT, JOSEPH","REP","H2WA03100"
"793","784","Dan Newhouse","Washington","Representative","4","GOP","Dan Newhouse","NEWHOUSE","4","WA","3052","NEWHOUSE, DAN","REP","H4WA04104"
"794","785","Cathy McMorris Rodgers","Washington","Representative","5","GOP","Cathy McMorris Rodgers","RODGERS","5","WA",NA,NA,NA,NA
"795","786","Elizabeth Kreiselmaier","Washington","Representative","6","GOP","Elizabeth Kreiselmaier","KREISELMAIER","6","WA","3061","KREISELMAIER, ELIZABETH","REP","H0WA06081"
"796","787","Cliff Moon","Washington","Representative","7","GOP","Cliff Moon","MOON","7","WA","3067","MOON, CLIFFORD E","REP","H2WA07127"
"797","788","Matt Larkin","Washington","Representative","8","GOP","Matt Larkin","LARKIN","8","WA","3071","LARKIN, MATT MR","REP","H2WA08182"
"798","789","Doug Basler","Washington","Representative","9","GOP","Doug Basler","BASLER","9","WA","3080","BASLER, DOUGLAS MICHAEL","REP","H4WA09061"
"799","790","Keith R. Swank","Washington","Representative","10","GOP","Keith R. Swank","SWANK","10","WA","3087","SWANK, KEITH ROLAND","REP","H2WA08166"
"800","791","Diana Lynn Harshbarger","Tennessee","Representative","1","GOP","Diana Lynn Harshbarger","HARSHBARGER","1","TN","2497","HARSHBARGER, DIANA","REP","H0TN01118"
"801","792","Tim Burchett","Tennessee","Representative","2","GOP","Tim Burchett","BURCHETT","2","TN","2502","BURCHETT, TIM","REP","H8TN02119"
"802","793","Chuck Fleischmann","Tennessee","Representative","3","GOP","Chuck Fleischmann","FLEISCHMANN","3","TN","2509","FLEISCHMANN, CHARLES J","REP","H0TN03254"
"803","794","Scott DesJarlais","Tennessee","Representative","4","GOP","Scott DesJarlais","DESJARLAIS","4","TN","2514","DESJARLAIS, SCOTT HON.","REP","H0TN04195"
"804","795","Andy Ogles","Tennessee","Representative","5","GOP","Andy Ogles","OGLES","5","TN","2531","OGLES, ANDY","REP","H2TN05446"
"805","796","John Rose","Tennessee","Representative","6","GOP","John Rose","ROSE","6","TN","2541","ROSE, JOHN W.","REP","H8TN06094"
"806","797","Mark E. Green","Tennessee","Representative","7","GOP","Mark E. Green","GREEN","7","TN","2543","GREEN, MARK DR.","REP","H8TN07076"
"807","798","David Kustoff","Tennessee","Representative","8","GOP","David Kustoff","KUSTOFF","8","TN","2548","KUSTOFF, DAVID","REP","H2TN07103"
"808","799","Charlotte Bergmann","Tennessee","Representative","9","GOP","Charlotte Bergmann","BERGMANN","9","TN","2558","BERGMANN, CHARLOTTE","REP","H0TN09061"
"809","800","Leora R. Levy","Connecticut","Senator","N/A","GOP","Leora R. Levy","LEVY","0","CT","3345","LEVY, LEORA","REP","S2CT00314"
"810","801","Larry Lazor","Connecticut","Representative","1","GOP","Larry Lazor","LAZOR","1","CT","388","LAZOR, LAWRENCE ZIDOVSKY DR","REP","H2CT01213"
"811","802","Mike France","Connecticut","Representative","2","GOP","Mike France","FRANCE","2","CT","393","FRANCE, MIKE","REP","H2CT02161"
"812","803","Lesley DeNardis","Connecticut","Representative","3","GOP","Lesley DeNardis","DENARDIS","3","CT","397","DENARDIS, LESLEY","REP","H2CT03110"
"813","804","Jayme Stevenson","Connecticut","Representative","4","GOP","Jayme Stevenson","STEVENSON","4","CT","402","STEVENSON, JAYME MRS.","REP","H2CT04134"
"814","805","George Logan","Connecticut","Representative","5","GOP","George Logan","LOGAN","5","CT","411","LOGAN, GEORGE S","REP","H2CT05222"
"815","806","Brad Finstad","Minnesota","Representative","1","GOP","Brad Finstad","FINSTAD","1","MN","1420","FINSTAD, BRAD","REP","H2MN01223"
"816","807","Tyler Kistner","Minnesota","Representative","2","GOP","Tyler Kistner","KISTNER","2","MN","1431","KISTNER, TYLER","REP","H0MN02134"
"817","808","Tom Weiler","Minnesota","Representative","3","GOP","Tom Weiler","WEILER","3","MN","1439","WEILER, TOM","REP","H2MN03104"
"818","809","May Lor Xiong","Minnesota","Representative","4","GOP","May Lor Xiong","XIONG","4","MN",NA,NA,NA,NA
"819","810","Cicely Davis","Minnesota","Representative","5","GOP","Cicely Davis","DAVIS","5","MN","1451","DAVIS, CICELY","REP","H2MN05166"
"820","811","Tom Emmer","Minnesota","Representative","6","GOP","Tom Emmer","EMMER","6","MN","1456","EMMER, THOMAS EARL JR.","REP","H4MN06087"
"821","812","Michelle Fischbach","Minnesota","Representative","7","GOP","Michelle Fischbach","FISCHBACH","7","MN","1460","FISCHBACH, MICHELLE","REP","H0MN07091"
"822","813","Pete Stauber","Minnesota","Representative","8","GOP","Pete Stauber","STAUBER","8","MN","1468","STAUBER, PETER ALLEN","REP","H8MN08043"
"823","814","Gerald Malloy","Vermont","Senator","N/A","GOP","Gerald Malloy","MALLOY","0","VT","3845","MALLOY, GERALD","REP","S2VT00292"
"824","815","Liam Madden","Vermont","Representative","At-Large","GOP","Liam Madden","MADDEN","0","VT",NA,NA,NA,NA
"825","816","Ron Johnson","Wisconsin","Senator","N/A","GOP","Ron Johnson","JOHNSON","0","WI","3871","JOHNSON, RON HAROLD MR.","REP","S0WI00197"
"826","817","Bryan Steil","Wisconsin","Representative","1","GOP","Bryan Steil","STEIL","1","WI","3096","STEIL, BRYAN GEORGE","REP","H8WI01156"
"827","818","Erik Olsen","Wisconsin","Representative","2","GOP","Erik Olsen","OLSEN","2","WI","3100","OLSEN, ERIK","REP","H2WI02181"
"828","819","Derrick Van Orden","Wisconsin","Representative","3","GOP","Derrick Van Orden","ORDEN","3","WI",NA,NA,NA,NA
"829","820","Tim Rogers","Wisconsin","Representative","4","GOP","Tim Rogers","ROGERS","4","WI",NA,NA,NA,NA
"830","821","Scott Fitzgerald","Wisconsin","Representative","5","GOP","Scott Fitzgerald","FITZGERALD","5","WI","3113","FITZGERALD, SCOTT","REP","H0WI05113"
"831","822","Glenn Grothman","Wisconsin","Representative","6","GOP","Glenn Grothman","GROTHMAN","6","WI","3120","GROTHMAN, GLENN S.","REP","H4WI06048"
"832","823","Tom Tiffany","Wisconsin","Representative","7","GOP","Tom Tiffany","TIFFANY","7","WI","3125","TIFFANY, TOM","REP","H0WI07101"
"833","824","Mike Gallagher","Wisconsin","Representative","8","GOP","Mike Gallagher","GALLAGHER","8","WI","3130","GALLAGHER, MICHAEL JOHN","REP","H6WI08155"
"834","825","Bob McDermott","Hawaii","Senator","N/A","GOP","Bob McDermott","MCDERMOTT","0","HI",NA,NA,NA,NA
"835","826","Conrad Kress","Hawaii","Representative","1","GOP","Conrad Kress","KRESS","1","HI","842","KRESS, CONRAD","REP","H2HI02557"
"836","827","Joe Akana","Hawaii","Representative","2","GOP","Joe Akana","AKANA","2","HI","852","AKANA, JOSEPH","REP","H0HI02213"
"837","828","Buzz A. Kelley","Alaska","Senator","N/A","GOP","Buzz A. Kelley","KELLEY","0","AK",NA,NA,NA,NA
"838","829","Lisa Murkowski","Alaska","Senator","N/A","GOP","Lisa Murkowski","MURKOWSKI","0","AK","3248","MURKOWSKI, LISA","REP","S4AK00099"
"839","830","Kelly C. Tshibaka","Alaska","Senator","N/A","GOP","Kelly C. Tshibaka","TSHIBAKA","0","AK","3247","TSHIBAKA, KELLY","REP","S2AK00127"
"840","831","Nick Begich","Alaska","Representative","At-Large","GOP","Nick Begich","BEGICH","0","AK",NA,NA,NA,NA
"841","832","Sarah Palin","Alaska","Representative","At-Large","GOP","Sarah Palin","PALIN","0","AK",NA,NA,NA,NA
"842","833","Harriet Hageman","Wyoming","Representative","At-Large","GOP","Harriet Hageman","HAGEMAN","0","WY","3153","HAGEMAN, HARRIET","REP","H2WY00166"
"843","834","Marco Rubio","Florida","Senator","N/A","GOP","Marco Rubio","RUBIO","0","FL","3369","RUBIO, MARCO","REP","S0FL00338"
"844","835","Matt Gaetz","Florida","Representative","1","GOP","Matt Gaetz","GAETZ","1","FL","428","GAETZ, MATT","REP","H6FL01119"
"845","836","Neal Dunn","Florida","Representative","2","GOP","Neal Dunn","DUNN","2","FL","432","DUNN, NEAL PATRICK MD, FACS","REP","H6FL02208"
"846","837","Kat Cammack","Florida","Representative","3","GOP","Kat Cammack","CAMMACK","3","FL","439","CAMMACK, KAT","REP","H0FL03175"
"847","838","Aaron Bean","Florida","Representative","4","GOP","Aaron Bean","BEAN","4","FL","454","BEAN, AARON P.","REP","H2FL04211"
"848","839","John H. Rutherford","Florida","Representative","5","GOP","John H. Rutherford","RUTHERFORD","5","FL","460","RUTHERFORD, JOHN","REP","H6FL04105"
"849","840","Michael Waltz","Florida","Representative","6","GOP","Michael Waltz","WALTZ","6","FL","464","WALTZ, MICHAEL","REP","H8FL06148"
"850","841","Cory Mills","Florida","Representative","7","GOP","Cory Mills","MILLS","7","FL","474","MILLS, CORY","REP","H2FL07156"
"851","842","Bill Posey","Florida","Representative","8","GOP","Bill Posey","POSEY","8","FL","491","POSEY, BILL","REP","H8FL15107"
"852","843","Scotty Moore","Florida","Representative","9","GOP","Scotty Moore","MOORE","9","FL","499","MOORE, SCOTTY","REP","H2FL09228"
"853","844","Calvin B. Wimbish","Florida","Representative","10","GOP","Calvin B. Wimbish","WIMBISH","10","FL","518","WIMBISH, CALVIN B MR","REP","H2FL10283"
"854","845","Daniel Webster","Florida","Representative","11","GOP","Daniel Webster","WEBSTER","11","FL","525","WEBSTER, DANIEL","REP","H0FL08208"
"855","846","Gus Michael Bilirakis","Florida","Representative","12","GOP","Gus Michael Bilirakis","BILIRAKIS","12","FL","534","BILIRAKIS, GUS M","REP","H6FL09070"
"856","847","Anna Paulina Luna","Florida","Representative","13","GOP","Anna Paulina Luna","LUNA","13","FL",NA,NA,NA,NA
"857","848","James Judge","Florida","Representative","14","GOP","James Judge","JUDGE","14","FL","554","JUDGE, JAMES","REP","H2FL14277"
"858","849","Laurel Lee","Florida","Representative","15","GOP","Laurel Lee","LEE","15","FL","571","LEE, LAUREL MRS.","REP","H2FL15241"
"859","850","Vern Buchanan","Florida","Representative","16","GOP","Vern Buchanan","BUCHANAN","16","FL","578","BUCHANAN, VERNON","REP","H6FL13148"
"860","851","Greg Steube","Florida","Representative","17","GOP","Greg Steube","STEUBE","17","FL","582","STEUBE, GREG","REP","H8FL17053"
"861","852","Scott Franklin","Florida","Representative","18","GOP","Scott Franklin","FRANKLIN","18","FL","585","FRANKLIN, SCOTT MR.","REP","H0FL15104"
"862","853","Byron Donalds","Florida","Representative","19","GOP","Byron Donalds","DONALDS","19","FL","595","DONALDS, BYRON","REP","H2FL14186"
"863","854","Drew Montez Clark","Florida","Representative","20","GOP","Drew Montez Clark","CLARK","20","FL","613","CLARK, DREW-MONTEZ DR.","REP","H2FL25083"
"864","855","Brian Mast","Florida","Representative","21","GOP","Brian Mast","MAST","21","FL","622","MAST, BRIAN","REP","H6FL18097"
"865","856","Dan Franzese","Florida","Representative","22","GOP","Dan Franzese","FRANZESE","22","FL","631","FRANZESE, DANIEL JOHN","REP","H2FL21108"
"866","857","Joe Budd","Florida","Representative","23","GOP","Joe Budd","BUDD","23","FL","652","BUDD, JOE","REP","H2FL23138"
"867","858","Jesus G. Navarro","Florida","Representative","24","GOP","Jesus G. Navarro","NAVARRO","24","FL","665","NAVARRO, JESUS","REP","H2FL24078"
"868","859","Carla Spalding","Florida","Representative","25","GOP","Carla Spalding","SPALDING","25","FL","672","SPALDING, CARLA A","REP","H0FL23090"
"869","860","Mario Diaz-Balart","Florida","Representative","26","GOP","Mario Diaz-Balart","DIAZ-BALART","26","FL","677","DIAZ-BALART, MARIO","REP","H2FL25018"
"870","861","María Elvira Salazar","Florida","Representative","27","GOP","María Elvira Salazar","SALAZAR","27","FL","690","SALAZAR, MARIA ELVIRA","REP","H8FL27185"
"871","862","Carlos A. Gimenez","Florida","Representative","28","GOP","Carlos A. Gimenez","GIMENEZ","28","FL","692","GIMENEZ, CARLOS","REP","H0FL26036"
"872","863","Nicholas J. LaLota","New York","Representative","1","GOP","Nicholas J. LaLota","LALOTA","1","NY",NA,NA,NA,NA
"873","864","Andrew R. Garbarino","New York","Representative","2","GOP","Andrew R. Garbarino","GARBARINO","2","NY","1929","GARBARINO, ANDREW","REP","H0NY02234"
"874","865","George A.D. Santos","New York","Representative","3","GOP","George A.D. Santos","SANTOS","3","NY",NA,NA,NA,NA
"875","866","Anthony P. D'Esposito","New York","Representative","4","GOP","Anthony P. D'Esposito","D'ESPOSITO","4","NY",NA,NA,NA,NA
"876","867","Paul King","New York","Representative","5","GOP","Paul King","KING","5","NY","1962","KING, PAUL","REP","H2NY05126"
"877","868","Thomas Zmich","New York","Representative","6","GOP","Thomas Zmich","ZMICH","6","NY","1966","ZMICH, THOMAS","REP","H0NY06086"
"878","869","Juan Pagan","New York","Representative","7","GOP","Juan Pagan","PAGAN","7","NY",NA,NA,NA,NA
"879","870","Yuri Dashevsky","New York","Representative","8","GOP","Yuri Dashevsky","DASHEVSKY","8","NY","1971","DASHEVSKY, YURI MR","REP","H2NY08187"
"880","871","Benine Hamdan","New York","Representative","10","GOP","Benine Hamdan","HAMDAN","10","NY","1994","HAMDAN, BENINE","REP","H2NY10134"
"881","872","Nicole Malliotakis","New York","Representative","11","GOP","Nicole Malliotakis","MALLIOTAKIS","11","NY","2003","MALLIOTAKIS, NICOLE","REP","H0NY11078"
"882","873","Michael Zumbluskas","New York","Representative","12","GOP","Michael Zumbluskas","ZUMBLUSKAS","12","NY","2016","ZUMBLUSKAS, MICHAEL K MR.","REP","H2NY12221"
"883","874","Tina Forte","New York","Representative","14","GOP","Tina Forte","FORTE","14","NY","2028","FORTE, TINA","REP","H2NY14128"
"884","875","Stylo A. Sapaskis","New York","Representative","15","GOP","Stylo A. Sapaskis","SAPASKIS","15","NY",NA,NA,NA,NA
"885","876","Miriam L. Flisser","New York","Representative","16","GOP","Miriam L. Flisser","FLISSER","16","NY","2048","FLISSER, MIRIAM","REP","H2NY16115"
"886","877","Michael V. Lawler","New York","Representative","17","GOP","Michael V. Lawler","LAWLER","17","NY","2056","LAWLER, MICHAEL VINCENT","REP","H2NY17162"
"887","878","Colin J. Schmitt","New York","Representative","18","GOP","Colin J. Schmitt","SCHMITT","18","NY","2064","SCHMITT, COLIN J","REP","H2NY18087"
"888","879","Marcus Molinaro","New York","Representative","19","GOP","Marcus Molinaro","MOLINARO","19","NY","2072","MOLINARO, MARCUS J.","REP","H2NY19127"
"889","880","Elizabeth L. Joy","New York","Representative","20","GOP","Elizabeth L. Joy","JOY","20","NY","2081","JOY, ELIZABETH L","REP","H0NY20111"
"890","881","Elise M. Stefanik","New York","Representative","21","GOP","Elise M. Stefanik","STEFANIK","21","NY","2089","STEFANIK, ELISE M.","REP","H4NY21079"
"891","882","Brandon M. Williams","New York","Representative","22","GOP","Brandon M. Williams","WILLIAMS","22","NY","2096","WILLIAMS, BRANDON MCDONALD","REP","H2NY22212"
"892","883","Nick Langworthy","New York","Representative","23","GOP","Nick Langworthy","LANGWORTHY","23","NY","2107","LANGWORTHY, NICK","REP","H2NY23228"
"893","884","Claudia Tenney","New York","Representative","24","GOP","Claudia Tenney","TENNEY","24","NY","2116","TENNEY, CLAUDIA","REP","H4NY22051"
"894","885","La'Ron D. Singletary","New York","Representative","25","GOP","La'Ron D. Singletary","SINGLETARY","25","NY","2120","SINGLETARY, LA'RON DESMOND","REP","H2NY25082"
"895","886","Steven L. Sams II","New York","Representative","26","GOP","Steven L. Sams II","II","26","NY",NA,NA,NA,NA
"896","887","Dean James Martilli","Massachusetts","Representative","1","GOP","Dean James Martilli","MARTILLI","1","MA","1195","MARTILLI, DEAN","REP","H2MA01228"
"897","888","Jeffrey A. Sossa-Paquette","Massachusetts","Representative","2","GOP","Jeffrey A. Sossa-Paquette","SOSSA-PAQUETTE","2","MA","1198","SOSSA-PAQUETTE, JEFF","REP","H2MA02085"
"898","889","Dean A. Tran","Massachusetts","Representative","3","GOP","Dean A. Tran","TRAN","3","MA","1205","TRAN, DEAN","REP","H2MA03141"
"899","890","Caroline Colarusso","Massachusetts","Representative","5","GOP","Caroline Colarusso","COLARUSSO","5","MA","1218","COLARUSSO, CAROLINE","REP","H0MA05132"
"900","890","Caroline Colarusso","Massachusetts","Representative","5","GOP","Caroline Colarusso","COLARUSSO","5","MA","1219","COLARUSSO, CAROLINE","REP","H2MA05153"
"901","891","Bob May","Massachusetts","Representative","6","GOP","Bob May","MAY","6","MA","1223","MAY, ROBERT","REP","H2MA06086"
"902","892","Donnie Dionicio Palmer","Massachusetts","Representative","7","GOP","Donnie Dionicio Palmer","PALMER","7","MA",NA,NA,NA,NA
"903","893","Robert G. Burke","Massachusetts","Representative","8","GOP","Robert G. Burke","BURKE","8","MA",NA,NA,NA,NA
"904","894","Jesse G. Brown","Massachusetts","Representative","9","GOP","Jesse G. Brown","BROWN","9","MA","1237","BROWN, JESSE","REP","H2MA09239"
"905","895","Lee Murphy","Delaware","Representative","At-Large","GOP","Lee Murphy","MURPHY","0","DE","420","MURPHY, LEE","REP","H8DE01044"
"906","896","Donald C. Bolduc","New Hampshire","Senator","N/A","GOP","Donald C. Bolduc","BOLDUC","0","NH","3634","BOLDUC, DONALD C.","REP","S0NH00326"
"907","897","Karoline Leavitt","New Hampshire","Representative","1","GOP","Karoline Leavitt","LEAVITT","1","NH","1733","LEAVITT, KAROLINE","REP","H2NH01270"
"908","898","Robert Burns","New Hampshire","Representative","2","GOP","Robert Burns","BURNS","2","NH","1739","BURNS, ROBERT ANDREW MR.","REP","H2NH00025"
"909","899","Allen R. Waters","Rhode Island","Representative","1","GOP","Allen R. Waters","WATERS","1","RI","2426","WATERS, ALLEN R","REP","H2RI01202"
"910","900","Allan W. Fung","Rhode Island","Representative","2","GOP","Allan W. Fung","FUNG","2","RI","2439","FUNG, ALLAN","REP","H2RI02226"
