"","CAND_ID","CMTE_ID","LINKAGE_ID"
"4112","H2VA08186","C00813428",244680
"4113","H2VA09010","C00178418",237706
"4114","H2VA09085","C00799791",244591
"4115","H2VA10141","C00775668",240380
"4116","H2VA10158","C00777888",240609
"4117","H2VA10166","C00778944",240752
"4118","H2VA10174","C00780825",240983
"4119","H2VA10182","C00784629",241496
"4120","H2VA10190","C00786319",241705
"4121","H2VA10216","C00791962",242860
"4122","H2VA10224","C00799304",242959
"4123","H2VA10232","C00800342",243095
"4124","H2VA10240","C00802488",243295
"4125","H2VA10257","C00802561",243296
"4126","H2VA10265","C00803775",243459
"4127","H2VA10273","C00804237",243524
"4128","H2VA10281","C00812065",244498
"4129","H2VA11164","C00507673",235333
"4130","H2VA11198","C00768655",239984
"4131","H2VA11206","C00789420",241913
"4132","H2VA11214","C00793232",242283
"4133","H2VA11214","C00794735",242436
"4134","H2VA11222","C00799734",243023
"4135","H2VA11230","C00800540",243096
"4136","H2VA11248","C00801225",243171
"4137","H2VA11255","C00804781",243593
"4138","H2VI00082","C00528182",235583
"4139","H2VT00144","C00800730",243119
"4140","H2VT01068","C00796516",242628
"4141","H2VT01076","C00797175",242686
"4142","H2VT01084","C00801266",243183
"4143","H2VT01092","C00809111",244117
"4144","H2VT01100","C00812008",244499
"4145","H2VT01118","C00813725",244721
"4146","H2WA01245","C00797050",242664
"4147","H2WA01252","C00789644",243367
"4148","H2WA02177","C00815332",244890
"4149","H2WA02219","C00781658",241099
"4150","H2WA02227","C00790626",242021
"4151","H2WA03100","C00771394",240032
"4152","H2WA03118","C00769570",239746
"4153","H2WA03126","C00770008",239814
"4154","H2WA03134","C00771436",240033
"4155","H2WA03142","C00772608",240173
"4156","H2WA03167","C00779801",240858
"4157","H2WA03175","C00790832",242042
"4158","H2WA03183","C00791442",242116
"4159","H2WA03191","C00797225",242687
"4160","H2WA03209","C00799114",242934
"4161","H2WA03217","C00806174",243776
"4162","H2WA04157","C00771154",239985
"4163","H2WA04165","C00773101",240191
"4164","H2WA04173","C00777490",240573
"4165","H2WA04181","C00790204",241992
"4166","H2WA04199","C00791491",242117
"4167","H2WA05097","C00791236",242091
"4168","H2WA05105","C00792762",242248
"4169","H2WA05113","C00816850",245048
"4170","H2WA06129","C00514893",235590
"4171","H2WA06160","C00774448",240291
"4172","H2WA06160","C00774448",240297
"4173","H2WA06178","C00797167",244145
"4174","H2WA07119","C00799387",243001
"4175","H2WA07127","C00818708",245261
"4176","H2WA07135","C00815829",245291
"4177","H2WA08166","C00700161",236509
"4178","H2WA08182","C00780049",240903
"4179","H2WA08182","C00775916",245704
"4180","H2WA08190","C00783449",241931
"4181","H2WA08208","C00795757",242558
"4182","H2WA08216","C00808766",244219
"4183","H2WA08224","C00815076",244871
"4184","H2WA09115","C00769588",239747
"4185","H2WA09123","C00774000",240223
"4186","H2WA09131","C00780486",240950
"4187","H2WA09149","C00813576",244722
"4188","H2WA09149","C00803031",243410
"4189","H2WA09156","C00789875",241944
"4190","H2WA09198","C00820597",245461
"4191","H2WA10063","C00794362",242397
"4192","H2WA14016","C00786541",241706
"4193","H2WI01100","C00784587",241477
"4194","H2WI01126","C00795286",242508
"4195","H2WI02124","C00502179",235213
"4196","H2WI02173","C00788083",241819
"4197","H2WI02181","C00811729",244473
"4198","H2WI03098","C00784736",241510
"4199","H2WI03122","C00790543",242022
"4200","H2WI03130","C00791475",242118
"4201","H2WI03148","C00793786",242335
"4202","H2WI03155","C00794958",242464
"4203","H2WI04070","C00814830",244855
"4204","H2WI05267","C00790238",241993
"4205","H2WI05275","C00790261",242023
"4206","H2WI06067","C00779181",240792
"4207","H2WI06075","C00814889",244864
"4208","H2WI07099","C00795922",242573
"4209","H2WI07115","C00814293",244804
"4210","H2WI07123","C00817965",245474
"4211","H2WI08063","C00766477",239348
"4212","H2WI08089","C00818500",245206
"4213","H2WI08097","C00821223",245502
"4214","H2WV01102","C00775155",240333
"4215","H2WV01110","C00786673",241858
"4216","H2WV01110","C00786673",241727
"4217","H2WV01128","C00788042",241820
"4218","H2WV01136","C00801811",243224
"4219","H2WV02175","C00799973",243043
"4220","H2WV02183","C00800870",243141
"4221","H2WV02191","C00803262",243411
"4222","H2WV02209","C00812016",244500
"4223","H2WV04023","C00762948",239005
"4224","H2WY00158","C00766832",239377
"4225","H2WY00166","C00788943",241887
"4226","H2WY01016","C00766857",239378
"4227","H2WY01024","C00772723",240175
"4228","H2WY01024","C00772715",240174
"4229","H2WY01032","C00771071",239986
"4230","H2WY01040","C00780775",241478
"4231","H2WY01057","C00800680",243142
"4232","H2WY01065","C00800680",243490
"4233","H2WY01073","C00816546",245035
"4234","H2WY01081","C00828020",245918
"4235","H2WY29017","C00785253",241588
"4236","H3HI02142","C00819797",245373
"4237","H4AL01222","C00815902",245098
"4238","H4AL02089","C00827428",245942
"4239","H4AL06098","C00551374",235402
"4240","H4AL06155","C00763102",238572
"4241","H4AL06155","C00817767",245139
"4242","H4AR02141","C00551275",235244
"4243","H4AR04048","C00548180",235513
"4244","H4AS00036","C00393041",234850
"4245","H4AZ01145","C00572057",235443
"4246","H4AZ01178","C00826131",245820
"4247","H4AZ06045","C00558262",235418
"4248","H4AZ06045","C00773218",245557
"4249","H4AZ06045","C00540617",235377
"4250","H4AZ07043","C00558627",235419
"4251","H4CA01082","C00766949",239391
"4252","H4CA02098","C00543553",235298
"4253","H4CA03096","C00546564",235475
"4254","H4CA07055","C00549188",235300
"4255","H4CA11081","C00398644",234735
"4256","H4CA11149","C00827683",245878
"4257","H4CA12055","C00503185",235312
"4258","H4CA16049","C00289603",234804
"4259","H4CA20082","C00391029",234837
"4260","H4CA23011","C00167585",234816
"4261","H4CA24142","C00572560",235368
"4262","H4CA25123","C00554014",235296
"4263","H4CA26147","C00552430",235522
"4264","H4CA28093","C00829176",246032
"4265","H4CA30081","C00554360",235221
"4266","H4CA30123","C00581058",235292
"4267","H4CA31055","C00544809",235605
"4268","H4CA31071","C00557884",235521
"4269","H4CA33119","C00556506",235572
"4270","H4CA33135","C00556670",235304
"4271","H4CA33168","C00557256",235520
"4272","H4CA35031","C00557652",235568
"4273","H4CA44157","C00735050",238155
"4274","H4CA45089","C00700559",236434
"4275","H4CA47069","C00552604",235407
"4276","H4CA49032","C00528851",235388
"4277","H4CO04090","C00573378",235505
"4278","H4CO06103","C00785485",241598
"4279","H4CO06111","C00785485",245741
"4280","H4CT01078","C00765255",237648
"4281","H4FL02088","C00828459",245943
"4282","H4FL02096","C00828459",245944
"4283","H4FL03086","C00563833",235476
"4284","H4FL08051","C00733345",239133
"4285","H4FL08051","C00733337",239132
"4286","H4FL08051","C00803221",243437
"4287","H4FL13077","C00542035",235187
"4288","H4FL13150","C00807164",243901
"4289","H4FL15155","C00718650",238033
"4290","H4FL15155","C00801787",243225
"4291","H4FL16021","C00289140",234803
"4292","H4FL19090","C00556241",235482
"4293","H4FL20023","C00385773",234853
"4294","H4FL21054","C00771733",241830
"4295","H4FL21054","C00771733",240055
"4296","H4FL26079","C00829192",246033
"4297","H4GA01039","C00543967",235273
"4298","H4GA01104","C00554329",235220
"4299","H4GA02078","C00560359",235301
"4300","H4GA06087","C00386755",234933
"4301","H4GA10071","C00544684",235566
"4302","H4GA11061","C00543892",235547
"4303","H4GA11103","C00611137",235744
"4304","H4GA12051","C00803486",244839
"4305","H4GA12051","C00606970",235761
"4306","H4GA13034","C00705145",236494
"4307","H4GU00013","C00565887",235351
"4308","H4HI01134","C00548131",235338
"4309","H4HI01183","C00668947",236250
"4310","H4IA03115","C00702589",237573
"4311","H4IA03115","C00545616",235584
"4312","H4IA03115","C00568634",235624
"4313","H4IA05102","C00287045",238951
"4314","H4ID02063","C00790287",242003
"4315","H4IL02178","C00540385",235194
"4316","H4IL02343","C00829002",245991
"4317","H4IL03077","C00405431",234732
"4318","H4IL07037","C00172619",234932
"4319","H4IL11229","C00545632",235601
"4320","H4IL12060","C00546499",235454
"4321","H4IL17077","C00675728",236668
"4322","H4IN01012","C00166504",234814
"4323","H4IN02051","C00500173",235553
"4324","H4IN05088","C00738658",238085
"4325","H4KY06163","C00793307",243356
"4326","H4KY06163","C00710152",237311
"4327","H4LA01147","C00760926",245247
"4328","H4LA05064","C00548107",235337
"4329","H4LA05130","C00549352",235243
"4330","H4LA06112","C00554253",235218
"4331","H4LA06120","C00555474",235569
"4332","H4LA06153","C00558486",235233
"4333","H4LA06179","C00564138",235302
"4334","H4MA01059","C00702290",236810
"4335","H4MA01059","C00565085",235593
"4336","H4MA03022","C00285171",234795
"4337","H4MA05043","C00190637",234922
"4338","H4MA05084","C00541888",235288
"4339","H4MA06033","C00318196",237404
"4340","H4MA06090","C00547240",235305
"4341","H4MA09078","C00553917",235294
"4342","H4MA09086","C00556217",235481
"4343","H4MD04113","C00550004",235197
"4344","H4ME02200","C00546077",235196
"4345","H4ME02234","C00775296",245485
"4346","H4ME02234","C00788968",241888
"4347","H4MI04118","C00581090",235293
"4348","H4MI04126","C00561530",235484
"4349","H4MI07103","C00390724",234833
"4350","H4MI07103","C00577973",235469
"4351","H4MI08135","C00561001",235526
"4352","H4MI09109","C00802884",243340
"4353","H4MI12079","C00558213",235411
"4354","H4MI80019","C00763441",238726
"4355","H4MI80019","C00763458",239434
"4356","H4MN06087","C00573444",235604
"4357","H4MN06087","C00545749",235434
"4358","H4MO04138","C00565523",235195
"4359","H4MO04153","C00826933",245856
"4360","H4MO05234","C00395848",234736
"4361","H4MO08162","C00573436",235603
"4362","H4MO08162","C00541862",235287
"4363","H4MS02068","C00279851",234810
"4364","H4MT00050","C00548289",235621
"4365","H4MT01041","C00778159",244338
"4366","H4MT01041","C00798454",245501
"4367","H4NC01046","C00401190",234705
"4368","H4NC01095","C00558072",235574
"4369","H4NC02127","C00800201",244592
"4370","H4NC03059","C00581314",235449
"4371","H4NC05146","C00386748",234836
"4372","H4NC06102","C00552638",235261
"4373","H4NC10047","C00393629",234854
"4374","H4NC12084","C00545756",235435
"4375","H4NC12100","C00546358",235290
"4376","H4NE01064","C00395467",234733
"4377","H4NH02233","C00548917",235562
"4378","H4NJ01084","C00558320",235229
"4379","H4NJ01118","C00728790",237418
"4380","H4NJ01118","C00771550",240041
"4381","H4NJ01142","C00566000",235467
"4382","H4NJ05135","C00544007",235318
"4383","H4NJ07099","C00554980",235311
"4384","H4NJ09095","C00404335",234739
"4385","H4NJ09137","C00829242",246041
"4386","H4NJ11117","C00614909",235721
"4387","H4NJ12131","C00558171",235410
"4388","H4NJ12149","C00558437",235232
"4389","H4NJ13022","C00197699",234744
"4390","H4NV01153","C00559492",235539
"4391","H4NY04075","C00555813",235515
"4392","H4NY09090","C00613182",235724
"4393","H4NY11138","C00415331",234728
"4394","H4NY11138","C00398941",234959
"4395","H4NY11187","C00738245",237612
"4396","H4NY13076","C00563510",235611
"4397","H4NY18109","C00565465",235250
"4398","H4NY20139","C00828756",245971
"4399","H4NY21079","C00547893",235404
"4400","H4NY22051","C00561183",235973
"4401","H4NY22051","C00632828",237122
"4402","H4NY22051","C00702811",237815
"4403","H4NY24073","C00556365",235417
"4404","H4NY27076","C00401034",234738
"4405","H4OH02156","C00554220",235217
"4406","H4OH03089","C00559351",235524
"4407","H4OH08088","C00726299",238793
"4408","H4OH11066","C00566356",235424
"4409","H4OK01099","C00828442",245945
"4410","H4OK02089","C00410829",234949
"4411","H4OK06056","C00287912",234802
"4412","H4OR02228","C00765925",239280
"4413","H4PA06052","C00553990",235295
"4414","H4PA09056","C00545681",235281
"4415","H4PA11060","C00786947",241747
"4416","H4PA12043","C00543918",235439
"4417","H4PA13165","C00542571",235241
"4418","H4PA13199","C00543363",235297
"4419","H4PA15087","C00386847",235899
"4420","H4PA18131","C00290064",234805
"4421","H4PA21051","C00283606",234794
"4422","H4PR00095","C00567735",235414
"4423","H4SC01073","C00285254",234796
"4424","H4SC01172","C00541243",235598
"4425","H4SC03111","C00616888",236224
"4426","H4TN04015","C00196915",234926
"4427","H4TN08099","C00565366",235349
"4428","H4TX01092","C00820159",245399
"4429","H4TX02108","C00392670",237908
"4430","H4TX03106","C00823013",245618
"4431","H4TX04039","C00386532",234835
"4432","H4TX04146","C00553057",235610
"4433","H4TX04153","C00554113",235420
"4434","H4TX06208","C00826974",245862
"4435","H4TX09095","C00578567",235473
"4436","H4TX10028","C00286500",234799
"4437","H4TX10085","C00392266",234840
"4438","H4TX10093","C00392688",234848
"4439","H4TX10093","C00573246",235504
"4440","H4TX13014","C00286187",234798
"4441","H4TX18054","C00287904",234801
"4442","H4TX19102","C00384016",234841
"4443","H4TX19136","C00383828",234839
"4444","H4TX21041","C00662809",236882
"4445","H4TX22163","C00597005",235686
"4446","H4TX22171","C00564468",235573
"4447","H4TX24094","C00393348",234851
"4448","H4TX25083","C00818799",245274
"4449","H4TX28046","C00394353",234843
"4450","H4TX28046","C00528851",235389
"4451","H4TX30067","C00777235",240554
"4452","H4TX33012","C00553628",235480
"4453","H4TX37013","C00827766",245896
"4454","H4VA02029","C00397844",242092
"4455","H4VA07143","C00554949",235310
"4456","H4VA08216","C00555698",235586
"4457","H4VA08224","C00555888",235516
"4458","H4VA08281","C00557215",235517
"4459","H4VA10113","C00557603",235409
"4460","H4WA04104","C00699462",236597
"4461","H4WA04104","C00559393",235525
"4462","H4WA04104","C00611400",236437
"4463","H4WA05077","C00390476",234855
"4464","H4WA06075","C00755520",237244
"4465","H4WA07073","C00569707",235614
"4466","H4WA09061","C00566232",235413
"4467","H4WI04183","C00397505",234737
"4468","H4WI06048","C00561597",235485
"4469","H4WI06121","C00826701",245843
"4470","H4WI07111","C00724252",237979
"4471","H4WV02080","C00568113",235441
"4472","H4WV02080","C00629949",236831
"4473","H4WV02080","C00768705",239599
"4474","H4WV02106","C00546929",235552
"4475","H4WV02122","C00549469",235502
"4476","H4WV02197","C00828699",245963
"4477","H4WV02205","C00828947",245994
"4478","H6AK00045","C00012229",234821
"4479","H6AK00243","C00754390",238531
"4480","H6AK00250","C00621722",236645
"4481","H6AL02159","C00725721",238653
"4482","H6AL02167","C00726034",237693
"4483","H6AL04098","C00313247",234772
"4484","H6AL07166","C00678631",236765
"4485","H6AZ01181","C00582866",235252
"4486","H6AZ01199","C00582890",235253
"4487","H6AZ03179","C00579060",235372
"4488","H6AZ04185","C00624163",236010
"4489","H6AZ05083","C00610451",235753
"4490","H6AZ05091","C00611574",235764
"4491","H6AZ05141","C00619064",236120
"4492","H6AZ09010","C00572602",235458
"4493","H6CA01202","C00780106",240904
"4494","H6CA05195","C00409219",234707
"4495","H6CA05336","C00746420",238292
"4496","H6CA06219","C00797290",242704
"4497","H6CA15152","C00609420",235780
"4498","H6CA19139","C00745653",239243
"4499","H6CA20152","C00592154",235662
"4500","H6CA21028","C00194803",234930
"4501","H6CA21176","C00422642",234957
"4502","H6CA22125","C00484360",235183
"4503","H6CA22125","C00541011",235459
"4504","H6CA22125","C00420935",234954
"4505","H6CA22182","C00607259",235757
"4506","H6CA24048","C00013128",234822
"4507","H6CA24113","C00308742",234770
"4508","H6CA24279","C00423178",234947
"4509","H6CA24303","C00576041",235462
"4510","H6CA28171","C00626143",236319
"4511","H6CA31134","C00602722",235683
"4512","H6CA31159","C00617209",236122
"4513","H6CA32132","C00596858",235689
"4514","H6CA34112","C00528851",235390
"4515","H6CA34237","C00616045",235781
"4516","H6CA41182","C00589440",235639
"4517","H6CA44103","C00577353",235329
"4518","H6CA44145","C00592048",235668
"4519","H6CA46116","C00578302",235306
"4520","H6CA48237","C00588467",235628
"4521","H6CA50258","C00607325",235758
"4522","H6CA50274","C00787416",242719
"4523","H6CO01141","C00311639",234791
"4524","H6CO03139","C00470757",235055
"4525","H6CO03139","C00493783",235146
"4526","H6CO03188","C00608620",235705
"4527","H6CO05159","C00420745",234952
"4528","H6CO07023","C00410639",234712
"4529","H6DE00206","C00590778",235637
"4530","H6FL01119","C00612432",235774
"4531","H6FL01143","C00565366",235350
"4532","H6FL02208","C00582304",235237
"4533","H6FL04105","C00615294",235726
"4534","H6FL05193","C00805184",243660
"4535","H6FL06118","C00586628",235654
"4536","H6FL07124","C00774760",240315
"4537","H6FL07140","C00620443",236743
"4538","H6FL08130","C00803791",243479
"4539","H6FL08213","C00424713",234966
"4540","H6FL09070","C00408534",234706
"4541","H6FL09179","C00581074",235291
"4542","H6FL09187","C00581926",235343
"4543","H6FL11126","C00410761",234714
"4544","H6FL11209","C00591206",237103
"4545","H6FL11217","C00802645",243341
"4546","H6FL13148","C00412759",234721
"4547","H6FL13148","C00466466",235114
"4548","H6FL13189","C00575233",235286
"4549","H6FL13197","C00591388",235666
"4550","H6FL13205","C00590067",235660
"4551","H6FL14112","C00744698",238422
"4552","H6FL18097","C00632257",235805
"4553","H6FL18113","C00580498",235452
"4554","H6FL18121","C00727164",237860
"4555","H6FL19087","C00618223",236203
"4556","H6FL20051","C00624999",235801
"4557","H6GA03113","C00607838",235773
"4558","H6GA04129","C00418293",234938
"4559","H6GA05217","C00202416",234931
"4560","H6GA07163","C00711713",237738
"4561","H6GA09177","C00754804",238619
"4562","H6GA09243","C00611848",237227
"4563","H6GA09243","C00739680",237536
"4564","H6GA09243","C00774778",244805
"4565","H6GA11074","C00613216",235727
"4566","H6HI01113","C00501833",235394
"4567","H6IA02146","C00414318",234962
"4568","H6IA02161","C00662395",236227
"4569","H6IA03235","C00580282",235336
"4570","H6IA04142","C00615534",235755
"4571","H6ID01177","C00414078",243666
"4572","H6IL01175","C00684738",235974
"4573","H6IL02124","C00305920",234780
"4574","H6IL02199","C00620237",235862
"4575","H6IL06117","C00484360",235184
"4576","H6IL08147","C00575092",235618
"4577","H6IL10135","C00574434",235344
"4578","H6IL11117","C00575639",235341
"4579","H6IL12099","C00576710",235445
"4580","H6IL15084","C00589739",235664
"4581","H6IL17205","C00608026",235732
"4582","H6IL18088","C00575050",235617
"4583","H6IL18138","C00577122",235510
"4584","H6IN03229","C00577999",235470
"4585","H6IN06206","C00741785",238315
"4586","H6IN08244","C00609156",240712
"4587","H6IN09119","C00803866",243494
"4588","H6IN09143","C00800649",243143
"4589","H6IN09150","C00582676",235626
"4590","H6IN09168","C00583914",235597
"4591","H6IN09176","C00590463",235656
"4592","H6KS01146","C00413096",234724
"4593","H6KS01146","C00493783",235147
"4594","H6KS04173","C00617746",236674
"4595","H6KY01110","C00588764",235675
"4596","H6KY03124","C00419630",234950
"4597","H6LA02173","C00567842",235430
"4598","H6LA03130","C00611145",235768
"4599","H6LA03148","C00617662",236649
"4600","H6LA03155","C00622829",236786
"4601","H6LA04138","C00608695",235707
"4602","H6LA04153","C00621979",235795
"4603","H6MA08141","C00222455",234757
"4604","H6MD03292","C00415182",234727
"4605","H6MD04183","C00801290",243210
"4606","H6MD04209","C00574640",235609
"4607","H6MD05206","C00574913",236316
"4608","H6MD05222","C00816793",245050
"4609","H6MD06212","C00582296",235236
"4610","H6MD07020","C00726372",237811
"4611","H6MD08457","C00575126",235284
"4612","H6MD08507","C00583781",235595
"4613","H6MD08523","C00588715",235630
"4614","H6MD08531","C00589366",235650
"4615","H6MD08549","C00653196",236539
"4616","H6MI01028","C00409797",234708
"4617","H6MI01226","C00614214",235741
"4618","H6MI03172","C00614503",235710
"4619","H6MI04113","C00200584",234924
"4620","H6MI04113","C00658880",236553
"4621","H6MI06159","C00823260",245629
"4622","H6MI10219","C00609172",235728
"4623","H6MI12264","C00756171",237186
"4624","H6MI14195","C00713974",239029
"4625","H6MN02123","C00573063",235567
"4626","H6MN02131","C00575209",235285
"4627","H6MN02149","C00589234",235631
"4628","H6MN02156","C00589267",235632
"4629","H6MN04244","C00752105",239123
"4630","H6MN06074","C00410118",234709
"4631","H6MN06165","C00608422",235749
"4632","H6MN07304","C00610071",235713
"4633","H6MO05189","C00821033",245493
"4634","H6MO06203","C00575753",235254
"4635","H6MO06229","C00620567",237222
"4636","H6MO06229","C00620575",235800
"4637","H6MS01131","C00573980",235607
"4638","H6MS03186","C00608521",235778
"4639","H6NC02122","C00589275",235633
"4640","H6NC02130","C00602706",235703
"4641","H6NC02148","C00614628",235715
"4642","H6NC02163","C00616458",235720
"4643","H6NC03161","C00809137",244087
"4644","H6NC04037","C00195628",234923
"4645","H6NC06107","C00589515",235640
"4646","H6NC09176","C00583369",235240
"4647","H6NC09184","C00590307",235663
"4648","H6NC12055","C00612036",235776
"4649","H6NE02125","C00575167",235327
"4650","H6NE03115","C00412890",234723
"4651","H6NH01230","C00419978",238874
"4652","H6NH02238","C00619874",235790
"4653","H6NJ01204","C00590810",235645
"4654","H6NJ05171","C00573949",235564
"4655","H6NJ06229","C00611061",235743
"4656","H6NJ07177","C00610048",235711
"4657","H6NJ08118","C00313510",234773
"4658","H6NJ12136","C00444224",234974
"4659","H6NJ12227","C00624494",236992
"4660","H6NJ13191","C00410753",234713
"4661","H6NM03059","C00798934",242962
"4662","H6NV01232","C00647560",235826
"4663","H6NV02164","C00484360",235185
"4664","H6NV03097","C00559492",235540
"4665","H6NV03147","C00607465",235767
"4666","H6NV04020","C00655613",236253
"4667","H6NV04061","C00613331",235782
"4668","H6NY01118","C00577080",235549
"4669","H6NY01118","C00525758",235347
"4670","H6NY03247","C00607200",235756
"4671","H6NY05051","C00593301",235634
"4672","H6NY10127","C00614016",235704
"4673","H6NY13105","C00579433",235374
"4674","H6NY14244","C00579599",235736
"4675","H6NY18161","C00587782",235673
"4676","H6NY18179","C00589499",235642
"4677","H6NY19169","C00580415",235451
"4678","H6NY19193","C00582858",235251
"4679","H6NY19227","C00591750",235671
"4680","H6NY19243","C00608174",237925
"4681","H6NY25125","C00532879",235563
"4682","H6NY29168","C00411306",234717
"4683","H6NY36015","C00025379",234820
"4684","H6OH02102","C00411215",234716
"4685","H6OH04082","C00484360",235186
"4686","H6OH04082","C00416594",234958
"4687","H6OH08307","C00600940",235700
"4688","H6OH08315","C00600718",235699
"4689","H6OH11160","C00612697",235723
"4690","H6OH13240","C00714808",238563
"4691","H6OK02233","C00592956",235638
"4692","H6OK03165","C00813014",244638
"4693","H6OK04114","C00606764",235738
"4694","H6OK05228","C00421750",234953
"4695","H6OK05228","C00460709",235101
"4696","H6OR02116","C00333427",234891
"4697","H6OR02199","C00615625",235769
"4698","H6OR03064","C00307314",234786
"4699","H6OR03064","C00415992",234951
"4700","H6OR04047","C00215905",234766
"4701","H6PA02171","C00591065",235661
"4702","H6PA07113","C00576926",235369
"4703","H6PA07139","C00731810",237776
"4704","H6PA08277","C00607416",235766
"4705","H6PA11073","C00807750",244593
"4706","H6PA16320","C00599464",235693
"4707","H6PA16338","C00614784",235718
"4708","H6PA17161","C00585745",235400
"4709","H6PR00082","C00588392",235647
"4710","H6SC01151","C00591776",235672
"4711","H6SC07018","C00734038",238198
"4712","H6TN01388","C00444471",235044
"4713","H6TN06155","C00619940",236542
"4714","H6TN08151","C00607937",235731
"4715","H6TN08177","C00610527",235762
"4716","H6TN08185","C00610543",235763
"4717","H6TN08250","C00684977",236967
"4718","H6TN09068","C00422980",234944
"4719","H6TX01246","C00591628",235674
"4720","H6TX02079","C00553859",235478
"4721","H6TX02095","C00308387",234768
"4722","H6TX02160","C00599043",235685
"4723","H6TX08100","C00311043",234789
"4724","H6TX08100","C00531285",235460
"4725","H6TX10148","C00596817",235688
"4726","H6TX12060","C00310532",234785
"4727","H6TX15055","C00310896",234787
"4728","H6TX15113","C00427708",234948
"4729","H6TX15162","C00592659",235648
"4730","H6TX15196","C00579664",235450
"4731","H6TX15204","C00597716",235691
"4732","H6TX15220","C00596882",235680
"4733","H6TX17119","C00600148",235684
"4734","H6TX19099","C00588657",235629
"4735","H6TX21012","C00197160",234927
"4736","H6TX21228","C00748459",239058
"4737","H6TX24149","C00787390",241788
"4738","H6TX24164","C00603381",235697
"4739","H6TX27084","C00581223",235448
"4740","H6TX29072","C00798249",242829
"4741","H6TX29080","C00660100",235815
"4742","H6TX31045","C00592816",235652
"4743","H6TX34031","C00607333",235760
"4744","H6UT03166","C00591990",235667
"4745","H6VA01117","C00256925",234913
"4746","H6VA02107","C00603605",235701
"4747","H6VA02115","C00615013",235722
"4748","H6VA04061","C00610964",235765
"4749","H6VA08229","C00591537",235669
"4750","H6VT00160","C00413179",234725
"4751","H6WA02178","C00622753",236549
"4752","H6WA03135","C00310904",234788
"4753","H6WA04141","C00743880",238027
"4754","H6WA05023","C00002592",234823
"4755","H6WA07425","C00597732",235692
"4756","H6WA07458","C00605592",235682
"4757","H6WA09025","C00304709",234790
"4758","H6WA09058","C00619106",236121
"4759","H6WA09066","C00618918",236408
"4760","H6WI03099","C00312017",234771
"4761","H6WI08155","C00610212",235714
"4762","H6WI08171","C00823633",245660
"4763","H6WV02119","C00609081",235733
"4764","H6WV03091","C00603654",235702
"4765","H6WV03117","C00803296",243416
"4766","H6WY00159","C00607556",235770
"4767","H8AK00140","C00665711",237081
"4768","H8AL02171","C00720375",238142
"4769","H8AL03062","C00669010",235843
"4770","H8AL04086","C00802025",244361
"4771","H8AL04086","C00729764",237600
"4772","H8AL06099","C00638536",236715
"4773","H8AR02142","C00652289",235822
"4774","H8AR02159","C00671156",236426
"4775","H8AR03066","C00639849",236474
"4776","H8AR03090","C00808907",244088
"4777","H8AR04130","C00659235",235869
"4778","H8AZ01104","C00651042",236925
"4779","H8AZ01237","C00657155",236914
"4780","H8AZ01237","C00702415",237744
"4781","H8AZ02110","C00636175",235813
"4782","H8AZ02136","C00647727",236533
"4783","H8AZ02201","C00698373",236000
"4784","H8AZ04165","C00672154",236628
"4785","H8AZ05154","C00640938",236884
"4786","H8AZ06103","C00655134",236482
"4787","H8AZ07044","C00664490",236208
"4788","H8AZ08083","C00649897",236868
"4789","H8AZ08109","C00662486",236952
"4790","H8AZ08158","C00663914",236245
"4791","H8AZ08216","C00667626",237018
"4792","H8AZ09032","C00656603",236788
"4793","H8AZ09040","C00657304",236303
"4794","H8CA01109","C00326363",234776
"4795","H8CA01232","C00664532",236210
"4796","H8CA01257","C00664409",236805
"4797","H8CA04152","C00446815",235023
"4798","H8CA04202","C00640755",236855
"4799","H8CA04210","C00650408",237056
"4800","H8CA04244","C00721258",237972
"4801","H8CA05035","C00213512",234763
"4802","H8CA05035","C00492421",235149
"4803","H8CA05183","C00662486",236953
"4804","H8CA05183","C00749176",237132
"4805","H8CA05183","C00780098",240905
"4806","H8CA07056","C00649400",236606
"4807","H8CA08096","C00729103",238659
"4808","H8CA08112","C00657122",236037
"4809","H8CA09060","C00331769",234898
"4810","H8CA10126","C00639146",236994
"4811","H8CA10167","C00648956",236729
"4812","H8CA10209","C00681544",237024
"4813","H8CA10209","C00702431",238413
"4814","H8CA11090","C00662437",236228
"4815","H8CA12098","C00258475",234908
"4816","H8CA12171","C00443705",234969
"4817","H8CA12262","C00670463",236624
"4818","H8CA16065","C00670257",235786
"4819","H8CA17105","C00737163",237231
"4820","H8CA19051","C00683532",236741
"4821","H8CA20059","C00398750",237561
"4822","H8CA20059","C00544031",235319
"4823","H8CA20059","C00370056",234859
"4824","H8CA23111","C00657114",236036
"4825","H8CA23129","C00670760",235959
"4826","H8CA24150","C00638080",236465
"4827","H8CA25074","C00634212",239104
"4828","H8CA27112","C00654335",235835
"4829","H8CA27120","C00723015",238702
"4830","H8CA28185","C00651547",236126
"4831","H8CA28193","C00659326",236358
"4832","H8CA29100","C00697391",235933
"4833","H8CA32088","C00682179",236813
"4834","H8CA34068","C00334706",234896
"4835","H8CA34134","C00629865",236123
"4836","H8CA34142","C00629691",237035
"4837","H8CA34183","C00630517",236543
"4838","H8CA34258","C00631564",236612
"4839","H8CA34266","C00629659",237104
"4840","H8CA34340","C00783878",241426
"4841","H8CA37079","C00090357",235334
"4842","H8CA37137","C00434571",234963
"4843","H8CA39174","C00650648",236680
