"","CAND_ID","CMTE_ID","LINKAGE_ID"
"1928","H2CA22199","C00771824",242809
"1929","H2CA22207","C00798793",242881
"1930","H2CA22215","C00799098",242918
"1931","H2CA22215","C00800144",243060
"1932","H2CA22223","C00800334",243086
"1933","H2CA22231","C00801050",243132
"1934","H2CA22249","C00802629",243306
"1935","H2CA23148","C00768416",239539
"1936","H2CA23155","C00779439",240812
"1937","H2CA23163","C00791947",242160
"1938","H2CA24179","C00779645",240837
"1939","H2CA24187","C00802991",243400
"1940","H2CA24195","C00802991",243379
"1941","H2CA24203","C00803924",243471
"1942","H2CA24211","C00800839",243704
"1943","H2CA24229","C00820647",245462
"1944","H2CA25036","C00258244",234906
"1945","H2CA25184","C00770602",239913
"1946","H2CA25192","C00773945",240218
"1947","H2CA25200","C00774919",240304
"1948","H2CA25218","C00781328",241043
"1949","H2CA25226","C00781856",241102
"1950","H2CA25234","C00783902",241398
"1951","H2CA25242","C00803767",243450
"1952","H2CA25259","C00808063",243986
"1953","H2CA26109","C00543165",235325
"1954","H2CA26125","C00765404",239249
"1955","H2CA26133","C00767046",239401
"1956","H2CA26158","C00799882",243034
"1957","H2CA26166","C00802447",243286
"1958","H2CA26182","C00808725",244050
"1959","H2CA27222","C00769976",239830
"1960","H2CA27230","C00786590",241722
"1961","H2CA28097","C00498683",235580
"1962","H2CA28113","C00498873",235536
"1963","H2CA28162","C00798389",242851
"1964","H2CA28170","C00803981",243488
"1965","H2CA28188","C00809533",244160
"1966","H2CA29087","C00807263",244522
"1967","H2CA30143","C00264101",234912
"1968","H2CA30275","C00748814",237660
"1969","H2CA30283","C00774141",244778
"1970","H2CA30291","C00766634",239345
"1971","H2CA30309","C00784470",241472
"1972","H2CA30325","C00805598",243705
"1973","H2CA30333","C00807149",244661
"1974","H2CA31125","C00510461",235255
"1975","H2CA31141","C00774372",240274
"1976","H2CA31158","C00785246",241581
"1977","H2CA31166","C00801837",243218
"1978","H2CA32222","C00763094",238571
"1979","H2CA33048","C00259143",234910
"1980","H2CA33196","C00779322",240782
"1981","H2CA33212","C00785592",241605
"1982","H2CA33220","C00789701",242125
"1983","H2CA33238","C00795146",242477
"1984","H2CA33253","C00819748",245362
"1985","H2CA34079","C00795658",242533
"1986","H2CA35100","C00497859",235357
"1987","H2CA35142","C00804252",243518
"1988","H2CA35159","C00809202",244096
"1989","H2CA35167","C00806265",245088
"1990","H2CA36439","C00502575",235494
"1991","H2CA36439","C00525402",235538
"1992","H2CA36454","C00791681",242148
"1993","H2CA36462","C00792150",242270
"1994","H2CA36496","C00807792",244007
"1995","H2CA36504","C00812651",244545
"1996","H2CA37023","C00257337",234915
"1997","H2CA37288","C00738229",237611
"1998","H2CA37296","C00790436",244740
"1999","H2CA37296","C00790436",242000
"2000","H2CA37304","C00795823",242579
"2001","H2CA37312","C00800409",243219
"2002","H2CA37320","C00802785",243326
"2003","H2CA37338","C00807289",243881
"2004","H2CA37346","C00807933",244026
"2005","H2CA38062","C00805226",244973
"2006","H2CA38245","C00768614",239555
"2007","H2CA38252","C00778191",240666
"2008","H2CA38260","C00795187",242478
"2009","H2CA39078","C00384057",234842
"2010","H2CA39136","C00665695",237080
"2011","H2CA39151","C00776930",240516
"2012","H2CA39169","C00807248",243896
"2013","H2CA39177","C00808154",243987
"2014","H2CA39185","C00814970",244867
"2015","H2CA39193","C00815449",244920
"2016","H2CA40076","C00786566",241711
"2017","H2CA40084","C00799353",242971
"2018","H2CA40092","C00801688",243519
"2019","H2CA41132","C00795278",242484
"2020","H2CA41140","C00808014",243988
"2021","H2CA42163","C00750828",239198
"2022","H2CA42189","C00774273",240531
"2023","H2CA42197","C00785287",241570
"2024","H2CA42205","C00792507",242224
"2025","H2CA42213","C00798330",242822
"2026","H2CA42221","C00777722",243327
"2027","H2CA42247","C00808634",244027
"2028","H2CA43245","C00498667",235579
"2029","H2CA43393","C00807370",243909
"2030","H2CA45125","C00782219",241160
"2031","H2CA45133","C00785238",244779
"2032","H2CA45141","C00784686",241486
"2033","H2CA45158","C00785097",241571
"2034","H2CA45174","C00798165",242810
"2035","H2CA45208","C00805630",243706
"2036","H2CA46123","C00516443",235437
"2037","H2CA46131","C00780668",240943
"2038","H2CA46149","C00786129",241677
"2039","H2CA46156","C00792788",242234
"2040","H2CA46164","C00810424",244251
"2041","H2CA47162","C00760140",238605
"2042","H2CA47170","C00783076",241293
"2043","H2CA47188","C00797795",242745
"2044","H2CA47196","C00798678",245522
"2045","H2CA47196","C00798322",242823
"2046","H2CA47204","C00798595",243061
"2047","H2CA47220","C00808691",244028
"2048","H2CA48095","C00516922",235272
"2049","H2CA48111","C00768945",239651
"2050","H2CA49242","C00779769",240854
"2051","H2CA49259","C00789289",241898
"2052","H2CA49267","C00799312",242946
"2053","H2CA49275","C00801191",243163
"2054","H2CA49317","C00808030",243989
"2055","H2CA50026","C00497321",235543
"2056","H2CA50174","C00764027",237624
"2057","H2CA50182","C00784728",241517
"2058","H2CA50190","C00784132",241442
"2059","H2CA50208","C00783910",241416
"2060","H2CA50216","C00797761",242873
"2061","H2CA50224","C00798702",243012
"2062","H2CA50232","C00807503",243938
"2063","H2CA50240","C00812099",244505
"2064","H2CA51206","C00799080",242919
"2065","H2CA51214","C00802066",243248
"2066","H2CA51222","C00811778",244465
"2067","H2CA52089","C00503110",235423
"2068","H2CA52147","C00766899",239388
"2069","H2CA52154","C00786665",241723
"2070","H2CA52162","C00802926",243350
"2071","H2CA52188","C00810283",244631
"2072","H2CA53020","C00779884",240883
"2073","H2CA53038","C00795591",242527
"2074","H2CO00035","C00504852",235212
"2075","H2CO00043","C00790220",241979
"2076","H2CO01173","C00777342",240566
"2077","H2CO01199","C00783324",241336
"2078","H2CO01207","C00808444",244029
"2079","H2CO01215","C00819284",245294
"2080","H2CO01223","C00823666",245668
"2081","H2CO02171","C00790188",242050
"2082","H2CO02197","C00811760",244446
"2083","H2CO02205","C00810457",244615
"2084","H2CO03195","C00766840",239373
"2085","H2CO03203","C00767988",239486
"2086","H2CO03211","C00768317",239522
"2087","H2CO03237","C00769067",239652
"2088","H2CO03245","C00769703",239763
"2089","H2CO03252","C00775213",240344
"2090","H2CO03260","C00777102",240532
"2091","H2CO03278","C00778126",240652
"2092","H2CO03286","C00779199",240783
"2093","H2CO03302","C00786988",241740
"2094","H2CO03310","C00791608",242145
"2095","H2CO03328","C00799478",242972
"2096","H2CO03336","C00802363",243287
"2097","H2CO03344","C00806315",243787
"2098","H2CO03351","C00805275",243788
"2099","H2CO03369","C00816942",245053
"2100","H2CO04151","C00812222",245164
"2101","H2CO05133","C00763631",239046
"2102","H2CO05141","C00772467",240148
"2103","H2CO05158","C00772236",240120
"2104","H2CO05174","C00782995",241294
"2105","H2CO05182","C00786814",241751
"2106","H2CO05190","C00786350",242127
"2107","H2CO05208","C00795633",242534
"2108","H2CO05216","C00799189",245165
"2109","H2CO05224","C00801555",243188
"2110","H2CO05232","C00804658",243582
"2111","H2CO05240","C00805606",244161
"2112","H2CO06164","C00781781",241103
"2113","H2CO06172","C00778043",240642
"2114","H2CO06180","C00780007",240884
"2115","H2CO06206","C00805101",243636
"2116","H2CO06214","C00806737",243844
"2117","H2CO07154","C00769224",239682
"2118","H2CO07162","C00790709",242034
"2119","H2CO07162","C00771493",240027
"2120","H2CO07170","C00781492",242857
"2121","H2CO07170","C00798124",245596
"2122","H2CO07188","C00801472",243174
"2123","H2CO07196","C00802249",243261
"2124","H2CO07204","C00802496",243288
"2125","H2CO07212","C00804450",243560
"2126","H2CO07220","C00820738",245873
"2127","H2CO08012","C00785303",241572
"2128","H2CO08020","C00787788",241798
"2129","H2CO08038","C00790568",242011
"2130","H2CO08046","C00790154",242095
"2131","H2CO08053","C00792713",242235
"2132","H2CO08061","C00793117",242271
"2133","H2CO08079","C00794602",242412
"2134","H2CO08079","C00798231",245528
"2135","H2CO08087","C00795518",242499
"2136","H2CO08095","C00796680",242630
"2137","H2CO08103","C00798983",242920
"2138","H2CO08111","C00802900",243351
"2139","H2CO08137","C00801456",243831
"2140","H2CO08145","C00809194",244075
"2141","H2CT01197","C00764688",238324
"2142","H2CT01205","C00767343",239431
"2143","H2CT01213","C00778332",240682
"2144","H2CT02112","C00410233",234946
"2145","H2CT02161","C00768689",239574
"2146","H2CT02161","C00818864",245778
"2147","H2CT02179","C00785428",241583
"2148","H2CT03102","C00785634",241613
"2149","H2CT03110","C00805085",243611
"2150","H2CT04126","C00805259",243672
"2151","H2CT04134","C00807610",243942
"2152","H2CT05123","C00494096",235155
"2153","H2CT05131","C00494203",235153
"2154","H2CT05222","C00784926",241542
"2155","H2CT05222","C00775072",245779
"2156","H2CT05230","C00792960",242272
"2157","H2CT05248","C00809046",244070
"2158","H2DC01011","C00763896",238727
"2159","H2DC01029","C00794867",242443
"2160","H2DC01052","C00809319",244131
"2161","H2DC01060","C00821553",245511
"2162","H2DE01039","C00789149",241928
"2163","H2DE18017","C00810481",244272
"2164","H2FL01225","C00779728",240867
"2165","H2FL01233","C00782854",241268
"2166","H2FL01241","C00793828",242323
"2167","H2FL01258","C00794792",242427
"2168","H2FL01282","C00818351",245199
"2169","H2FL02140","C00776559",240463
"2170","H2FL02165","C00794529",242428
"2171","H2FL03130","C00714949",237586
"2172","H2FL03163","C00774174",240246
"2173","H2FL03189","C00783886",241418
"2174","H2FL03197","C00789461",241921
"2175","H2FL03205","C00800110",243049
"2176","H2FL04146","C00763656",239498
"2177","H2FL04153","C00783191",241307
"2178","H2FL04179","C00814111",244772
"2179","H2FL04187","C00814384",244781
"2180","H2FL04195","C00814533",244819
"2181","H2FL04203","C00814780",244846
"2182","H2FL04211","C00818872",245792
"2183","H2FL04211","C00816983",245041
"2184","H2FL05127","C00367680",235198
"2185","H2FL05200","C00780254",240908
"2186","H2FL05218","C00788729",241874
"2187","H2FL05226","C00805119",243637
"2188","H2FL05242","C00820951",245490
"2189","H2FL06109","C00494583",235166
"2190","H2FL06174","C00524413",235360
"2191","H2FL06190","C00785691",241626
"2192","H2FL06208","C00817783",245120
"2193","H2FL07149","C00769000",240221
"2194","H2FL07156","C00774943",240305
"2195","H2FL07156","C00775080",245769
"2196","H2FL07164","C00780619",240944
"2197","H2FL07164","C00814004",244771
"2198","H2FL07172","C00780072",241260
"2199","H2FL07180","C00784645",241487
"2200","H2FL07198","C00793562",242650
"2201","H2FL07206","C00797647",242726
"2202","H2FL07214","C00800425",243105
"2203","H2FL07222","C00801159",243169
"2204","H2FL07230","C00801571",243189
"2205","H2FL07248","C00803544",243427
"2206","H2FL07255","C00803791",243472
"2207","H2FL07263","C00807180",243897
"2208","H2FL07271","C00810721",244330
"2209","H2FL07289","C00815563",244897
"2210","H2FL07297","C00818211",245176
"2211","H2FL08089","C00770743",239933
"2212","H2FL08105","C00794263",242377
"2213","H2FL08113","C00803627",243473
"2214","H2FL08121","C00805564",243707
"2215","H2FL08139","C00811539",244447
"2216","H2FL09152","C00763177",238061
"2217","H2FL09160","C00763516",238483
"2218","H2FL09160","C00763342",239290
"2219","H2FL09178","C00770065",239934
"2220","H2FL09186","C00779561",240823
"2221","H2FL09194","C00779900",240885
"2222","H2FL09202","C00784058",241432
"2223","H2FL09210","C00779496",241488
"2224","H2FL09228","C00788810",241876
"2225","H2FL09251","C00801886",243220
"2226","H2FL09269","C00803221",243561
"2227","H2FL09277","C00808089",243990
"2228","H2FL10176","C00778027",240643
"2229","H2FL10184","C00780726",240965
"2230","H2FL10192","C00780700",240966
"2231","H2FL10200","C00780882",240967
"2232","H2FL10218","C00781799",241095
"2233","H2FL10226","C00783068",241296
"2234","H2FL10234","C00781369",241445
"2235","H2FL10259","C00786822",241741
"2236","H2FL10267","C00790022",241965
"2237","H2FL10275","C00792747",242251
"2238","H2FL10283","C00791582",242252
"2239","H2FL10291","C00771337",242278
"2240","H2FL10309","C00797555",242727
"2241","H2FL10317","C00801365",243175
"2242","H2FL10325","C00809038",244077
"2243","H2FL10333","C00818450",245217
"2244","H2FL10358","C00819730",245363
"2245","H2FL11117","C00771949",240065
"2246","H2FL11125","C00776344",240424
"2247","H2FL11133","C00788893",241879
"2248","H2FL11166","C00809434",244132
"2249","H2FL11174","C00816231",244974
"2250","H2FL11174","C00818583",245233
"2251","H2FL11182","C00819003",245282
"2252","H2FL12073","C00780973",241227
"2253","H2FL12081","C00790196",241970
"2254","H2FL12099","C00787010",242273
"2255","H2FL12107","C00796409",242621
"2256","H2FL12115","C00796581",242622
"2257","H2FL12123","C00817320",245078
"2258","H2FL12131","C00818377",245243
"2259","H2FL13139","C00447474",234991
"2260","H2FL13139","C00374751",234866
"2261","H2FL13212","C00776039",240374
"2262","H2FL13220","C00779058",240775
"2263","H2FL13238","C00780577",240961
"2264","H2FL13246","C00782136",241162
"2265","H2FL13253","C00782193",241163
"2266","H2FL13261","C00807362",243911
"2267","H2FL13279","C00786004",241656
"2268","H2FL13287","C00801530",243190
"2269","H2FL13295","C00815167",244877
"2270","H2FL14053","C00494856",235204
"2271","H2FL14186","C00733329",239471
"2272","H2FL14236","C00765222",237833
"2273","H2FL14244","C00782045",241129
"2274","H2FL14251","C00785006",241543
"2275","H2FL14269","C00789222",241903
"2276","H2FL14277","C00797597",242728
"2277","H2FL14293","C00815480",244922
"2278","H2FL14301","C00818724",245255
"2279","H2FL15092","C00768333",239524
"2280","H2FL15100","C00786954",241742
"2281","H2FL15118","C00795443",242515
"2282","H2FL15134","C00799551",243013
"2283","H2FL15142","C00800193",243087
"2284","H2FL15159","C00805713",243708
"2285","H2FL15191","C00807982",243991
"2286","H2FL15209","C00808485",244030
"2287","H2FL15217","C00810010",244196
"2288","H2FL15217","C00809608",244183
"2289","H2FL15225","C00814269",244773
"2290","H2FL15233","C00815274",244888
"2291","H2FL15241","C00818880",245810
"2292","H2FL15241","C00815373",244899
"2293","H2FL15258","C00816330",244995
"2294","H2FL15266","C00816496",245014
"2295","H2FL16090","C00766121",239299
"2296","H2FL16108","C00775528",240359
"2297","H2FL17098","C00768291",239525
"2298","H2FL17106","C00807768",243971
"2299","H2FL18088","C00775486",240360
"2300","H2FL18096","C00786574",241701
"2301","H2FL18112","C00814673",244834
"2302","H2FL18120","C00817890",245133
"2303","H2FL18138","C00824110",245910
"2304","H2FL19110","C00812198",244512
"2305","H2FL20043","C00501205",235589
"2306","H2FL20126","C00732206",237669
"2307","H2FL20134","C00763995",241825
"2308","H2FL20134","C00763995",237623
"2309","H2FL20142","C00776518",241826
"2310","H2FL20142","C00776518",240444
"2311","H2FL20159","C00776831",240494
"2312","H2FL20159","C00776831",241827
"2313","H2FL20175","C00776773",240495
"2314","H2FL20183","C00777250",240548
"2315","H2FL20191","C00777649",240603
"2316","H2FL20191","C00777649",242469
"2317","H2FL20209","C00779074",240784
"2318","H2FL20217","C00778431",240819
"2319","H2FL20217","C00778431",240691
"2320","H2FL20225","C00779512",240813
"2321","H2FL20225","C00779512",242081
"2322","H2FL20233","C00779835",240868
"2323","H2FL20241","C00781302",241033
"2324","H2FL20258","C00783563",241352
"2325","H2FL20266","C00784439",241828
"2326","H2FL20266","C00784439",241473
"2327","H2FL20274","C00784660",241489
"2328","H2FL20274","C00784660",241829
"2329","H2FL20282","C00785410",241584
"2330","H2FL20290","C00786384",242470
"2331","H2FL20290","C00786384",241694
"2332","H2FL20316","C00791061",242072
"2333","H2FL20324","C00784181",242455
"2334","H2FL20340","C00817106",245063
"2335","H2FL21066","C00818468",245218
"2336","H2FL21074","C00769372",239722
"2337","H2FL21082","C00772335",240142
"2338","H2FL21090","C00776484",240464
"2339","H2FL21108","C00780056",240886
"2340","H2FL21116","C00786871",241752
"2341","H2FL21124","C00787721",241799
"2342","H2FL21132","C00791541",242128
"2343","H2FL21140","C00784991",242274
"2344","H2FL21157","C00800854",243152
"2345","H2FL21165","C00800755",243106
"2346","H2FL21173","C00805374",243689
"2347","H2FL21181","C00812248",244530
"2348","H2FL21199","C00738062",244841
"2349","H2FL22072","C00493825",235864
"2350","H2FL22148","C00774885",240306
"2351","H2FL22155","C00788497",241849
"2352","H2FL22163","C00804039",243501
"2353","H2FL22171","C00807628",243943
"2354","H2FL22189","C00811158",244375
"2355","H2FL22197","C00811679",244448
"2356","H2FL22205","C00813733",244744
"2357","H2FL22213","C00740621",244820
"2358","H2FL22221","C00814848",244853
"2359","H2FL22239","C00816769",245025
"2360","H2FL23021","C00269837",234806
"2361","H2FL23104","C00767947",239488
"2362","H2FL23120","C00803387",243428
"2363","H2FL23138","C00816553",245026
"2364","H2FL23146","C00817486",245109
"2365","H2FL23153","C00816140",244975
"2366","H2FL23161","C00817718",245121
"2367","H2FL23245","C00823955",245690
"2368","H2FL23252","C00818294",245200
"2369","H2FL23260","C00818468",245235
"2370","H2FL23278","C00818005",245381
"2371","H2FL24037","C00691832",236061
"2372","H2FL24045","C00794453",242413
"2373","H2FL24052","C00793992",242343
"2374","H2FL24060","C00810184",244224
"2375","H2FL24078","C00820043",245389
"2376","H2FL25018","C00376087",234827
"2377","H2FL25067","C00777045",240517
"2378","H2FL25075","C00804369",243562
"2379","H2FL25083","C00784041",242236
"2380","H2FL25091","C00810648",245309
"2381","H2FL26073","C00777136",240533
"2382","H2FL26081","C00799437",242989
"2383","H2FL26099","C00808261",244585
"2384","H2FL27048","C00783555",241353
"2385","H2FL27055","C00771303",241388
"2386","H2FL27063","C00786285",241695
"2387","H2FL27071","C00802223",243262
"2388","H2FL27089","C00781336",244774
"2389","H2FL27097","C00814871",244854
"2390","H2FL28020","C00816272",244976
"2391","H2FL28038","C00819268",245299
"2392","H2GA01249","C00779686",240849
"2393","H2GA01256","C00781005",240979
"2394","H2GA01272","C00797738",242746
"2395","H2GA02031","C00266940",234807
"2396","H2GA02122","C00775445",240345
"2397","H2GA02148","C00791350",242112
"2398","H2GA02155","C00798488",245523
"2399","H2GA02155","C00796524",242623
"2400","H2GA02163","C00797464",242694
"2401","H2GA02171","C00799627",242990
"2402","H2GA02189","C00800599",243088
"2403","H2GA02197","C00811083",244376
"2404","H2GA03153","C00787895",241811
"2405","H2GA03161","C00789800",241941
"2406","H2GA03179","C00790097",241957
"2407","H2GA03195","C00804047",243502
"2408","H2GA04193","C00811430",244449
"2409","H2GA04201","C00800383",243089
"2410","H2GA05075","C00753418",238548
"2411","H2GA05166","C00801423",243199
"2412","H2GA05174","C00808659",244031
"2413","H2GA05182","C00808600",244963
"2414","H2GA06123","C00775395",240326
"2415","H2GA06131","C00778555",240718
"2416","H2GA06149","C00769430",241044
"2417","H2GA06156","C00781922",241115
"2418","H2GA06164","C00784306",241450
"2419","H2GA06172","C00784355",241459
"2420","H2GA06180","C00780205",241627
"2421","H2GA06198","C00790394",243365
"2422","H2GA06214","C00804336",243882
"2423","H2GA06222","C00808923",244072
"2424","H2GA07121","C00765024",238576
"2425","H2GA07139","C00788539",241850
"2426","H2GA07147","C00796698",242631
"2427","H2GA07162","C00808428",244008
"2428","H2GA08061","C00790725",242035
"2429","H2GA08079","C00792523",242237
"2430","H2GA08095","C00774935",243289
"2431","H2GA09150","C00502039",235486
"2432","H2GA09218","C00788935",241884
"2433","H2GA09226","C00802751",243329
"2434","H2GA09234","C00805028",243612
"2435","H2GA09242","C00805416",243690
"2436","H2GA10117","C00504175",235509
"2437","H2GA10133","C00776443",240445
"2438","H2GA10158","C00778936",240733
"2439","H2GA10166","C00779553",240824
"2440","H2GA10174","C00781138",241025
"2441","H2GA10182","C00781187",241034
"2442","H2GA10190","C00782607",241240
"2443","H2GA10208","C00782649",241241
"2444","H2GA10216","C00784975",241544
"2445","H2GA10224","C00785261",241573
"2446","H2GA10232","C00785360",241585
"2447","H2GA10240","C00785493",241595
"2448","H2GA10257","C00777631",241691
"2449","H2GA10265","C00787143",241764
"2450","H2GA10273","C00800987",243153
"2451","H2GA10281","C00804286",244009
"2452","H2GA11198","C00520064",235324
"2453","H2GA11214","C00768960",239631
"2454","H2GA11222","C00770875",239935
"2455","H2GA11230","C00774190",240247
"2456","H2GA11248","C00781435",241070
"2457","H2GA12113","C00505255",235554
"2458","H2GA12121","C00504019",235433
"2459","H2GA12154","C00769422",239741
"2460","H2GA12154","C00769422",240321
"2461","H2GA13012","C00369801",234858
"2462","H2GA13061","C00787481",241784
"2463","H2GA13079","C00794412",242414
"2464","H2GA13087","C00796763",242639
"2465","H2GA13103","C00801605",243191
"2466","H2GA13129","C00807339",243912
"2467","H2GA13137","C00811067",244377
"2468","H2GA14028","C00767830",239472
"2469","H2GA14036","C00768903",239632
"2470","H2GA14044","C00768101",239765
"2471","H2GA14051","C00801969",243234
"2472","H2GA14051","C00767798",239898
"2473","H2GA14069","C00778480",240706
"2474","H2GA14077","C00781567",241080
"2475","H2GA14085","C00784421",241534
"2476","H2GA14093","C00789230",241906
"2477","H2GA14101","C00792416",242213
"2478","H2GA14119","C00794883",243430
"2479","H2GA14135","C00805978",243757
"2480","H2GA14143","C00809053",244098
"2481","H2GU00025","C00750547",237447
"2482","H2GU01031","C00809343",244099
"2483","H2GU01049","C00813683",244709
"2484","H2GU01056","C00813881",244745
"2485","H2HI01112","C00788695",244647
"2486","H2HI01120","C00817205",245071
"2487","H2HI02128","C00680918",237126
"2488","H2HI02144","C00755769",238842
"2489","H2HI02144","C00818823",245257
"2490","H2HI02508","C00497396",236829
"2491","H2HI02557","C00807578",243945
"2492","H2HI02573","C00813675",244710
"2493","H2HI02581","C00813758",244746
"2494","H2HI02599","C00814236",244775
"2495","H2HI02607","C00816223",244977
"2496","H2HI02615","C00816652",245015
"2497","H2HI02623","C00819490",245335
"2498","H2IA01055","C00543926",235548
"2499","H2IA01089","C00785675",241614
"2500","H2IA01097","C00794081",242344
"2501","H2IA02111","C00787820",241800
"2502","H2IA02129","C00782730",241937
"2503","H2IA03093","C00777698",240604
"2504","H2IA03101","C00784082",241433
"2505","H2IA03119","C00775122",245623
"2506","H2IA03119","C00784389",241460
"2507","H2IA03119","C00773531",245136
"2508","H2IA03127","C00790675",242012
"2509","H2IA04125","C00799163",242949
"2510","H2IA04141","C00802827",243330
"2511","H2IA05072","C00373563",234861
"2512","H2ID01168","C00722793",237607
"2513","H2ID01176","C00783183",241308
"2514","H2ID01184","C00785881",241640
"2515","H2ID01192","C00808022",243972
"2516","H2ID02166","C00611467",235775
"2517","H2ID02216","C00808287",244051
"2518","H2IL01042","C00257121",234914
"2519","H2IL01190","C00764647",238321
"2520","H2IL01208","C00769786",239788
"2521","H2IL01216","C00772574",240186
"2522","H2IL01224","C00775965",240375
"2523","H2IL01232","C00777037",240518
"2524","H2IL01240","C00777896",242013
"2525","H2IL01257","C00796979",242651
"2526","H2IL01265","C00805655",243729
"2527","H2IL01273","C00799692",242991
"2528","H2IL01281","C00799650",242992
"2529","H2IL01299","C00800292",243090
"2530","H2IL01315","C00800607",243107
"2531","H2IL01323","C00800953",243133
"2532","H2IL01331","C00802322",243270
"2533","H2IL01349","C00802603",243307
"2534","H2IL01356","C00802686",243308
"2535","H2IL01364","C00799544",243474
"2536","H2IL01372","C00803965",243563
"2537","H2IL01380","C00803098",243613
"2538","H2IL01398","C00807115",243871
"2539","H2IL01406","C00807529",243951
"2540","H2IL01414","C00809939",244212
"2541","H2IL01430","C00813667",244731
"2542","H2IL02172","C00539866",235249
"2543","H2IL02198","C00800763",243108
"2544","H2IL02214","C00811646",245336
"2545","H2IL03147","C00776641",241758
"2546","H2IL03154","C00794040",242345
"2547","H2IL03162","C00796672",242632
"2548","H2IL03170","C00796235",243271
"2549","H2IL03188","C00803437",243431
"2550","H2IL04178","C00814954",245911
"2551","H2IL05191","C00764928",237387
"2552","H2IL05209","C00781120",241026
"2553","H2IL05217","C00801175",243170
"2554","H2IL05225","C00812305",244531
"2555","H2IL05241","C00819870",245390
"2556","H2IL06058","C00505610",235446
"2557","H2IL06082","C00772640",240167
"2558","H2IL06090","C00783134",241309
"2559","H2IL06116","C00794479",242400
"2560","H2IL06116","C00775254",245581
"2561","H2IL06124","C00799247",242950
"2562","H2IL06132","C00800029",243050
"2563","H2IL08146","C00767194",240376
"2564","H2IL08153","C00784330",241451
"2565","H2IL08161","C00797381",242747
"2566","H2IL08179","C00804419",243564
"2567","H2IL08187","C00809186",244100
"2568","H2IL08195","C00809228",244101
"2569","H2IL08203","C00798108",244546
"2570","H2IL09136","C00805200",243643
"2571","H2IL09144","C00809822",244189
"2572","H2IL10068","C00495952",235588
"2573","H2IL10118","C00765685",239259
"2574","H2IL11157","C00801316",243176
"2575","H2IL11165","C00802470",243290
"2576","H2IL11173","C00802553",243291
"2577","H2IL11181","C00803056",243380
"2578","H2IL11207","C00805960",243770
"2579","H2IL11264","C00811554",244431
"2580","H2IL12148","C00781047",240993
"2581","H2IL12197","C00812800",244602
"2582","H2IL13120","C00521948",235316
"2583","H2IL13146","C00768366",240707
"2584","H2IL13153","C00787812",241801
"2585","H2IL13161","C00801670",243200
"2586","H2IL13179","C00798298",245582
"2587","H2IL13179","C00802355",243272
"2588","H2IL13187","C00804013",243503
"2589","H2IL13195","C00804393",243537
"2590","H2IL13203","C00810390",244252
"2591","H2IL13211","C00825067",245757
"2592","H2IL14086","C00792739",242253
"2593","H2IL14094","C00794537",242429
"2594","H2IL14102","C00802264",243263
"2595","H2IL14102","C00775262",245583
"2596","H2IL14110","C00802405",243273
"2597","H2IL14128","C00812909",244632
"2598","H2IL14136","C00816264",245246
"2599","H2IL15109","C00818831",245430
"2600","H2IL16065","C00771378",240028
"2601","H2IL16073","C00771519",240038
"2602","H2IL16081","C00768754",239612
"2603","H2IL16099","C00781146",241035
"2604","H2IL16107","C00798280",245584
"2605","H2IL16107","C00770347",239881
"2606","H2IL16115","C00776963",240523
"2607","H2IL16123","C00786228",241692
"2608","H2IL16131","C00811109",244378
"2609","H2IL16149","C00828095",245930
"2610","H2IL16149","C00816470",245007
"2611","H2IL16156","C00822114",245540
"2612","H2IL17071","C00498568",235497
"2613","H2IL17105","C00771485",240039
"2614","H2IL17113","C00792077",242174
"2615","H2IL17121","C00791459",242279
"2616","H2IL17139","C00793877",242324
"2617","H2IL17147","C00793935",242364
"2618","H2IL17154","C00795732",242550
"2619","H2IL17162","C00798751",242882
"2620","H2IL17170","C00777243",243109
"2621","H2IL17188","C00806950",243872
"2622","H2IL17196","C00808188",243992
"2623","H2IL18061","C00767855",239473
"2624","H2IL20042","C00258855",234909
"2625","H2IN01172","C00798272",245043
"2626","H2IN01172","C00782797",241261
"2627","H2IN01180","C00798785",242883
"2628","H2IN01198","C00800888",243134
"2629","H2IN01206","C00803015",243381
"2630","H2IN01214","C00805481",243691
"2631","H2IN01222","C00801712",243832
"2632","H2IN02261","C00803148",243402
"2633","H2IN02279","C00808774",244102
"2634","H2IN02287","C00822742",245586
"2635","H2IN02295","C00822767",245598
"2636","H2IN02303","C00823294",245624
"2637","H2IN02311","C00821827",245780
"2638","H2IN03186","C00766386",239329
"2639","H2IN03194","C00780015",240887
"2640","H2IN03202","C00798215",242811
"2641","H2IN03228","C00808758",244032
"2642","H2IN03236","C00799833",244762
"2643","H2IN04168","C00800938",243135
"2644","H2IN04184","C00818245",245187
"2645","H2IN05082","C00500207",235323
"2646","H2IN05157","C00800516",243110
"2647","H2IN06023","C00145862",234818
"2648","H2IN06171","C00467613",235361
"2649","H2IN06288","C00766394",239330
"2650","H2IN06304","C00805036",243625
"2651","H2IN07088","C00809160",244352
"2652","H2IN07153","C00784769",241503
"2653","H2IN07161","C00789412",241907
"2654","H2IN07179","C00801415",243382
"2655","H2IN07187","C00803718",243451
"2656","H2IN07195","C00805150",243644
"2657","H2IN07211","C00808873",244763
"2658","H2IN08151","C00772129",240107
"2659","H2IN08169","C00801084",243164
"2660","H2IN08177","C00806067",243771
"2661","H2IN08185","C00809160",244079
"2662","H2IN09084","C00803205",244353
