"","FEC_index","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ID","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","Last_Name_FEC","CAND_PTY_AFFILIATION_processed"
"1","1","SIMITIAN, S. JOSEPH","DEM","H0CA15171","CA","16","SIMITIAN","DEM"
"2","2","GRIFFIN, JAMES LEONARD","DEM","H8CT06037","CT","6","GRIFFIN","DEM"
"3","3","HAYDEN, KEITH R. JR","NPA","H2FL18138","FL","18","HAYDEN","NPA"
"4","4","ROSEN GONZALEZ, KRISTEN","DEM","H8FL27029","FL","27","ROSEN","DEM"
"5","5","HERSHEY, EDWARD","OTH","H2IL04178","IL","4","HERSHEY","OTH"
"6","6","TARKANIAN, DANNY","REP","H2NV04045","NV","3","TARKANIAN","GOP"
"7","7","BETANCOURT, ISMAEL JR.","DEM","H2NY18012","NY","18","BETANCOURT","DEM"
"8","8","BROOKS, JANIS C REV DR","DEM","H8PA18272","PA","18","BROOKS","DEM"
"9","9","POWERS, CHRISTIN NOEL MS.","DEM","P00008946","0","0","POWERS","DEM"
"10","10","MERCER JR, LEE","DEM","P40004541","0","0","MERCER","DEM"
"11","11","CAMPBELL, CHRISTOPHER JOESPH","DEM","P40004616","0","0","CAMPBELL","DEM"
"12","12","GAILEY, WILLIAM","DEM","P40007031","0","0","GAILEY","DEM"
"13","13","SMYTH, HERBERT EZEKIEL ZEKE","DEM","P40007676","0","0","SMYTH","DEM"
"14","14","CARTER, WILLIE FELIX","DEM","P80000268","0","0","CARTER","DEM"
"15","15","BICKELMEYER, MICHAEL","REP","P00004861","0","0","BICKELMEYER","GOP"
"16","16","HERZ, DAVID RAPHAEL MR.","REP","P00006528","0","0","HERZ","GOP"
"17","17","MERONEY, JAMES EDWIN","REP","P00009670","0","0","MERONEY","GOP"
"18","18","VILLARI, TIMOTHY MICHAEL MR.","REP","P00010033","0","0","VILLARI","GOP"
"19","19","WALTON, GREG","REP","P00015925","0","0","WALTON","GOP"
"20","20","FRAYER, DONALD ROBERT","REP","P40003824","0","0","FRAYER","GOP"
"21","21","TILLIS, CHRISTOPHER GEORGE","REP","P40004244","0","0","TILLIS","GOP"
"22","22","FAULKNOR, DONALD EARL MR. JR","REP","P40004681","0","0","FAULKNOR","GOP"
"23","23","KROSS, STEVEN","REP","P40004954","0","0","KROSS","GOP"
"24","24","TORRES, JESUS MR.","REP","P40005928","0","0","TORRES","GOP"
"25","25","FOX, CHERUNDA LYNN","REP","P60005303","0","0","FOX","GOP"
"26","26","DAVIS, KELVIN GERAD","IND","P00006064","0","0","DAVIS","IND"
"27","27","SIMPSON, GLENN SCOTT ALLISTAIR MR.","IND","P00008573","0","0","SIMPSON","IND"
"28","28","PULLIAM, ALANDER","IND","P40004459","0","0","PULLIAM","IND"
"29","29","CORDOVA, VINCENT DEAN MR. JR.","IND","P40006520","0","0","CORDOVA","IND"
"30","30","PARKER, JACOB MATTHEW MR.","IND","P40007502","0","0","PARKER","IND"
"31","31","HOFF, SAMUEL B DR","IND","P40007577","0","0","HOFF","IND"
"32","32","STASEVICH, JON EDWARD","IND","P40007882","0","0","STASEVICH","IND"
"33","33","CARTER, GREGORY MARCUS MR","IND","P40008849","0","0","CARTER","IND"
"34","34","AVOURIS, AARON PATRICK","LIB","P00015297","0","0","AVOURIS","LIB"
"35","35","MAPSTEAD, LARS DAMIAN 8319014600","LIB","P40005936","0","0","MAPSTEAD","LIB"
"36","36","TER MAAT, MICHAEL","LIB","P40007734","0","0","TER","LIB"
"37","37","TRAHAN, CHANCE BRADFORD MR","NON","P00010876","0","0","TRAHAN","NON"
"38","38","CARROLL, JERRY LEON","NP","P00000679","0","0","CARROLL","NP"
"39","39","SHERMAN, JASMINE MS.","NPA","P40006983","0","0","SHERMAN","NPA"
"40","40","HAWKINS, HOWIE","OTH","P00012211","0","0","HAWKINS","OTH"
"41","41","HARDISON, CASEY WILLIAM MR","OTH","P40004665","0","0","HARDISON","OTH"
"42","42","FLOYD, MICHAEL","OTH","P40005993","0","0","FLOYD","OTH"
"43","43","FLORQUIST, CHRISTOPHER PAUL","UN","P00015941","0","0","FLORQUIST","UN"
"44","44","RULLAN, JUAN F","W","P40004368","0","0","RULLAN","W"
"45","45","JENKINS, MICHAEL DWAYNE","W","P40004434","0","0","JENKINS","W"
"46","46","MARCELLINI, MARK ROBERT","0","P40008716","0","0","MARCELLINI","0"
"47","47","RESCH, SUSAN","REP","P00013029","0","0","RESCH","GOP"
"48","48","HESS, BARRY J II","W","S0AZ00145","AZ","0","HESS","W"
"49","49","INGRAM, DENARD","DEM","S4CA00431","CA","0","INGRAM","DEM"
"50","50","GARY-PANDOL, DENICE LYN MS.","REP","S4CA00407","CA","0","GARY-PANDOL","GOP"
"51","51","LAROSE, JOSUE DR.","DEM","S4FL00462","FL","0","LAROSE","DEM"
"52","52","AYYADURAI, SHIVA DR","REP","S8MA00268","MA","0","AYYADURAI","GOP"
"53","53","EXLEY, ZACK","NPA","S4MO00219","MO","0","EXLEY","NPA"
"54","54","MYGLAND, JEREMY","REP","S4MT00175","MT","0","MYGLAND","GOP"
"55","55","SIVALINGAM, TEJASINHA","REP","S6NH00133","NH","0","SIVALINGAM","GOP"
"56","56","ROSE, JERRY","UN","S4NM00118","NM","0","ROSE","UN"
"57","57","SWEARENGIN, TAMMY","REP","S6OK04148","OK","0","SWEARENGIN","GOP"
"58","58","TAHER, IBRAHIM","GRE","S2OR00200","OR","0","TAHER","GRE"
"59","59","LOVE, JOHN BENARD III","DEM","S0TX00308","TX","0","LOVE","DEM"
"60","60","RODRIGUEZ-PRILLIMAN, HELI","DEM","S4TX00607","TX","0","RODRIGUEZ-PRILLIMAN","DEM"
"61","61","SMITH, C.L. CHUCK JR","REP","S4VA00197","VA","0","SMITH","GOP"
"62","62","ROSE, CHRISTOPHER ANDREW","REP","S4WV00316","WV","0","ROSE","GOP"
"63","63","SORIA, ESMERALDA","DEM","H0CA16138","CA","16","SORIA","DEM"
"64","64","KUMAR, RISHI","DEM","H0CA18068","CA","16","KUMAR","DEM"
"65","65","TANAKA, GREG","DEM","H2CA18130","CA","16","TANAKA","DEM"
"66","66","RADING, AJWANG","DEM","H2CA18148","CA","16","RADING","DEM"
"67","67","ESHOO, ANNA G.","DEM","H8CA12098","CA","16","ESHOO","DEM"
"68","68","TACHERRA, JOHNNY","REP","H2CA16100","CA","16","TACHERRA","GOP"
"69","69","BROWN, NATHAN K","REP","H2CA16142","CA","16","BROWN","GOP"
"70","70","SOLOMON, BENJAMIN THOMAS MR","REP","H2CA16159","CA","16","SOLOMON","GOP"
"71","71","FOX, RICHARD DR.","REP","H2CA16167","CA","16","FOX","GOP"
"72","72","OHTAKI, PETER","REP","H2CA18155","CA","16","OHTAKI","GOP"
"73","73","HONDA, MIKE","DEM","H0CA15148","CA","17","HONDA","DEM"
"74","74","KHANNA, ROHIT","DEM","H4CA12055","CA","17","KHANNA","DEM"
"75","75","TANDON, RITESH","REP","H0CA17193","CA","17","TANDON","GOP"
"76","76","ACEVEDO-ARREGUIN, LUIS","DEM","H2CA18171","CA","18","ACEVEDO-ARREGUIN","DEM"
"77","77","LOFGREN, ZOE","DEM","H4CA16049","CA","18","LOFGREN","DEM"
"78","78","HERNANDEZ, PETER","REP","H2CA18163","CA","18","HERNANDEZ","GOP"
"79","79","PANETTA, JIMMY","DEM","H6CA20152","CA","19","PANETTA","DEM"
"80","80","GORMAN, JEFF","REP","H0CA20122","CA","19","GORMAN","GOP"
"81","81","CRUZ-LARA, IGNACIO ISRAEL","REP","H0CA39114","CA","19","CRUZ-LARA","GOP"
"82","82","EPPERSON, DALILA","REP","H2CA20136","CA","19","EPPERSON","GOP"
"83","83","AGUILERA, JUSTIN","REP","H8CA19051","CA","19","AGUILERA","GOP"
"84","84","DEWELL, BEN","DEM","H2CA20144","CA","20","DEWELL","DEM"
"85","85","WOOD, MARISA","DEM","H2CA23155","CA","20","WOOD","DEM"
"86","86","MCCARTHY, KEVIN","REP","H6CA22125","CA","20","MCCARTHY","GOP"
"87","87","PARRA, NICOLE","DEM","H2CA21175","CA","21","PARRA","DEM"
"88","88","LARA, ANGEL","DEM","H2CA21209","CA","21","LARA","DEM"
"89","89","COSTA, JIM","DEM","H4CA20082","CA","21","COSTA","DEM"
"90","90","MATHYS, CHRIS","REP","H2CA21183","CA","21","MATHYS","GOP"
"91","91","FLORES-GIBSON, MARTHA ELENA DR","REP","H2CA21217","CA","21","FLORES-GIBSON","GOP"
"92","92","MEDEIROS, ADAM THOMAS MR","REP","H2CA21225","CA","21","MEDEIROS","GOP"
"93","93","MAHER, MICHAEL A","REP","H2CA22215","CA","21","MAHER","GOP"
"94","94","STOLL, MATTHEW","REP","H2CA22249","CA","21","STOLL","GOP"
"95","95","GARCIA, ERIC","DEM","H0CA22110","CA","22","GARCIA","DEM"
"96","96","OSORIO, BRYAN","DEM","H2CA21191","CA","22","OSORIO","DEM"
"97","97","SALAS, RUDY","DEM","H2CA21233","CA","22","SALAS","DEM"
"98","98","HUBBARD, LOURIN","DEM","H2CA22165","CA","22","HUBBARD","DEM"
"99","99","VALADAO, DAVID","REP","H2CA20094","CA","22","VALADAO","GOP"
"100","100","BORGEAS, ANDREAS A","REP","H2CA22173","CA","22","BORGEAS","GOP"
"101","101","HENG, ELIZABETH","REP","H2CA22199","CA","22","HENG","GOP"
"102","102","CONWAY, CONNIE","REP","H2CA22231","CA","22","CONWAY","GOP"
"103","103","NUNES, DEVIN G.","REP","H8CA20059","CA","22","NUNES","GOP"
"104","104","MANGONE, KIM","DEM","H0CA23167","CA","23","MANGONE","DEM"
"105","105","MARSHALL, DEREK","DEM","H2CA08214","CA","23","MARSHALL","DEM"
"106","106","AMATO, BRUNO","DEM","H2CA23148","CA","23","AMATO","DEM"
"107","107","GILL, LOUIS","DEM","H2CA23163","CA","23","GILL","DEM"
"108","108","WILSON, KURTIS","DEM","H8CA23111","CA","23","WILSON","DEM"
"109","109","OBERNOLTE, JAY","REP","H0CA08135","CA","23","OBERNOLTE","GOP"
"110","110","CARBAJAL, SALUD O.","DEM","H6CA24303","CA","24","CARBAJAL","DEM"
"111","111","CALDWELL, JAMES ANDREW","REP","H0CA24157","CA","24","CALDWELL","GOP"
"112","112","ALLEN, BRAD DR.","REP","H2CA24229","CA","24","ALLEN","GOP"
"113","113","FAREED, JUSTIN","REP","H4CA24142","CA","24","FAREED","GOP"
"114","114","GALLEGLY, ELTON","REP","H6CA21028","CA","24","GALLEGLY","GOP"
"115","115","TENENBAUM, MICHAEL","REP","H6CA24279","CA","24","TENENBAUM","GOP"
"116","116","WOODY, MICHAEL ERIN","REP","H8CA24150","CA","24","WOODY","GOP"
"117","117","WESLANDER QUAID, MICHELE","NPA","H2CA24203","CA","24","WESLANDER","NPA"
"118","118","NAZANIN, RHODA","DEM","H2CA25184","CA","25","NAZANIN","DEM"
"119","119","LUEVANOS, RUTH","DEM","H2CA25200","CA","25","LUEVANOS","DEM"
"120","120","HILL, STEVE","DEM","H2CA25234","CA","25","HILL","DEM"
"121","121","RUIZ, RAUL DR.","DEM","H2CA36439","CA","25","RUIZ","DEM"
"122","122","VALLADARES, SUZETTE MARTINEZ","REP","H0CA25097","CA","25","VALLADARES","GOP"
"123","123","UNDERWOOD JACOBS, ANGELA","REP","H0CA25113","CA","25","UNDERWOOD","GOP"
"124","124","LOZANO, DAVID","REP","H0CA25220","CA","25","LOZANO","GOP"
"125","125","HAWKINS, BRIAN","REP","H2CA01177","CA","25","HAWKINS","GOP"
"126","126","MCKEON, HOWARD P ""BUCK""","REP","H2CA25036","CA","25","MCKEON","GOP"
"127","127","TYSON, BRIAN","REP","H2CA25242","CA","25","TYSON","GOP"
"128","128","THAKUR, ALBERT 'BURT'","REP","H2CA25259","CA","25","THAKUR","GOP"
"129","129","STRICKLAND, ANTHONY A","REP","H2CA26109","CA","25","STRICKLAND","GOP"
"130","130","REISS, JONATHAN","REP","H2CA36447","CA","25","REISS","GOP"
"131","131","TRUMAN, CECILIA","REP","H2CA46131","CA","25","TRUMAN","GOP"
"132","132","BROWNLEY, JULIA","DEM","H2CA00120","CA","26","BROWNLEY","DEM"
"133","133","JACOBS, MATTHEW","REP","H2CA26133","CA","26","JACOBS","GOP"
"134","134","MIKHAIL, FADDE","REP","H2CA26166","CA","26","MIKHAIL","GOP"
"135","135","GOODMAN, DAVID","IND","H2CA26158","CA","26","GOODMAN","IND"
"136","136","SMITH, CHRISTY","DEM","H0CA25154","CA","27","SMITH","DEM"
"137","137","QUARTEY, JOHN QUAYE II","DEM","H2CA25218","CA","27","QUARTEY","DEM"
"138","138","WITT, BRYAN","DEM","H8CA27112","CA","27","WITT","DEM"
"139","139","GARCIA, MICHAEL","REP","H0CA25105","CA","27","GARCIA","GOP"
"140","140","CHU, JUDY","DEM","H0CA32101","CA","28","CHU","DEM"
"141","141","EARLY, ERIC","REP","H0CA28182","CA","28","EARLY","GOP"
"142","142","HALLMAN, WESLEY PHILLIP","REP","H2CA28188","CA","28","HALLMAN","GOP"
"143","143","NALBANDIAN, JOHNNY","REP","H8CA28185","CA","28","NALBANDIAN","GOP"
"144","144","BARBOSA, JENNIFER","IND","H0CA28141","CA","28","BARBOSA","IND"
"145","145","DEPAOLIS, GIULIANO GIOVANNI","NPA","H2CA27222","CA","28","DEPAOLIS","NPA"
"146","146","PORTANTINO, ANTHONY","DEM","H0CA00082","CA","29","PORTANTINO","DEM"
"147","147","CARDENAS, TONY","DEM","H2CA28113","CA","29","CARDENAS","DEM"
"148","148","DUENAS, ANGELICA MARIA","DEM","H8CA29100","CA","29","DUENAS","DEM"
"149","149","HERNANDEZ, DAVID RAYMOND","REP","H2CA28097","CA","29","HERNANDEZ","GOP"
"150","150","CARRANZA, MARGARITA MARIA MMC MMC","REP","H2CA29087","CA","29","CARRANZA","GOP"
"151","151","SCHIFF, ADAM","DEM","H0CA27085","CA","30","SCHIFF","DEM"
"152","152","PUDLO, G MAEBE A. GIRL","DEM","H0CA28174","CA","30","PUDLO","DEM"
"153","153","KENNEDY, RONDA","REP","H0CA26145","CA","30","KENNEDY","GOP"
"154","154","NALBANDIAN, JOHNNY","REP","H0CA27127","CA","30","NALBANDIAN","GOP"
"155","155","GIPSON, PATRICK LEE","REP","H2CA30325","CA","30","GIPSON","GOP"
"156","156","KLEINMAN, PABLO","REP","H4CA30081","CA","30","KLEINMAN","GOP"
"157","157","MEURER, WILLIAM","GRE","H2CA30333","CA","30","MEURER","GRE"
"158","158","REYES, ELOISE GOMEZ","DEM","H4CA31055","CA","31","REYES","DEM"
"159","159","NAPOLITANO, GRACE","DEM","H8CA34068","CA","31","NAPOLITANO","DEM"
"160","160","GIBBONEY, AGNES","REP","H0CA31129","CA","31","GIBBONEY","GOP"
"161","161","COVELL, CAROLYN ELIZABETH MRS","REP","H2CA31141","CA","31","COVELL","GOP"
"162","162","GUTIERREZ, REX DALE ALEXANDER","REP","H2CA31158","CA","31","GUTIERREZ","GOP"
"163","163","FLYNN, SEAN","REP","H6CA31134","CA","31","FLYNN","GOP"
"164","164","MILLER, GARY G","REP","H8CA41063","CA","31","MILLER","GOP"
"165","165","SOLIS, HILDA","DEM","H0CA31087","CA","32","SOLIS","DEM"
"166","166","GONZALES, EMANUEL LAWRENCE MR","DEM","H0CA32333","CA","32","GONZALES","DEM"
"167","167","KASHIFALGHITA, MESHAL 'KASH'","DEM","H0CA32341","CA","32","KASHIFALGHITA","DEM"
"168","168","RHODES, AARIKA SAMONE","DEM","H2CA30275","CA","32","RHODES","DEM"
"169","169","AAZAMI, SHERVIN","DEM","H2CA30291","CA","32","AAZAMI","DEM"
"170","170","POTELL, JASON RANDOLPH","DEM","H2CA30309","CA","32","POTELL","DEM"
"171","171","RAB, AEJAZ (RAJI)","DEM","H4CA30123","CA","32","RAB","DEM"
"172","172","SHERMAN, BRAD","DEM","H6CA24113","CA","32","SHERMAN","DEM"
"173","173","HERNANDEZ, ROGER","DEM","H6CA32132","CA","32","HERNANDEZ","DEM"
"174","174","TOOMIM, LEAH MELISSA","REP","H2CA00146","CA","32","TOOMIM","GOP"
"175","175","VOLOTZKY, LUCIE LAPOINTE","REP","H2CA30283","CA","32","VOLOTZKY","GOP"
"176","176","SCOTT, JOSHUA","REP","H8CA32088","CA","32","SCOTT","GOP"
"177","177","AGUILAR, PETE","DEM","H2CA31125","CA","33","AGUILAR","DEM"
"178","178","MILLER, MATTHEW LOUIS","DEM","H4CA33168","CA","33","MILLER","DEM"
"179","179","WAXMAN, HENRY A","DEM","H6CA24048","CA","33","WAXMAN","DEM"
"180","180","LIEW, SARAH SUN DR.","REP","H0CA33216","CA","33","LIEW","GOP"
"181","181","BRADLEY, JAMES P.","REP","H0CA48156","CA","33","BRADLEY","GOP"
"182","182","PORTER, JOHN MARK MR","REP","H2CA33253","CA","33","PORTER","GOP"
"183","183","CARR, ELAN S.","REP","H4CA33135","CA","33","CARR","GOP"
"184","184","KIM, DAVID","DEM","H0CA34131","CA","34","KIM","DEM"
"185","185","BECERRA, XAVIER","DEM","H2CA30143","CA","34","BECERRA","DEM"
"186","186","KIM, DAVID YUNG HO","DEM","H2CA34079","CA","34","KIM","DEM"
"187","187","CARMONA, ARTURO","DEM","H8CA34134","CA","34","CARMONA","DEM"
"188","188","HERNANDEZ, SARA","DEM","H8CA34142","CA","34","HERNANDEZ","DEM"
"189","189","CABILDO, MARIA","DEM","H8CA34183","CA","34","CABILDO","DEM"
"190","190","AHN, ROBERT LEE","DEM","H8CA34258","CA","34","AHN","DEM"
"191","191","GOMEZ, JIMMY","DEM","H8CA34266","CA","34","GOMEZ","DEM"
"192","192","MEJIA, KENNETH","GRE","H6CA34237","CA","34","MEJIA","GRE"
"193","193","STEVENS, LLOYD ALEXANDER","DEM","H2CA35159","CA","35","STEVENS","DEM"
"194","194","TORRES, NORMA","DEM","H4CA35031","CA","35","TORRES","DEM"
"195","195","CARGILE, MIKE","REP","H0CA35146","CA","35","CARGILE","GOP"
"196","196","CARACAMO, RAFAEL DR.","REP","H2CA35142","CA","35","CARACAMO","GOP"
"197","197","LIEU, TED","DEM","H4CA33119","CA","36","LIEU","DEM"
"198","198","CRUZ, ERIN","REP","H0CA36193","CA","36","CRUZ","GOP"
"199","199","COLLINS, JOE E III","REP","H0CA43108","CA","36","COLLINS","GOP"
"200","200","GATES, DERRICK ROLLIN","REP","H2CA33196","CA","36","GATES","GOP"
"201","201","RAGGE, CLAIRE","REP","H2CA33212","CA","36","RAGGE","GOP"
"202","202","JENKINS, STORM","REP","H2CA36462","CA","36","JENKINS","GOP"
"203","203","HAKAMI, ARIANA","REP","H2CA36496","CA","36","HAKAMI","GOP"
"204","204","BASS, KAREN","DEM","H0CA33117","CA","37","BASS","DEM"
"205","205","LEE, DANIEL","DEM","H2CA37296","CA","37","LEE","DEM"
"206","206","KAMLAGER, SYDNEY","DEM","H2CA37304","CA","37","KAMLAGER","DEM"
"207","207","PERRY, JAN","DEM","H2CA37312","CA","37","PERRY","DEM"
"208","208","MENDOZA, SANDRA","DEM","H2CA37338","CA","37","MENDOZA","DEM"
"209","209","SHURE, MICHAEL MR.","DEM","H2CA37346","CA","37","SHURE","DEM"
"210","210","WEBBER, ERROL MR.","REP","H0CA37167","CA","37","WEBBER","GOP"
"211","211","MOREIRA, ELIZABETH","DEM","H2CA38245","CA","38","MOREIRA","DEM"
"212","212","ANI, SYLVESTER UGONNA JR.","DEM","H2CA38252","CA","38","ANI","DEM"
"213","213","SANCHEZ, LINDA","DEM","H2CA39078","CA","38","SANCHEZ","DEM"
"214","214","CLEMMONS, MITCHELL","REP","H2CA38260","CA","38","CLEMMONS","GOP"
"215","215","CHING, ERIC J","REP","H2CA39151","CA","38","CHING","GOP"
"216","216","TAKANO, MARK","DEM","H2CA43245","CA","39","TAKANO","DEM"
"217","217","CISNEROS, GILBERT","DEM","H8CA39174","CA","39","CISNEROS","DEM"
"218","218","LEE, HERBERT","DEM","H8CA39299","CA","39","LEE","DEM"
"219","219","MINNELLA, JOHN LORDSAL","REP","H2CA39177","CA","39","MINNELLA","GOP"
"220","220","PETERSON, ARTHUR LAVERNE DR","REP","H2CA39185","CA","39","PETERSON","GOP"
"221","221","SPINNEY, BILL","REP","H2CA41132","CA","39","SPINNEY","GOP"
"222","222","CULLUM, JOHN J","REP","H2CA46123","CA","39","CULLUM","GOP"
"223","223","FELIX, ANTHONY DR. JR.","DEM","H0CA40120","CA","40","FELIX","DEM"
"224","224","ROYBAL-ALLARD, LUCILLE","DEM","H2CA33048","CA","40","ROYBAL-ALLARD","DEM"
"225","225","MAHMOOD, ASIF DR.","DEM","H2CA40092","CA","40","MAHMOOD","DEM"
"226","226","DELGADO, ANTONIO","REP","H0CA40138","CA","40","DELGADO","GOP"
"227","227","RATHS, GREG","REP","H2CA40084","CA","40","RATHS","GOP"
"228","228","TAURUS, NICHOLAS","REP","H2CA45133","CA","40","TAURUS","GOP"
"229","229","KIM, YOUNG","REP","H8CA39240","CA","40","KIM","GOP"
"230","230","CORTES BARRAGAN, RODOLFO","GRE","H8CA40206","CA","40","CORTES","GRE"
"231","231","MOSELY, BRANDON","DEM","H2CA42189","CA","41","MOSELY","DEM"
"232","232","KURANI, SHRINA","DEM","H2CA42197","CA","41","KURANI","DEM"
"233","233","ROLLINS, WILL","DEM","H2CA42205","CA","41","ROLLINS","DEM"
"234","234","CALVERT, KEN","REP","H2CA37023","CA","41","CALVERT","GOP"
"235","235","SHEPHERD, DOUG","REP","H6CA41182","CA","41","SHEPHERD","GOP"
"236","236","SMITH, AJA","REP","H8CA41170","CA","41","SMITH","GOP"
"237","237","O'MARA, WILLIAM EDWARD DR IV","DEM","H0CA42217","CA","42","O'MARA","DEM"
"238","238","MATHEWS, PETER","DEM","H0CA47166","CA","42","MATHEWS","DEM"
"239","239","GARCIA, CRISTINA","DEM","H2CA42213","CA","42","GARCIA","DEM"
"240","240","SUMMERVILLE, WILLIAM M.","DEM","H2CA42221","CA","42","SUMMERVILLE","DEM"
"241","241","BELTRAN, JOAQUIN","DEM","H2CA42247","CA","42","BELTRAN","DEM"
"242","242","GARCIA, ROBERT","DEM","H2CA47188","CA","42","GARCIA","DEM"
"243","243","BRISCOE, JOHN","REP","H8CA47078","CA","42","BRISCOE","GOP"
"244","244","WATERS, MAXINE","DEM","H4CA23011","CA","43","WATERS","DEM"
"245","245","NAVARRO, OMAR","REP","H6CA44145","CA","43","NAVARRO","GOP"
"246","246","HALL, ISADORE III","DEM","H2CA35100","CA","44","HALL","DEM"
"247","247","BARRAGAN, NANETTE","DEM","H6CA44103","CA","44","BARRAGAN","DEM"
"248","248","CHEN, JAY","DEM","H2CA39136","CA","45","CHEN","DEM"
"249","249","VARASTEH, RON","DEM","H2CA48095","CA","45","VARASTEH","DEM"
"250","250","FORDE, BRIAN","DEM","H8CA45189","CA","45","FORDE","DEM"
"251","251","STEEL, MICHELLE","REP","H0CA48198","CA","45","STEEL","GOP"
"252","252","DALE, TERRY","REP","H2CA45141","CA","45","DALE","GOP"
"253","253","COLLINS, SHAWN","REP","H2CA45158","CA","45","COLLINS","GOP"
"254","254","RATHS, GREGORY GERARD","REP","H4CA45089","CA","45","RATHS","GOP"
"255","255","ORTEGA, MICHAEL","DEM","H2CA46149","CA","46","ORTEGA","DEM"
"256","256","CORREA, LOU","DEM","H6CA46116","CA","46","CORREA","DEM"
"257","257","GONZALES, CHRISTOPHER","REP","H0CA45160","CA","46","GONZALES","GOP"
"258","258","WATERS, JAMES STEVENS","REP","H0CA46077","CA","46","WATERS","GOP"
"259","259","LOWENTHAL, ALAN","DEM","H2CA00104","CA","47","LOWENTHAL","DEM"
"260","260","MATHEWS, E. PETER","DEM","H2CA38062","CA","47","MATHEWS","DEM"
"261","261","PORTER, KATHERINE","DEM","H8CA45130","CA","47","PORTER","DEM"
"262","262","MOUA, SOU","REP","H0CA47133","CA","47","MOUA","GOP"
"263","263","WEST, AMY PHAN","REP","H0CA47141","CA","47","WEST","GOP"
"264","264","BURLEY, BRIAN J MR.","REP","H0CA48172","CA","47","BURLEY","GOP"
"265","265","PHAN WEST, AMY","REP","H2CA45125","CA","47","PHAN","GOP"
"266","266","LYONS, MICHELLE","REP","H2CA47170","CA","47","LYONS","GOP"
"267","267","BAUGH, SCOTT","REP","H2CA47196","CA","47","BAUGH","GOP"
"268","268","WEBBER, ERROL","REP","H2CA47204","CA","47","WEBBER","GOP"
"269","269","WHALLON, ANDREW","REP","H4CA47069","CA","47","WHALLON","GOP"
"270","270","CLIFFORD, DAVID","REP","H8CA47060","CA","47","CLIFFORD","GOP"
"271","271","HOULAHAN, STEPHEN WILLIAM","DEM","H2CA50174","CA","48","HOULAHAN","DEM"
"272","272","SAVARY, SUZANNE JOYCE","DEM","H6CA48237","CA","48","SAVARY","DEM"
"273","273","ROUDA, HARLEY E JR","DEM","H8CA48035","CA","48","ROUDA","DEM"
"274","274","OATMAN, LAURA","DEM","H8CA48043","CA","48","OATMAN","DEM"
"275","275","KOTICK, MICHAEL","DEM","H8CA48100","CA","48","KOTICK","DEM"
"276","276","ISSA, DARRELL","REP","H0CA48024","CA","48","ISSA","GOP"
"277","277","COX, CHRISTOPHER HON.","REP","H8CA40057","CA","48","COX","GOP"
"278","278","ROHRABACHER, DANA","REP","H8CA42061","CA","48","ROHRABACHER","GOP"
"279","279","LEVIN, MIKE","DEM","H8CA49058","CA","49","LEVIN","DEM"
"280","280","RODRIGUEZ, CHRISTOPHER","REP","H2CA49242","CA","49","RODRIGUEZ","GOP"
"281","281","ELIZABETH, ANNE","REP","H2CA49259","CA","49","ELIZABETH","GOP"
"282","282","BARTLETT, LISA","REP","H2CA49267","CA","49","BARTLETT","GOP"
"283","283","ONEIL, JOSIAH","REP","H2CA49275","CA","49","ONEIL","GOP"
"284","284","TAYLOR, RENEE","REP","H2CA49317","CA","49","TAYLOR","GOP"
"285","285","GASPAR, KRISTIN","REP","H8CA49090","CA","49","GASPAR","GOP"
"286","286","MARYOTT, BRIAN L MR","REP","H8CA49108","CA","49","MARYOTT","GOP"
"287","287","SCHMITT, MICHAEL D","REP","H8CA49132","CA","49","SCHMITT","GOP"
"288","288","BILASH, TIMOTHY DANIEL DR. M.D.","DEM","H2CA50190","CA","50","BILASH","DEM"
"289","289","ROCHA, JOSEPH C.","DEM","H2CA50208","CA","50","ROCHA","DEM"
"290","290","TAITANO, KYLIE","DEM","H2CA50224","CA","50","TAITANO","DEM"
"291","291","PETERS, SCOTT","DEM","H2CA52089","CA","50","PETERS","DEM"
"292","292","MALLOY, JEFFREY","DEM","H6CA50258","CA","50","MALLOY","DEM"
"293","293","CAMPA-NAJJAR, AMMAR","DEM","H8CA50098","CA","50","CAMPA-NAJJAR","DEM"
"294","294","ABED, SAM","REP","H0CA50129","CA","50","ABED","GOP"
"295","295","GUSTAFSON, COREY","REP","H2CA50232","CA","50","GUSTAFSON","GOP"
"296","296","CHIDDICK, DAVID","REP","H2CA50240","CA","50","CHIDDICK","GOP"
"297","297","WELLS, WILLIAM DANIEL","REP","H8CA50163","CA","50","WELLS","GOP"
"298","298","JONES, BRIAN W","REP","H8CA52037","CA","50","JONES","GOP"
"299","299","HUNTER, DUNCAN D","REP","H8CA52052","CA","50","HUNTER","GOP"
"300","300","SCHINDLER, ADAM DR.","IND","H2CA50216","CA","50","SCHINDLER","IND"
"301","301","HOLMAN LEAK, BARRETT","DEM","H2CA53020","CA","51","HOLMAN","DEM"
"302","302","JACOBS, SARA","DEM","H8CA49074","CA","51","JACOBS","DEM"
"303","303","CAPLAN, STAN","REP","H2CA51206","CA","51","CAPLAN","GOP"
"304","304","HIDALGO, JUAN M SGTMAJ JR","REP","H8CA51062","CA","51","HIDALGO","GOP"
