"","FEC_index","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ID","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","Last_Name_FEC","CAND_PTY_AFFILIATION_processed"
"1019","1019","NORMOYLE, ANGELA H.","DEM","H2IL17113","IL","17","NORMOYLE","DEM"
"1020","1020","LOGEMANN, JONATHAN","DEM","H2IL17121","IL","17","LOGEMANN","DEM"
"1021","1021","WALLACE, LITESA","DEM","H2IL17139","IL","17","WALLACE","DEM"
"1022","1022","SORENSEN, ERIC","DEM","H2IL17147","IL","17","SORENSEN","DEM"
"1023","1023","MCGOWAN, JACQUELINE MARIE","DEM","H2IL17162","IL","17","MCGOWAN","DEM"
"1024","1024","KING, ESTHER JOY","REP","H0IL17083","IL","17","KING","GOP"
"1025","1025","SWANSON, MICHAEL A","DEM","H2IL18061","IL","18","SWANSON","DEM"
"1026","1026","RIENTS, DONALD","REP","H6IL18138","IL","18","RIENTS","GOP"
"1027","1027","SCHOCK, AARON JON MR.","REP","H8IL18043","IL","18","SCHOCK","GOP"
"1028","1028","MCDERMOTT, THOMAS","DEM","H0IN01135","IN","1","MCDERMOTT","DEM"
"1029","1029","HARPER, JAMES","DEM","H0IN01143","IN","1","HARPER","DEM"
"1030","1030","MRVAN, FRANK J.","DEM","H0IN01150","IN","1","MRVAN","DEM"
"1031","1031","BOROM, MELISSA","DEM","H0IN01200","IN","1","BOROM","DEM"
"1032","1032","VISCLOSKY, PETER J.","DEM","H4IN01012","IN","1","VISCLOSKY","DEM"
"1033","1033","GREEN, JENNIFER-RUTH","REP","H2IN01172","IN","1","GREEN","GOP"
"1034","1034","RUIZ, DAVID BEN","REP","H2IN01180","IN","1","RUIZ","GOP"
"1035","1035","MILO, BLAIR","REP","H2IN01198","IN","1","MILO","GOP"
"1036","1036","MARKS, ELLEN L.","DEM","H0IN02232","IN","2","MARKS","DEM"
"1037","1037","STEURY, PAUL MR.","DEM","H2IN02279","IN","2","STEURY","DEM"
"1038","1038","HALL, MEL","DEM","H8IN02169","IN","2","HALL","DEM"
"1039","1039","HACKETT, MARY PATRICIA","DEM","H8IN02177","IN","2","HACKETT","DEM"
"1040","1040","WALORSKI SWIHART, JACKIE","REP","H0IN02190","IN","2","WALORSKI","GOP"
"1041","1041","NISLY, CURT","REP","H2IN02287","IN","2","NISLY","GOP"
"1042","1042","YAKYM, RUDY","REP","H2IN02295","IN","2","YAKYM","GOP"
"1043","1043","COLDIRON, CHIP WINTER MR.","DEM","H0IN03230","IN","3","COLDIRON","DEM"
"1044","1044","STEPHENS, JOHN MATTHEW MR.","DEM","H2IN03186","IN","3","STEPHENS","DEM"
"1045","1045","BOWER, FORREST ANTHONY","DEM","H2IN03194","IN","3","BOWER","DEM"
"1046","1046","SNYDER, GARY","DEM","H2IN03202","IN","3","SNYDER","DEM"
"1047","1047","BANKS, JAMES E HON.","REP","H6IN03229","IN","3","BANKS","GOP"
"1048","1048","GOTSCH, NATHAN","IND","H2IN03228","IN","3","GOTSCH","IND"
"1049","1049","MACKEY, JOSEPH","DEM","H8IN04140","IN","4","MACKEY","DEM"
"1050","1050","ROKITA, THEODORE EDWARD","REP","H0IN04170","IN","4","ROKITA","GOP"
"1051","1051","BOOKWALTER, THOMAS CHARLES","REP","H2IN04168","IN","4","BOOKWALTER","GOP"
"1052","1052","BAIRD, JAMES R DR.","REP","H8IN04199","IN","4","BAIRD","GOP"
"1053","1053","HALE, CHRISTINA","DEM","H0IN05219","IN","5","HALE","DEM"
"1054","1054","JACOBS, ANDREW JAMES JR.","DEM","H0IN05227","IN","5","JACOBS","DEM"
"1055","1055","HALL, MATT","DEM","H2IN05157","IN","5","HALL","DEM"
"1056","1056","THORNTON, DIERDRE","DEM","H8IN05188","IN","5","THORNTON","DEM"
"1057","1057","CHRISTIE, JENNIFER","DEM","H8IN05196","IN","5","CHRISTIE","DEM"
"1058","1058","LEE LAKE, JEANNINE","DEM","H8IN06202","IN","5","LEE","DEM"
"1059","1059","BECKWITH, MICAH","REP","H0IN05201","IN","5","BECKWITH","GOP"
"1060","1060","HENDERSON, BETH ELAINE","REP","H0IN05276","IN","5","HENDERSON","GOP"
"1061","1061","SPARTZ, VICTORIA","REP","H0IN05326","IN","5","SPARTZ","GOP"
"1062","1062","BRIZZI, CARL JOSEPH","REP","H0IN05334","IN","5","BRIZZI","GOP"
"1063","1063","BROOKS, SUSAN MRS.","REP","H2IN05082","IN","5","BROOKS","GOP"
"1064","1064","BURTON, DANNY L","REP","H2IN06023","IN","5","BURTON","GOP"
"1065","1065","TEETERS, BARTON WAYNE","DEM","H2IN06288","IN","6","TEETERS","DEM"
"1066","1066","WIRTH, CYNTHIA","DEM","H2IN06304","IN","6","WIRTH","DEM"
"1067","1067","BATES, DON JR","REP","H2IN06171","IN","6","BATES","GOP"
"1068","1068","LAMB, JONATHAN M.","REP","H8IN06079","IN","6","LAMB","GOP"
"1069","1069","PENCE, GREGORY J.","REP","H8IN06129","IN","6","PENCE","GOP"
"1070","1070","CARSON, ANDRE","DEM","H8IN07184","IN","7","CARSON","DEM"
"1071","1071","JOHNSON, RUSSELL (RUSTY) SCOTT MR.","REP","H2IN07153","IN","7","JOHNSON","GOP"
"1072","1072","GRABOVSKY, ANGELA","REP","H2IN07179","IN","7","GRABOVSKY","GOP"
"1073","1073","ALLEN, BILL","REP","H2IN07195","IN","7","ALLEN","GOP"
"1074","1074","MARSILI, THOMASINA","DEM","H0IN08213","IN","8","MARSILI","DEM"
"1075","1075","MCCORMICK, RAY","DEM","H2IN08169","IN","8","MCCORMICK","DEM"
"1076","1076","DRAKE, RON","DEM","H6IN08244","IN","8","DRAKE","DEM"
"1077","1077","BUCSHON, LARRY D.","REP","H0IN08114","IN","8","BUCSHON","GOP"
"1078","1078","RUFF, ANDY","DEM","H0IN09179","IN","9","RUFF","DEM"
"1079","1079","FYFE, MATTHEW JOHN","DEM","H2IN09191","IN","9","FYFE","DEM"
"1080","1080","COLE, JONATHON DALE","DEM","H2IN09217","IN","9","COLE","DEM"
"1081","1081","NTI ASARE, ISAK","DEM","H2IN09233","IN","9","NTI","DEM"
"1082","1082","WATSON, LIZ","DEM","H8IN09107","IN","9","WATSON","DEM"
"1083","1083","YOUNG, TODD CHRISTOPHER","REP","H0IN09070","IN","9","YOUNG","GOP"
"1084","1084","BAKER, JIM","REP","H2IN01214","IN","9","BAKER","GOP"
"1085","1085","SODREL, MICHAEL E","REP","H2IN09084","IN","9","SODREL","GOP"
"1086","1086","BARNES-ISRAEL, STU","REP","H2IN09258","IN","9","BARNES-ISRAEL","GOP"
"1087","1087","DAVISSON, J. MICHAEL","REP","H2IN09266","IN","9","DAVISSON","GOP"
"1088","1088","HEIWIG, DANIEL","REP","H2IN09282","IN","9","HEIWIG","GOP"
"1089","1089","SCHANSBERG, ERIC","REP","H6IN09119","IN","9","SCHANSBERG","GOP"
"1090","1090","HOUCHIN, ERIN","REP","H6IN09143","IN","9","HOUCHIN","GOP"
"1091","1091","WALTZ, DARRYL BRENT JR","REP","H6IN09150","IN","9","WALTZ","GOP"
"1092","1092","PFAFF, JAMES R","REP","H6IN09168","IN","9","PFAFF","GOP"
"1093","1093","HOLLINGSWORTH, TREY","REP","H6IN09176","IN","9","HOLLINGSWORTH","GOP"
"1094","1094","MILLIS, TONYA LYNN","LIB","H2IN09225","IN","9","MILLIS","LIB"
"1095","1095","BARNETT, KALI","DEM","H0KS01172","KS","1","BARNETT","DEM"
"1096","1096","DAVIS, CHRISTY","DEM","H0KS01214","KS","1","DAVIS","DEM"
"1097","1097","BEARD, JAMES KENNETH","DEM","H2KS01079","KS","1","BEARD","DEM"
"1098","1098","MANN, TRACEY ROBERT","REP","H0KS01123","KS","1","MANN","GOP"
"1099","1099","CLIFFORD, BILL DR","REP","H0KS01198","KS","1","CLIFFORD","GOP"
"1100","1100","WAYMASTER, TROY","REP","H0KS01222","KS","1","WAYMASTER","GOP"
"1101","1101","HUELSKAMP, TIMOTHY A REP.","REP","H6KS01146","KS","1","HUELSKAMP","GOP"
"1102","1102","DE LA ISLA, MICHELLE","DEM","H0KS02196","KS","2","DE","DEM"
"1103","1103","SCHMIDT, PATRICK","DEM","H2KS02143","KS","2","SCHMIDT","DEM"
"1104","1104","LATURNER, JAKE","REP","H0KS02188","KS","2","LATURNER","GOP"
"1105","1105","TYSON, CARYN","REP","H8KS02157","KS","2","TYSON","GOP"
"1106","1106","WATKINS, STEVEN C. JR.","REP","H8KS02199","KS","2","WATKINS","GOP"
"1107","1107","DAVIDS, SHARICE","DEM","H8KS03155","KS","3","DAVIDS","DEM"
"1108","1108","YODER, KEVIN","REP","H0KS03137","KS","3","YODER","GOP"
"1109","1109","WEIR, SARA HART","REP","H0KS03228","KS","3","WEIR","GOP"
"1110","1110","ADKINS, AMANDA","REP","H0KS03236","KS","3","ADKINS","GOP"
"1111","1111","FOSTER, ADRIENNE","REP","H0KS03244","KS","3","FOSTER","GOP"
"1112","1112","MCCAUGHREAN, JOHN","REP","H2KS03166","KS","3","MCCAUGHREAN","GOP"
"1113","1113","HERNANDEZ, BOB MR","DEM","H2KS04149","KS","4","HERNANDEZ","DEM"
"1114","1114","LOMBARD, LAURA","DEM","H8KS04088","KS","4","LOMBARD","DEM"
"1115","1115","POMPEO, MICHAEL R","REP","H0KS04051","KS","4","POMPEO","GOP"
"1116","1116","ESTES, RON","REP","H8KS04112","KS","4","ESTES","GOP"
"1117","1117","WALZ-ALLEN, MIRANDA","IND","H6KS04173","KS","4","WALZ-ALLEN","IND"
"1118","1118","AUSBROOKS, JIMMY CLIFTON","DEM","H2KY01085","KY","1","AUSBROOKS","DEM"
"1119","1119","WALKER, PAUL","DEM","H8KY01074","KY","1","WALKER","DEM"
"1120","1120","COMER, JAMES","REP","H6KY01110","KY","1","COMER","GOP"
"1121","1121","COMPTON, WILLIAM DAKOTA","DEM","H2KY02125","KY","2","COMPTON","DEM"
"1122","1122","LINDERMAN, HANK","DEM","H8KY02080","KY","2","LINDERMAN","DEM"
"1123","1123","HENNING, CHRISTOPHER LEE MR.","REP","H2KY02141","KY","2","HENNING","GOP"
"1124","1124","WATTS, LEE","REP","H2KY02158","KY","2","WATTS","GOP"
"1125","1125","GUTHRIE, S. BRETT HON.","REP","H8KY02031","KY","2","GUTHRIE","GOP"
"1126","1126","PERRY, ROBERT LEE","LIB","H0KY02095","KY","2","PERRY","LIB"
"1127","1127","SCOTT, ATTICA WOODSON","DEM","H2KY03172","KY","3","SCOTT","DEM"
"1128","1128","MCGARVEY, MORGAN","DEM","H2KY03206","KY","3","MCGARVEY","DEM"
"1129","1129","YARMUTH, JOHN","DEM","H6KY03124","KY","3","YARMUTH","DEM"
"1130","1130","PALAZZO, RHONDA RAYE","REP","H0KY03259","KY","3","PALAZZO","GOP"
"1131","1131","RAY, STUART N.","REP","H2KY03214","KY","3","RAY","GOP"
"1132","1132","PUCCETTI, GREGORY PETER","REP","H2KY03230","KY","3","PUCCETTI","GOP"
"1133","1133","CRAVEN , MIKE","REP","H8KY03187","KY","3","CRAVEN","GOP"
"1134","1134","GLISSON, VICKIE YATES BROWN","REP","H8KY03211","KY","3","GLISSON","GOP"
"1135","1135","OWENSBY, ALEXANDRA DR.","DEM","H0KY04117","KY","4","OWENSBY","DEM"
"1136","1136","LEHMAN, MATTHEW","DEM","H2KY04212","KY","4","LEHMAN","DEM"
"1137","1137","HALL, SETH BLANE","DEM","H8KY04169","KY","4","HALL","DEM"
"1138","1138","MASSIE, THOMAS H.","REP","H2KY04121","KY","4","MASSIE","GOP"
"1139","1139","WIRTH, CLAIRE","REP","H2KY04196","KY","4","WIRTH","GOP"
"1140","1140","HALBLEIB, CONOR","DEM","H2KY05177","KY","5","HALBLEIB","DEM"
"1141","1141","ROGERS, HAROLD DALLAS","REP","H0KY05015","KY","5","ROGERS","GOP"
"1142","1142","VAN DAM, RICHARD JACOB DR.","REP","H2KY05151","KY","5","VAN","GOP"
"1143","1143","SERRANO, GERARDO","REP","H2KY05185","KY","5","SERRANO","GOP"
"1144","1144","HICKS, JOSH","DEM","H0KY06179","KY","6","HICKS","DEM"
"1145","1145","PREECE, CHRISTOPHER","DEM","H2KY06175","KY","6","PREECE","DEM"
"1146","1146","YOUNG, GEOFFREY M","DEM","H4KY06163","KY","6","YOUNG","DEM"
"1147","1147","MCGRATH, AMY","DEM","H8KY06164","KY","6","MCGRATH","DEM"
"1148","1148","BARR, GARLAND ANDY","REP","H0KY06104","KY","6","BARR","GOP"
"1149","1149","CRAVENS, MAURICE RANDALL, II","W","H2KY06217","KY","6","CRAVENS","W"
"1150","1150","DARLING, KATIE DARLING","DEM","H2LA01109","LA","1","DARLING","DEM"
"1151","1151","SAVOIE, TAMMY MARIE DR","DEM","H8LA01122","LA","1","SAVOIE","DEM"
"1152","1152","SCALISE, STEVE MR","REP","H0LA01087","LA","1","SCALISE","GOP"
"1153","1153","CHAMBERS, GARY JR.","DEM","H0LA02275","LA","2","CHAMBERS","DEM"
"1154","1154","PETERSON, KAREN CARTER","DEM","H2LA02131","LA","2","PETERSON","DEM"
"1155","1155","CARTER, TROY A. SR.","DEM","H2LA02149","LA","2","CARTER","DEM"
"1156","1156","ONTIVEROS, DESIREE","DEM","H2LA02164","LA","2","ONTIVEROS","DEM"
"1157","1157","JOHN, HAROLD MR. SR.","DEM","H2LA02271","LA","2","JOHN","DEM"
"1158","1158","RICHMOND, CEDRIC L","DEM","H8LA02054","LA","2","RICHMOND","DEM"
"1159","1159","LIRETTE, GREGORY","REP","H2LA02156","LA","2","LIRETTE","GOP"
"1160","1160","ARDOIN, CHELSEA","REP","H2LA02172","LA","2","ARDOIN","GOP"
"1161","1161","BERNARD, CLASTON","REP","H2LA02206","LA","2","BERNARD","GOP"
"1162","1162","VINCENT, SHELDON CHARLES H2LA02263 SR.","REP","H2LA02289","LA","2","VINCENT","GOP"
"1163","1163","LUX, DANIEL ANTHONY","REP","H2LA02297","LA","2","LUX","GOP"
"1164","1164","MORENO, HELENA","UNK","H8LA02062","LA","2","MORENO","UNK"
"1165","1165","HARRIS, BRAYLON","DEM","H0LA03190","LA","3","HARRIS","DEM"
"1166","1166","GRANGER, DUSTIN","DEM","H2LA03089","LA","3","GRANGER","DEM"
"1167","1167","LEBRUN, TIA MARIE MRS.","DEM","H2LA03105","LA","3","LEBRUN","DEM"
"1168","1168","RADER, LARRY","DEM","H6LA03155","LA","3","RADER","DEM"
"1169","1169","PAYNE, THOMAS LANE JR","REP","H2LA03113","LA","3","PAYNE","GOP"
"1170","1170","HOGGATT, ""HOLDEN""","REP","H2LA03121","LA","3","HOGGATT","GOP"
"1171","1171","ANGELLE, SCOTT MR.","REP","H6LA03130","LA","3","ANGELLE","GOP"
"1172","1172","HIGGINS, CLAY CAPTAIN","REP","H6LA03148","LA","3","HIGGINS","GOP"
"1173","1173","MILKOVICH, JOHN CHARLES","DEM","H2LA04103","LA","4","MILKOVICH","DEM"
"1174","1174","JONES JR, J MARSHALL","DEM","H6LA04153","LA","4","JONES","DEM"
"1175","1175","TRUNDLE, RYAN","DEM","H8LA04282","LA","4","TRUNDLE","DEM"
"1176","1176","JOHNSON, JAMES MICHAEL","REP","H6LA04138","LA","4","JOHNSON","GOP"
"1177","1177","CHRISTOPHE, SANDRA","DEM","H0LA05070","LA","5","CHRISTOPHE","DEM"
"1178","1178","LEMELLE, MARTIN","DEM","H0LA05138","LA","5","LEMELLE","DEM"
"1179","1179","SNOWDEN, PHILLIP","DEM","H0LA05153","LA","5","SNOWDEN","DEM"
"1180","1180","HUFF, WALTER EARL","DEM","H2LA05274","LA","5","HUFF","DEM"
"1181","1181","ROBINSON, RANDALL SCOTT","REP","H0LA05104","LA","5","ROBINSON","GOP"
"1182","1182","HARRIS, JOHN LANCE","REP","H0LA05112","LA","5","HARRIS","GOP"
"1183","1183","LETLOW, LUKE JOSHUA","REP","H0LA05120","LA","5","LETLOW","GOP"
"1184","1184","LETLOW, JULIA","REP","H2LA05126","LA","5","LETLOW","GOP"
"1185","1185","CONERLY, CHAD","REP","H2LA05134","LA","5","CONERLY","GOP"
"1186","1186","SMITH, SANCHA","REP","H2LA05142","LA","5","SMITH","GOP"
"1187","1187","RISER, HARTWELL NEIL JR","REP","H4LA05064","LA","5","RISER","GOP"
"1188","1188","MCALLISTER, VANCE MICHAEL","REP","H4LA05130","LA","5","MCALLISTER","GOP"
"1189","1189","GUILLORY, JOSHUA S","REP","H8LA03037","LA","5","GUILLORY","GOP"
"1190","1190","THOMAS, CHARLES 'TREY' DR III","REP","H4LA06120","LA","6","THOMAS","GOP"
"1191","1191","GRAVES, GARRET","REP","H4LA06153","LA","6","GRAVES","GOP"
"1192","1192","WHITNEY, LENAR","REP","H4LA06179","LA","6","WHITNEY","GOP"
"1193","1193","MORSE, ALEX","DEM","H0MA01081","MA","1","MORSE","DEM"
"1194","1194","NEAL, RICHARD E MR.","DEM","H8MA02041","MA","1","NEAL","DEM"
"1195","1195","MARTILLI, DEAN","REP","H2MA01228","MA","1","MARTILLI","GOP"
"1196","1196","BECH, NATHAN ALEXANDER","REP","H8MA01035","MA","1","BECH","GOP"
"1197","1197","MCGOVERN, JAMES P. MR.","DEM","H4MA03022","MA","2","MCGOVERN","DEM"
"1198","1198","SOSSA-PAQUETTE, JEFF","REP","H2MA02085","MA","2","SOSSA-PAQUETTE","GOP"
"1199","1199","POWERS, KEVIN WILLIAM","REP","H8MA02090","MA","2","POWERS","GOP"
"1200","1200","LOVVORN, TRACY LYN","REP","H8MA02116","MA","2","LOVVORN","GOP"
"1201","1201","KOH, DANIEL ARRIGG","DEM","H8MA03072","MA","3","KOH","DEM"
"1202","1202","TRAHAN, LORI","DEM","H8MA03106","MA","3","TRAHAN","DEM"
"1203","1203","MATIAS, JUANA","DEM","H8MA03122","MA","3","MATIAS","DEM"
"1204","1204","L'ITALIEN, BARBARA","DEM","H8MA03197","MA","3","L'ITALIEN","DEM"
"1205","1205","TRAN, DEAN","REP","H2MA03141","MA","3","TRAN","GOP"
"1206","1206","GREEN, RICK","REP","H8MA03114","MA","3","GREEN","GOP"
"1207","1207","LECKEY, IHSSANE","DEM","H0MA04143","MA","4","LECKEY","DEM"
"1208","1208","GROSSMAN, REBECCA WALKER","DEM","H0MA04168","MA","4","GROSSMAN","DEM"
"1209","1209","KHAZEI, ALAN","DEM","H0MA04176","MA","4","KHAZEI","DEM"
"1210","1210","MERMELL, JESSE","DEM","H0MA04184","MA","4","MERMELL","DEM"
"1211","1211","AUCHINCLOSS, JAKE","DEM","H0MA04192","MA","4","AUCHINCLOSS","DEM"
"1212","1212","ZANNETOS, CHRISTOPHER","DEM","H0MA04242","MA","4","ZANNETOS","DEM"
"1213","1213","ROBINSON, HERB","DEM","H8MA04047","MA","4","ROBINSON","DEM"
"1214","1214","HALL, JULIE","REP","H0MA04259","MA","4","HALL","GOP"
"1215","1215","BURNS, EMILY","REP","H2MA04115","MA","4","BURNS","GOP"
"1216","1216","CLARK, KATHERINE","DEM","H4MA05084","MA","5","CLARK","DEM"
"1217","1217","STOPA, MICHAEL P","REP","H0MA03087","MA","5","STOPA","GOP"
"1218","1218","COLARUSSO, CAROLINE","REP","H0MA05132","MA","5","COLARUSSO","GOP"
"1219","1219","COLARUSSO, CAROLINE","REP","H2MA05153","MA","5","COLARUSSO","GOP"
"1220","1220","BELSITO, JAMIE MARIE ZAHLAWAY","DEM","H0MA06098","MA","6","BELSITO","DEM"
"1221","1221","MOULTON, SETH","DEM","H4MA06090","MA","6","MOULTON","DEM"
"1222","1222","MORAN, JOHN PAUL","REP","H0MA06148","MA","6","MORAN","GOP"
"1223","1223","MAY, ROBERT","REP","H2MA06086","MA","6","MAY","GOP"
"1224","1224","SCHNEIDER, JOSEPH","REP","H8MA06133","MA","6","SCHNEIDER","GOP"
"1225","1225","TASHJIAN, MARK MR.","LIB","H2MA06094","MA","6","TASHJIAN","LIB"
"1226","1226","PRESSLEY, AYANNA","DEM","H8MA07032","MA","7","PRESSLEY","DEM"
"1227","1227","DAR, MOHAMMAD","DEM","H0MA08037","MA","8","DAR","DEM"
"1228","1228","GOLDSTEIN, ROBBIE","DEM","H0MA08045","MA","8","GOLDSTEIN","DEM"
"1229","1229","LYNCH, STEPHEN","DEM","H2MA09072","MA","8","LYNCH","DEM"
"1230","1230","KENNEDY, JOSEPH P II","DEM","H6MA08141","MA","8","KENNEDY","DEM"
"1231","1231","RODRIGUES, HAMILTON SOARES","REP","H2MA08082","MA","8","RODRIGUES","GOP"
"1232","1232","SYLVIA, MARK","DEM","H0MA09068","MA","9","SYLVIA","DEM"
"1233","1233","KEATING, WILLIAM R","DEM","H0MA10082","MA","9","KEATING","DEM"
"1234","1234","ELLIS, GRANT SMITH","DEM","H2MA09247","MA","9","ELLIS","DEM"
"1235","1235","BRADY, HELEN","REP","H0MA09076","MA","9","BRADY","GOP"
"1236","1236","LITTLES, MARK","REP","H2MA09221","MA","9","LITTLES","GOP"
"1237","1237","BROWN, JESSE","REP","H2MA09239","MA","9","BROWN","GOP"
"1238","1238","CHAPMAN, JOHN C","REP","H4MA09078","MA","9","CHAPMAN","GOP"
"1239","1239","SHORES, DANIEL L","REP","H4MA09086","MA","9","SHORES","GOP"
"1240","1240","TEDESCHI, PETER D. MR.","REP","H8MA09046","MA","9","TEDESCHI","GOP"
"1241","1241","MASON, MIA","DEM","H0MD01232","MD","1","MASON","DEM"
"1242","1242","MIZEUR, HEATHER RENAY","DEM","H2MD01220","MD","1","MIZEUR","DEM"
"1243","1243","HARDEN, R. DAVID","DEM","H2MD01238","MD","1","HARDEN","DEM"
"1244","1244","COLOMBO, MALCOLM THOMAS","DEM","H2MD03176","MD","1","COLOMBO","DEM"
"1245","1245","COLVIN, JESSE","DEM","H8MD01193","MD","1","COLVIN","DEM"
"1246","1246","HARRIS, ANDREW P","REP","H8MD01094","MD","1","HARRIS","GOP"
"1247","1247","PIPKIN, E J","REP","H8MD01128","MD","1","PIPKIN","GOP"
"1248","1248","RUPPERSBERGER, C. A. DUTCH","DEM","H2MD02160","MD","2","RUPPERSBERGER","DEM"
"1249","1249","OLIVER, BRITTANY T","DEM","H2MD02319","MD","2","OLIVER","DEM"
"1250","1250","DENT, MARQUES MR.","DEM","H2MD02327","MD","2","DENT","DEM"
"1251","1251","CROOM, GEORGE","DEM","H2MD03192","MD","2","CROOM","DEM"
"1252","1252","CARDARELLI, MARCELO GABRIEL","REP","H0MD02149","MD","2","CARDARELLI","GOP"
"1253","1253","SALLING, JOHNNY RAY MR.","REP","H0MD02230","MD","2","SALLING","GOP"
"1254","1254","FLOWERS, BERNARD","REP","H2MD02335","MD","2","FLOWERS","GOP"
"1255","1255","MCNULTY, ELLEN EJ","REP","H2MD02350","MD","2","MCNULTY","GOP"
"1256","1256","AMBROSE, NICOLEE","REP","H2MD02368","MD","2","AMBROSE","GOP"
"1257","1257","GEPPI, MIKE","REP","H2MD02376","MD","2","GEPPI","GOP"
"1258","1258","WALLACE, DAVID DRAIN II","REP","H2MD06138","MD","2","WALLACE","GOP"
"1259","1259","MATORY, LIZ","REP","H8MD02118","MD","2","MATORY","GOP"
"1260","1260","SARBANES, JOHN P. MR.","DEM","H6MD03292","MD","3","SARBANES","DEM"
"1261","1261","PRETOT, JAKE","DEM","H8MD02100","MD","3","PRETOT","DEM"
"1262","1262","MORGAN, YURIPZY","REP","H2MD02343","MD","3","MORGAN","GOP"
"1263","1263","PITOCCO, ANTONIO","REP","H2MD03184","MD","3","PITOCCO","GOP"
"1264","1264","GRIFFIN, LANCE ALAN","REP","H2MD03200","MD","3","GRIFFIN","GOP"
"1265","1265","TORRES, AMAL","REP","H2MD03218","MD","3","TORRES","GOP"
"1266","1266","LASHAR, JAMES DAVID","LIB","H8MD03173","MD","3","LASHAR","LIB"
"1267","1267","IVEY, GLENN","DEM","H2MD04315","MD","4","IVEY","DEM"
"1268","1268","LEWIS, JAZZ","DEM","H2MD04323","MD","4","LEWIS","DEM"
"1269","1269","ANGEL, ANGELA","DEM","H2MD04349","MD","4","ANGEL","DEM"
"1270","1270","EDWARDS, DONNA F","DEM","H2MD04356","MD","4","EDWARDS","DEM"
"1271","1271","ALLISON, TAMMY","DEM","H2MD04364","MD","4","ALLISON","DEM"
"1272","1272","EDWARDS, DONNA FERN","DEM","H6MD04183","MD","4","EDWARDS","DEM"
"1273","1273","BROWN, ANTHONY","DEM","H6MD04209","MD","4","BROWN","DEM"
"1274","1274","WARNER, JEFF","REP","H2MD04307","MD","4","WARNER","GOP"
"1275","1275","LOEB, ERIC","REP","H2MD04372","MD","4","LOEB","GOP"
"1276","1276","URBINA, BRIANA","DEM","H0MD05191","MD","5","URBINA","DEM"
"1277","1277","HOYER, STENY","DEM","H2MD05155","MD","5","HOYER","DEM"
"1278","1278","BYRD, COLIN","DEM","H2MD05528","MD","5","BYRD","DEM"
"1279","1279","WILKES, MCKAYLA NICOLLETTE","DEM","H2MD05536","MD","5","WILKES","DEM"
"1280","1280","WASHINGTON, KEITH A","DEM","H2MD05569","MD","5","WASHINGTON","DEM"
"1281","1281","HAVIS, LEE","REP","H0MD05217","MD","5","HAVIS","GOP"
"1282","1282","PALOMBI, CHRISTOPHER","REP","H0MD05225","MD","5","PALOMBI","GOP"
"1283","1283","FADDIS, CHARLES","REP","H6MD05206","MD","5","FADDIS","GOP"
"1284","1284","DELANEY, JOHN K","DEM","H2MD06195","MD","6","DELANEY","DEM"
"1285","1285","SMILOWITZ, BENJAMIN","DEM","H2MD06294","MD","6","SMILOWITZ","DEM"
"1286","1286","TRONE, DAVID","DEM","H6MD08549","MD","6","TRONE","DEM"
"1287","1287","MILLER, ARUNA","DEM","H8MD06143","MD","6","MILLER","DEM"
"1288","1288","PARROTT, NEIL CONRAD","REP","H0MD06231","MD","6","PARROTT","GOP"
"1289","1289","BRINKLEY, DAVID ROSS","REP","H2MD06187","MD","6","BRINKLEY","GOP"
"1290","1290","JENKINS, JONATHAN JENKINS","REP","H2MD06260","MD","6","JENKINS","GOP"
"1291","1291","FOLDI, MATTHEW","REP","H2MD06328","MD","6","FOLDI","GOP"
"1292","1292","ROCA, MARIELA","REP","H2MD08183","MD","6","ROCA","GOP"
"1293","1293","HOEBER, AMIE","REP","H6MD06212","MD","6","HOEBER","GOP"
"1294","1294","HILL, TERRI LYNN","DEM","H0MD07171","MD","7","HILL","DEM"
"1295","1295","JALISI, JAY","DEM","H0MD07205","MD","7","JALISI","DEM"
"1296","1296","MFUME, KWEISI","DEM","H6MD07020","MD","7","MFUME","DEM"
"1297","1297","MATORY, LIZ","REP","H0MD07155","MD","7","MATORY","GOP"
"1298","1298","KLACIK, KIMBERLY","REP","H0MD07197","MD","7","KLACIK","GOP"
"1299","1299","IVEY, AMBER","UN","H0MD07387","MD","7","IVEY","UN"
"1300","1300","RASKIN, JAMIE","DEM","H6MD08457","MD","8","RASKIN","DEM"
"1301","1301","RUBIN, JOEL MARTIN","DEM","H6MD08523","MD","8","RUBIN","DEM"
"1302","1302","COLL, GREGORY THOMAS","REP","H0MD08203","MD","8","COLL","GOP"
"1303","1303","MATORY, LIZ","REP","H6MD08507","MD","8","MATORY","GOP"
"1304","1304","SHUDOFSKY, ARYEH","REP","H6MD08531","MD","8","SHUDOFSKY","GOP"
"1305","1305","PINGREE, CHELLIE M","DEM","H8ME01120","ME","1","PINGREE","DEM"
"1306","1306","ALLEN, JAY THOMAS","REP","H0ME01119","ME","1","ALLEN","GOP"
"1307","1307","THELANDER, EDWIN F MR.","REP","H2ME01131","ME","1","THELANDER","GOP"
"1308","1308","CAIN, EMILY","DEM","H4ME02200","ME","2","CAIN","DEM"
"1309","1309","GOLDEN, JARED","DEM","H8ME02185","ME","2","GOLDEN","DEM"
